frame,time_s,visibility,x_px,y_px,court_x_m,court_y_m,speed_mps,is_missing,is_interpolated,is_spatial_valid,speed_valid,confidence,source
0,0.000000,0,,,,,,1,0,0,0,0.000,rejected_static_motion
1,0.033367,1,653.000,463.000,3.181183,5.562310,,0,0,1,0,0.486,refined
2,0.066733,1,652.000,463.000,3.170178,5.562839,0.330219,0,0,1,1,0.447,refined
3,0.100100,1,652.000,462.000,3.168665,5.511454,1.540656,0,1,1,1,0.250,interp
4,0.133467,1,652.000,462.000,3.168665,5.511454,0.000000,0,0,1,1,0.473,refined
5,0.166834,1,652.000,462.000,3.168665,5.511454,0.000000,0,1,1,1,0.250,interp
6,0.200200,1,652.000,462.000,3.168665,5.511454,0.000000,0,0,1,1,0.469,refined
7,0.233567,1,656.000,461.000,3.211334,5.457748,2.055722,0,0,1,1,0.476,refined
8,0.266934,1,653.000,460.000,3.176689,5.407584,1.827106,0,0,1,1,0.487,refined
9,0.300300,1,654.000,459.000,3.186267,5.355092,1.599174,0,0,1,1,0.468,refined
10,0.333667,1,653.000,463.000,3.181183,5.562310,6.212198,0,0,1,1,0.451,refined
11,0.367034,1,652.000,462.000,3.168665,5.511454,1.569635,0,1,1,1,0.250,interp
12,0.400400,1,652.000,460.000,3.165623,5.408120,3.098281,0,1,1,1,0.250,interp
13,0.433767,1,652.000,458.000,3.162559,5.304024,3.121113,0,1,1,1,0.250,interp
14,0.467134,1,651.000,457.000,3.149891,5.252230,1.598014,0,0,1,1,0.517,refined
15,0.500501,1,649.000,456.000,3.126031,5.200792,1.699375,0,1,1,1,0.250,interp
16,0.533867,1,646.000,456.000,3.092596,5.202425,1.003247,0,1,1,1,0.250,interp
17,0.567234,1,644.000,455.000,3.068592,5.150809,1.706056,0,0,1,1,0.494,refined
18,0.600601,1,644.000,455.000,3.068592,5.150809,0.000000,0,1,1,1,0.250,interp
19,0.633967,1,643.000,455.000,3.057428,5.151355,0.334969,0,0,1,1,0.472,refined
20,0.667334,1,642.000,455.000,3.046265,5.151902,0.334953,0,0,1,1,0.464,refined
21,0.700701,1,642.000,454.000,3.044501,5.099005,1.586201,0,1,1,1,0.250,interp
22,0.734067,1,642.000,454.000,3.044501,5.099005,0.000000,0,0,1,1,0.447,refined
23,0.767434,1,642.000,454.000,3.044501,5.099005,0.000000,0,1,1,1,0.250,interp
24,0.800801,1,641.000,453.000,3.031526,5.046463,1.621991,0,0,1,1,0.449,refined
25,0.834168,1,642.000,453.000,3.042729,5.045912,0.336183,0,0,1,1,0.466,refined
26,0.867534,1,640.000,455.000,3.023941,5.152996,3.258328,0,0,1,1,0.448,refined
27,0.900901,1,639.000,457.000,3.016413,5.258737,3.177077,0,0,1,1,0.471,refined
28,0.934268,1,638.000,457.000,3.005294,5.259279,0.333649,0,1,1,1,0.250,interp
29,0.967634,1,638.000,458.000,3.007121,5.311583,1.568513,0,1,1,1,0.250,interp
30,1.001001,1,637.000,458.000,2.996022,5.312123,0.333018,0,0,1,1,0.451,refined
31,1.034368,1,636.000,458.000,2.984924,5.312662,0.333001,0,0,1,1,0.440,refined
32,1.067734,0,,,,,,1,0,0,0,0.000,rejected_jump
33,1.101101,0,,,,,,1,0,0,0,0.000,rejected_static_lock
34,1.134468,0,,,,,,1,0,0,0,0.000,rejected_static_lock
