frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,603.000,554.000,2.837531,9.722546,584.156,380.902,660.211,569.320,0.901367,detected
0,0.000000,far,2,732.000,398.000,4.071505,0.521519,701.461,281.752,751.305,417.641,0.836426,detected
1,0.033367,near,1,603.000,551.000,2.832139,9.612139,584.449,381.275,660.291,569.134,0.903809,detected
1,0.033367,far,2,731.000,399.000,4.058907,0.608476,701.038,281.659,750.982,417.827,0.835449,detected
2,0.066733,near,1,603.000,550.000,2.830331,9.575106,584.414,381.507,660.054,568.767,0.904785,detected
2,0.066733,far,2,732.000,399.000,4.071332,0.607924,700.967,281.643,750.925,417.859,0.836426,detected
3,0.100100,near,1,602.000,549.000,2.819052,9.538171,584.175,381.572,659.873,568.820,0.904785,detected
3,0.100100,far,2,731.000,399.000,4.058907,0.608476,700.954,281.639,750.912,417.866,0.834473,detected
4,0.133467,near,1,601.000,552.000,2.815103,9.649478,584.339,381.426,660.214,568.847,0.904785,detected
4,0.133467,far,2,731.000,400.000,4.058760,0.694524,700.984,281.877,750.882,417.945,0.835449,detected
5,0.166834,near,1,602.000,549.000,2.819052,9.538171,584.025,381.564,660.089,569.168,0.904785,detected
5,0.166834,far,2,731.000,399.000,4.058907,0.608476,700.998,281.957,750.874,417.970,0.835449,detected
6,0.200200,near,1,602.000,549.000,2.819052,9.538171,583.510,381.421,659.850,569.433,0.903809,detected
6,0.200200,far,2,731.000,399.000,4.058907,0.608476,700.992,281.832,750.886,417.901,0.832031,detected
7,0.233567,near,1,601.000,550.000,2.811432,9.575532,583.229,381.331,659.867,569.822,0.903320,detected
7,0.233567,far,2,731.000,399.000,4.058907,0.608476,700.980,281.710,750.902,417.875,0.836426,detected
8,0.266934,near,1,602.000,551.000,2.822705,9.612350,582.681,381.041,659.744,570.399,0.903809,detected
8,0.266934,far,2,732.000,400.000,4.071159,0.693975,700.967,281.592,750.919,417.865,0.834473,detected
9,0.300300,near,1,602.000,552.000,2.824522,9.649267,582.261,380.826,659.638,570.895,0.902832,detected
9,0.300300,far,2,731.000,400.000,4.058760,0.694524,700.930,281.331,750.959,417.861,0.834473,detected
10,0.333667,near,1,601.000,553.000,2.816930,9.686279,582.031,380.711,659.397,570.927,0.900391,detected
10,0.333667,far,2,731.000,399.000,4.058907,0.608476,700.956,281.235,750.936,417.859,0.830078,detected
11,0.367034,near,1,601.000,554.000,2.818751,9.722965,581.628,380.671,659.063,571.072,0.898926,detected
11,0.367034,far,2,731.000,399.000,4.058907,0.608476,700.991,281.130,750.903,417.786,0.838867,detected
12,0.400400,near,1,601.000,556.000,2.822376,9.795996,580.656,380.552,658.056,571.261,0.897461,detected
12,0.400400,far,2,731.000,400.000,4.058760,0.694524,700.993,281.093,750.903,417.759,0.843750,detected
13,0.433767,near,1,601.000,558.000,2.825979,9.868574,579.961,380.510,657.455,571.895,0.897949,detected
13,0.433767,far,2,731.000,400.000,4.058760,0.694524,700.973,281.010,750.924,417.820,0.848145,detected
14,0.467134,near,1,601.000,558.000,2.825979,9.868574,579.567,380.782,656.816,572.125,0.898438,detected
14,0.467134,far,2,731.000,400.000,4.058760,0.694524,700.992,281.000,750.906,417.701,0.851074,detected
15,0.500501,near,1,601.000,559.000,2.827772,9.904696,579.250,381.528,656.201,572.629,0.900391,detected
15,0.500501,far,2,731.000,400.000,4.058760,0.694524,701.077,281.000,750.822,417.656,0.854004,detected
16,0.533867,near,1,601.000,560.000,2.829559,9.940705,578.249,381.667,655.171,573.236,0.900391,detected
16,0.533867,far,2,731.000,399.000,4.058907,0.608476,701.152,281.000,750.748,417.640,0.853027,detected
17,0.567234,near,1,602.000,560.000,2.838862,9.940500,577.733,381.895,654.384,573.453,0.902832,detected
17,0.567234,far,2,731.000,400.000,4.058760,0.694524,701.181,281.000,750.720,417.634,0.851074,detected
18,0.600601,near,1,602.000,560.000,2.838862,9.940500,577.241,382.085,653.565,573.523,0.905762,detected
18,0.600601,far,2,731.000,399.000,4.058907,0.608476,701.207,281.000,750.695,417.633,0.852051,detected
