frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,602.000,553.000,2.814654,9.546108,583.733,381.139,660.243,569.621,0.900205,detected
0,0.000000,far,2,731.000,400.000,4.047012,0.161006,701.465,286.000,751.495,417.788,0.855756,detected
1,0.033367,near,1,602.000,552.000,2.812799,9.508282,584.181,381.046,660.660,569.415,0.899599,detected
1,0.033367,far,2,731.000,400.000,4.047012,0.161006,701.248,286.000,751.408,418.158,0.853989,detected
2,0.066733,near,1,602.000,551.000,2.810938,9.470336,584.176,381.109,660.473,568.971,0.899235,detected
2,0.066733,far,2,731.000,400.000,4.047012,0.161006,700.969,286.000,751.162,418.286,0.850485,detected
3,0.100100,near,1,601.000,552.000,2.803350,9.508653,584.003,381.178,660.355,569.117,0.899674,detected
3,0.100100,far,2,731.000,400.000,4.047012,0.161006,700.899,286.000,751.093,418.330,0.849559,detected
4,0.133467,near,1,601.000,551.000,2.801474,9.470709,583.998,381.193,660.487,569.264,0.899140,detected
4,0.133467,far,2,731.000,400.000,4.047012,0.161006,700.899,286.000,751.076,418.327,0.850331,detected
5,0.166834,near,1,601.000,550.000,2.799592,9.432645,583.779,381.173,660.434,569.457,0.899291,detected
5,0.166834,far,2,731.000,400.000,4.047012,0.161006,700.903,286.000,751.055,418.310,0.852218,detected
6,0.200200,near,1,601.000,551.000,2.801474,9.470709,583.275,380.953,660.355,570.133,0.898209,detected
6,0.200200,far,2,731.000,400.000,4.047012,0.161006,700.855,286.000,750.898,418.139,0.853050,detected
7,0.233567,near,1,601.000,551.000,2.801474,9.470709,582.824,380.845,660.184,570.688,0.897491,detected
7,0.233567,far,2,731.000,400.000,4.047012,0.161006,700.856,286.000,750.807,418.016,0.857286,detected
8,0.266934,near,1,601.000,552.000,2.803350,9.508653,582.118,380.633,659.949,571.712,0.899112,detected
8,0.266934,far,2,731.000,400.000,4.047012,0.161006,700.899,286.000,750.716,417.844,0.855801,detected
9,0.300300,near,1,601.000,553.000,2.805220,9.546478,581.613,380.847,659.545,572.344,0.899819,detected
9,0.300300,far,2,731.000,400.000,4.047012,0.161006,700.956,286.000,750.661,417.718,0.853842,detected
10,0.333667,near,1,600.000,555.000,2.799537,9.622142,581.313,380.473,659.298,572.379,0.896260,detected
10,0.333667,far,2,731.000,400.000,4.047012,0.161006,701.067,286.000,750.677,417.594,0.854165,detected
11,0.367034,near,1,600.000,556.000,2.801404,9.659613,580.998,380.514,659.020,572.530,0.896020,detected
11,0.367034,far,2,731.000,400.000,4.047012,0.161006,701.077,286.000,750.598,417.532,0.854456,detected
12,0.400400,near,1,601.000,557.000,2.812642,9.696603,580.383,380.774,658.252,572.952,0.898681,detected
12,0.400400,far,2,731.000,399.000,4.047115,0.072065,701.206,286.000,750.479,416.801,0.848822,detected
13,0.433767,near,1,601.000,558.000,2.814483,9.733842,579.751,380.872,657.566,573.398,0.897369,detected
13,0.433767,far,2,731.000,399.000,4.047115,0.072065,701.276,286.000,750.487,416.601,0.848983,detected
14,0.467134,near,1,601.000,559.000,2.816318,9.770966,579.430,381.170,656.907,573.296,0.898150,detected
14,0.467134,far,2,731.000,399.000,4.047115,0.072065,701.397,286.000,750.565,416.513,0.854875,detected
15,0.500501,near,1,601.000,560.000,2.818148,9.807974,578.853,381.830,655.995,573.543,0.903702,detected
15,0.500501,far,2,731.000,399.000,4.047115,0.072065,701.491,286.000,750.636,416.477,0.854445,detected
16,0.533867,near,1,601.000,560.000,2.818148,9.807974,578.122,382.191,654.914,573.585,0.906035,detected
16,0.533867,far,2,731.000,399.000,4.047115,0.072065,701.512,286.000,750.651,416.473,0.858274,detected
17,0.567234,near,1,601.000,560.000,2.818148,9.807974,577.726,382.610,654.167,573.562,0.904909,detected
17,0.567234,far,2,731.000,399.000,4.047115,0.072065,701.404,286.000,750.487,416.414,0.858283,detected
18,0.600601,near,1,601.000,560.000,2.818148,9.807974,577.318,382.771,653.513,573.576,0.903641,detected
18,0.600601,far,2,731.000,400.000,4.047012,0.161006,701.414,286.000,750.622,416.886,0.857682,detected
19,0.633967,near,1,601.000,560.000,2.818148,9.807974,576.272,383.099,651.935,573.537,0.903918,detected
19,0.633967,far,2,731.000,400.000,4.047012,0.161006,701.295,286.000,750.554,417.084,0.859560,detected
20,0.667334,near,1,601.000,560.000,2.818148,9.807974,575.905,383.592,651.181,573.544,0.905535,detected
20,0.667334,far,2,731.000,400.000,4.047012,0.161006,701.212,286.000,750.491,417.144,0.862037,detected
21,0.700701,near,1,601.000,560.000,2.818148,9.807974,575.672,384.376,650.319,573.495,0.904695,detected
21,0.700701,far,2,731.000,399.000,4.047115,0.072065,701.193,286.000,750.443,417.138,0.863092,detected
22,0.734067,near,1,601.000,561.000,2.819972,9.844869,575.344,385.021,649.537,573.507,0.905439,detected
22,0.734067,far,2,731.000,400.000,4.047012,0.161006,700.976,286.000,750.268,417.192,0.860621,detected
23,0.767434,near,1,601.000,561.000,2.819972,9.844869,574.943,385.658,648.678,573.617,0.901377,detected
23,0.767434,far,2,731.000,399.000,4.047115,0.072065,700.876,286.000,750.189,417.200,0.866960,detected
24,0.800801,near,1,601.000,562.000,2.821790,9.881649,574.738,385.923,648.138,573.671,0.899389,detected
24,0.800801,far,2,730.000,398.000,4.034680,0.000000,701.034,286.000,750.194,416.714,0.867817,detected
25,0.834168,near,1,601.000,561.000,2.819972,9.844869,574.857,386.457,647.809,573.539,0.899032,detected
25,0.834168,far,2,731.000,399.000,4.047115,0.072065,700.935,286.000,750.257,417.117,0.869945,detected
26,0.867534,near,1,601.000,561.000,2.819972,9.844869,574.958,386.777,647.550,573.441,0.899359,detected
26,0.867534,far,2,731.000,399.000,4.047115,0.072065,700.756,286.000,750.177,417.243,0.868545,detected
27,0.900901,near,1,603.000,560.000,2.836813,9.807253,574.768,387.117,647.051,573.700,0.897230,detected
27,0.900901,far,2,731.000,399.000,4.047115,0.072065,700.557,286.000,750.039,417.177,0.875231,detected
28,0.934268,near,1,603.000,560.000,2.836813,9.807253,574.839,387.266,646.878,573.809,0.895607,detected
28,0.934268,far,2,730.000,399.000,4.034603,0.073017,700.559,286.000,750.084,417.112,0.875378,detected
