Frame,Visibility,X,Y,Source,Confidence
0,0,0,0,rejected_static_motion,0.000
1,0,0,0,rejected_static_lock,0.000
2,0,0,0,rejected_static_lock,0.000
3,0,0,0,rejected_static_lock,0.000
4,0,0,0,rejected_static_lock,0.000
5,0,0,0,rejected_static_lock,0.000
6,0,0,0,rejected_static_lock,0.000
7,0,0,0,rejected_static_lock,0.000
8,0,0,0,rejected_static_lock,0.000
9,0,0,0,rejected_static_lock,0.000
10,0,0,0,rejected_static_lock,0.000
11,1,633,351,refined,0.459
12,1,633,347,refined,0.500
13,1,633,347,refined,0.443
14,1,633,347,refined,0.441
15,1,633,346,refined,0.423
16,0,0,0,rejected_static_lock,0.000
17,0,0,0,rejected_static_lock,0.000
18,0,0,0,rejected_static_lock,0.000
19,0,0,0,rejected_static_lock,0.000
20,0,0,0,rejected_static_lock,0.000
21,0,0,0,rejected_static_lock,0.000
22,0,0,0,rejected_static_lock,0.000
23,0,0,0,rejected_static_lock,0.000
24,0,0,0,rejected_static_lock,0.000
25,0,0,0,rejected_static_lock,0.000
26,0,0,0,rejected_static_lock,0.000
27,0,0,0,rejected_static_lock,0.000
28,0,0,0,rejected_static_lock,0.000
29,0,0,0,rejected_static_lock,0.000
30,0,0,0,rejected_static_lock,0.000
31,0,0,0,rejected_static_lock,0.000
32,0,0,0,rejected_static_lock,0.000
33,0,0,0,rejected_static_lock,0.000
34,0,0,0,rejected_static_lock,0.000
35,0,0,0,rejected_static_lock,0.000
36,0,0,0,rejected_static_lock,0.000
37,0,0,0,rejected_static_lock,0.000
38,0,0,0,rejected_static_lock,0.000
39,1,629,355,refined,0.498
40,1,628,356,interp,0.250
41,1,627,356,refined,0.512
42,1,625,354,refined,0.564
43,1,622,353,refined,0.573
44,1,620,353,refined,0.560
45,1,619,351,refined,0.550
46,1,618,348,refined,0.585
47,1,610,343,refined,0.567
48,1,606,337,refined,0.674
49,1,600,329,refined,0.651
50,1,594,324,refined,0.741
51,1,591,318,refined,0.800
52,1,586,319,refined,0.659
53,1,583,318,refined,0.580
54,1,581,319,refined,0.537
55,1,576,319,refined,0.556
56,1,573,321,refined,0.608
57,1,569,324,refined,0.723
58,1,563,327,refined,0.800
59,1,561,334,refined,0.674
60,1,559,337,refined,0.759
61,1,554,346,refined,0.607
62,1,552,353,refined,0.650
63,1,548,363,refined,0.554
64,1,546,372,refined,0.641
65,1,543,380,refined,0.619
66,1,540,391,refined,0.648
67,1,538,375,interp,0.250
68,1,536,359,interp,0.250
69,1,533,343,interp,0.250
70,1,531,327,refined,0.562
71,1,526,294,refined,0.621
72,1,522,266,refined,0.691
73,1,519,238,refined,0.632
74,1,515,213,refined,0.579
75,1,513,195,refined,0.800
76,1,508,178,refined,0.787
77,0,0,0,rejected_roi,0.000
78,0,0,0,rejected_roi,0.000
79,0,0,0,rejected_roi,0.000
80,0,0,0,rejected_roi,0.000
81,0,0,0,rejected_roi,0.000
82,0,0,0,rejected_roi,0.000
83,0,0,0,rejected_roi,0.000
84,0,0,0,rejected_roi,0.000
85,0,0,0,rejected_roi,0.000
86,0,0,0,rejected_roi,0.000
87,0,0,0,rejected_roi,0.000
88,0,0,0,rejected_roi,0.000
89,0,0,0,rejected_roi,0.000
90,0,0,0,rejected_roi,0.000
91,0,0,0,rejected_roi,0.000
92,0,0,0,rejected_roi,0.000
93,0,0,0,rejected_roi,0.000
94,0,0,0,rejected_roi,0.000
95,0,0,0,rejected_roi,0.000
96,0,0,0,rejected_roi,0.000
97,0,0,0,rejected_roi,0.000
98,0,0,0,rejected_roi,0.000
99,0,0,0,rejected_roi,0.000
100,0,0,0,rejected_roi,0.000
101,1,492,179,refined,0.775
102,1,492,188,refined,0.775
103,1,487,209,refined,0.622
104,1,477,228,refined,0.662
105,1,469,243,refined,0.677
106,1,463,257,refined,0.712
107,1,460,272,refined,0.742
108,1,453,283,refined,0.733
109,1,451,295,refined,0.763
110,1,446,314,refined,0.686
111,1,441,324,refined,0.749
112,1,439,340,refined,0.678
113,1,437,355,refined,0.727
114,1,435,368,refined,0.744
115,1,430,384,refined,0.710
116,1,430,402,refined,0.675
117,1,426,419,refined,0.581
118,1,425,430,refined,0.538
119,1,421,451,refined,0.576
120,1,448,433,interp,0.250
121,1,476,415,refined,0.564
122,1,500,388,refined,0.622
123,1,521,370,refined,0.611
124,1,547,352,refined,0.706
125,1,564,340,refined,0.622
126,1,581,331,refined,0.697
127,1,599,319,refined,0.634
128,1,612,312,interp,0.250
129,1,625,306,refined,0.678
130,1,638,301,refined,0.632
131,1,653,296,refined,0.634
132,1,666,294,refined,0.643
133,1,677,291,refined,0.640
134,1,688,292,refined,0.620
135,1,698,294,refined,0.530
136,1,710,292,refined,0.559
137,1,719,296,refined,0.535
138,1,728,299,refined,0.631
139,1,735,305,refined,0.675
140,1,742,309,refined,0.658
141,1,754,316,refined,0.539
142,1,760,323,refined,0.601
143,1,766,329,refined,0.647
144,1,772,335,refined,0.614
145,1,783,344,refined,0.533
146,1,788,354,refined,0.514
147,1,794,365,refined,0.512
148,1,799,373,refined,0.485
149,1,792,364,interp,0.250
150,1,785,356,refined,0.446
151,1,757,323,refined,0.565
152,1,738,302,refined,0.527
153,1,716,281,refined,0.580
154,1,700,267,refined,0.680
155,1,684,256,refined,0.635
156,1,669,243,refined,0.679
157,1,655,233,refined,0.744
158,1,643,225,refined,0.628
159,1,629,218,refined,0.633
160,1,618,213,refined,0.671
161,1,608,209,refined,0.700
162,1,597,207,refined,0.800
163,1,585,205,refined,0.800
164,1,576,205,refined,0.800
165,1,566,208,refined,0.800
166,1,555,208,refined,0.800
167,1,548,211,refined,0.800
168,1,539,218,refined,0.800
169,1,530,221,refined,0.800
170,1,521,229,refined,0.800
171,1,513,234,refined,0.800
172,1,503,243,refined,0.800
173,1,495,257,refined,0.800
174,1,486,266,refined,0.800
175,1,479,279,refined,0.800
176,1,472,294,refined,0.719
177,1,465,306,refined,0.657
178,1,455,320,refined,0.753
179,1,450,336,refined,0.636
180,1,443,353,refined,0.604
181,1,437,367,refined,0.616
182,1,431,385,refined,0.568
183,1,424,407,refined,0.531
184,1,416,426,refined,0.511
185,1,412,446,interp,0.250
186,1,408,465,refined,0.463
187,1,404,487,refined,0.455
188,1,396,509,refined,0.460
189,1,398,477,interp,0.250
190,1,400,445,interp,0.250
191,1,402,412,interp,0.250
192,1,404,380,interp,0.250
193,1,406,348,refined,0.442
194,1,409,318,refined,0.552
195,1,414,293,refined,0.583
196,1,416,270,refined,0.699
197,1,418,256,interp,0.250
198,1,420,241,refined,0.570
199,1,423,226,refined,0.523
200,1,426,217,refined,0.626
201,1,428,211,refined,0.705
202,1,429,203,refined,0.774
203,1,429,198,refined,0.800
204,1,433,196,refined,0.800
205,1,435,192,refined,0.752
206,1,438,190,refined,0.721
207,1,438,191,refined,0.695
208,1,439,191,refined,0.686
209,1,442,194,refined,0.740
210,1,443,198,refined,0.709
211,1,446,197,refined,0.792
212,1,448,201,refined,0.800
213,1,448,207,refined,0.785
214,1,450,211,refined,0.800
215,1,450,214,refined,0.692
216,1,447,220,refined,0.756
217,1,448,220,refined,0.553
218,1,442,223,refined,0.729
219,1,437,230,refined,0.800
220,1,432,236,refined,0.798
221,1,429,243,refined,0.768
222,1,429,247,refined,0.746
223,1,425,259,refined,0.590
224,1,423,266,refined,0.736
225,1,419,277,refined,0.800
226,1,418,286,refined,0.733
227,1,415,294,refined,0.748
228,1,413,307,refined,0.751
229,1,410,318,refined,0.768
230,1,408,332,refined,0.694
231,1,405,345,refined,0.628
232,1,404,359,refined,0.653
233,1,403,372,refined,0.639
234,1,401,388,refined,0.604
235,1,399,402,refined,0.600
236,1,397,417,refined,0.559
237,1,397,434,refined,0.549
238,1,395,453,refined,0.506
239,1,395,457,interp,0.250
240,1,396,460,interp,0.250
241,1,396,464,refined,0.483
242,1,399,434,refined,0.417
243,1,413,355,refined,0.505
244,1,421,312,refined,0.698
245,1,430,272,refined,0.614
246,1,435,246,refined,0.617
247,1,440,221,refined,0.654
248,1,445,195,refined,0.754
249,1,453,178,refined,0.800
250,0,0,0,rejected_roi,0.000
251,0,0,0,rejected_roi,0.000
252,0,0,0,rejected_roi,0.000
253,0,0,0,rejected_roi,0.000
254,0,0,0,rejected_roi,0.000
255,0,0,0,rejected_roi,0.000
256,0,0,0,rejected_roi,0.000
257,0,0,0,rejected_roi,0.000
258,0,0,0,rejected_roi,0.000
259,0,0,0,rejected_roi,0.000
260,0,0,0,rejected_roi,0.000
261,0,0,0,rejected_roi,0.000
262,0,0,0,rejected_roi,0.000
263,0,0,0,rejected_roi,0.000
264,0,0,0,rejected_roi,0.000
265,0,0,0,rejected_roi,0.000
266,0,0,0,rejected_roi,0.000
267,0,0,0,rejected_roi,0.000
268,0,0,0,rejected_roi,0.000
269,0,0,0,rejected_roi,0.000
270,0,0,0,rejected_roi,0.000
271,0,0,0,rejected_roi,0.000
272,0,0,0,rejected_roi,0.000
273,0,0,0,rejected_roi,0.000
274,0,0,0,rejected_roi,0.000
275,0,0,0,rejected_roi,0.000
276,0,0,0,rejected_roi,0.000
277,0,0,0,rejected_roi,0.000
278,0,0,0,rejected_roi,0.000
279,1,549,175,refined,0.774
280,1,551,183,refined,0.800
281,1,551,195,refined,0.800
282,1,533,212,refined,0.607
283,1,522,220,refined,0.636
284,1,516,231,refined,0.673
285,1,506,239,refined,0.671
286,1,500,247,refined,0.773
287,1,495,258,refined,0.800
288,1,490,268,refined,0.800
289,1,484,280,refined,0.800
290,1,480,288,refined,0.756
291,1,474,301,refined,0.684
292,1,469,315,refined,0.661
293,1,467,324,refined,0.763
294,1,461,339,refined,0.633
295,1,460,353,refined,0.685
296,1,456,368,refined,0.640
297,1,454,383,refined,0.543
298,1,449,395,refined,0.631
299,1,449,413,refined,0.614
300,1,443,429,refined,0.602
301,1,441,445,refined,0.589
302,1,437,465,refined,0.554
303,1,435,482,refined,0.581
304,1,432,478,interp,0.250
305,1,430,473,refined,0.528
306,1,432,444,interp,0.250
307,1,433,416,refined,0.522
308,1,431,398,refined,0.518
309,1,434,379,refined,0.488
310,1,435,363,refined,0.528
311,1,433,351,refined,0.581
312,1,434,341,refined,0.589
313,1,434,330,refined,0.546
314,1,435,324,refined,0.662
315,1,434,321,refined,0.755
316,1,434,313,refined,0.702
317,1,439,310,refined,0.638
318,1,439,308,refined,0.619
319,1,437,304,refined,0.663
320,1,441,301,refined,0.602
321,1,443,302,refined,0.620
322,1,443,304,refined,0.616
323,1,445,304,refined,0.590
324,1,444,306,refined,0.569
325,1,446,314,refined,0.533
326,1,446,318,refined,0.576
327,1,447,318,refined,0.711
328,1,448,326,refined,0.709
329,1,447,332,refined,0.687
330,1,451,341,refined,0.513
331,1,450,338,interp,0.250
332,1,449,335,refined,0.572
333,1,445,324,refined,0.624
334,1,449,317,refined,0.735
335,1,448,315,interp,0.250
336,1,448,313,refined,0.715
337,1,445,310,refined,0.740
