frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,503.000,570.000,1.971756,10.279217,461.954,403.698,553.846,593.999,0.920074,detected
0,0.000000,far,2,661.000,412.000,3.226517,1.414207,626.148,285.000,678.283,433.889,0.825417,detected
1,0.033367,near,1,503.000,571.000,1.974921,10.314596,461.767,404.314,553.600,594.473,0.921741,detected
1,0.033367,far,2,661.000,416.000,3.232994,1.748013,626.072,285.000,678.518,434.685,0.850173,detected
2,0.066733,near,1,502.000,571.000,1.965774,10.314944,461.655,404.397,553.426,594.429,0.921726,detected
2,0.066733,far,2,661.000,417.000,3.234597,1.830618,626.150,285.000,678.671,434.811,0.853817,detected
3,0.100100,near,1,502.000,570.000,1.962595,10.279566,462.028,404.547,553.709,594.381,0.919535,detected
3,0.100100,far,2,661.000,416.000,3.232994,1.748013,625.866,285.000,678.459,434.867,0.850355,detected
4,0.133467,near,1,502.000,571.000,1.965774,10.314944,462.508,404.517,554.097,593.976,0.922039,detected
4,0.133467,far,2,660.000,416.000,3.220933,1.748755,626.167,285.000,678.751,434.809,0.853547,detected
5,0.166834,near,1,502.000,571.000,1.965774,10.314944,462.595,404.510,554.224,593.844,0.921874,detected
5,0.166834,far,2,660.000,416.000,3.220933,1.748755,626.256,285.000,678.831,434.723,0.856515,detected
6,0.200200,near,1,502.000,571.000,1.965774,10.314944,462.836,404.519,554.582,593.745,0.921414,detected
6,0.200200,far,2,661.000,417.000,3.234597,1.830618,625.970,285.000,678.568,434.617,0.862267,detected
7,0.233567,near,1,502.000,571.000,1.965774,10.314944,462.678,404.509,554.630,593.743,0.922316,detected
7,0.233567,far,2,661.000,417.000,3.234597,1.830618,625.935,285.026,678.518,434.616,0.859816,detected
8,0.266934,near,1,502.000,571.000,1.965774,10.314944,462.473,404.491,554.761,594.000,0.921831,detected
8,0.266934,far,2,661.000,416.000,3.232994,1.748013,625.839,285.023,678.505,434.684,0.859680,detected
9,0.300300,near,1,502.000,570.000,1.962595,10.279566,462.288,404.049,554.891,593.852,0.921281,detected
9,0.300300,far,2,661.000,416.000,3.232994,1.748013,625.394,285.009,678.129,434.630,0.856713,detected
10,0.333667,near,1,502.000,570.000,1.962595,10.279566,462.064,404.176,554.885,594.108,0.920079,detected
10,0.333667,far,2,661.000,416.000,3.232994,1.748013,625.293,285.102,678.075,434.658,0.863427,detected
11,0.367034,near,1,502.000,570.000,1.962595,10.279566,462.162,403.809,555.199,593.894,0.920946,detected
11,0.367034,far,2,661.000,415.000,3.231385,1.665071,625.163,285.038,677.942,434.453,0.862100,detected
12,0.400400,near,1,502.000,571.000,1.965774,10.314944,462.291,403.856,555.659,594.243,0.921145,detected
12,0.400400,far,2,661.000,416.000,3.232994,1.748013,625.340,285.014,678.105,434.394,0.866433,detected
13,0.433767,near,1,502.000,571.000,1.965774,10.314944,462.125,403.868,555.532,594.058,0.921945,detected
13,0.433767,far,2,661.000,416.000,3.232994,1.748013,625.244,285.024,677.949,434.268,0.864998,detected
14,0.467134,near,1,502.000,570.000,1.962595,10.279566,462.258,403.885,555.872,594.236,0.922036,detected
14,0.467134,far,2,661.000,416.000,3.232994,1.748013,625.278,285.158,677.901,434.300,0.858736,detected
15,0.500501,near,1,502.000,570.000,1.962595,10.279566,462.242,403.449,556.211,594.368,0.922580,detected
15,0.500501,far,2,660.000,414.000,3.217659,1.582538,625.096,285.934,677.399,434.154,0.846498,detected
16,0.533867,near,1,502.000,570.000,1.962595,10.279566,461.978,403.332,556.212,594.437,0.923172,detected
16,0.533867,far,2,661.000,414.000,3.229769,1.581791,625.123,286.284,677.309,434.154,0.847664,detected
17,0.567234,near,1,502.000,570.000,1.962595,10.279566,461.804,403.245,556.134,594.477,0.924333,detected
17,0.567234,far,2,661.000,416.000,3.232994,1.748013,625.267,285.619,677.683,434.348,0.852893,detected
18,0.600601,near,1,502.000,570.000,1.962595,10.279566,461.933,403.242,556.206,594.170,0.922562,detected
18,0.600601,far,2,660.000,415.000,3.219299,1.665816,625.198,286.112,677.426,434.300,0.847637,detected
19,0.633967,near,1,502.000,570.000,1.962595,10.279566,462.137,403.242,556.566,594.125,0.920346,detected
19,0.633967,far,2,660.000,417.000,3.222560,1.831358,625.317,285.406,677.818,434.632,0.873011,detected
20,0.667334,near,1,502.000,570.000,1.962595,10.279566,462.181,403.275,556.756,594.107,0.920193,detected
20,0.667334,far,2,660.000,417.000,3.222560,1.831358,625.395,285.139,677.944,434.731,0.873553,detected
21,0.700701,near,1,502.000,570.000,1.962595,10.279566,462.226,403.294,556.931,594.103,0.919109,detected
21,0.700701,far,2,660.000,417.000,3.222560,1.831358,625.363,285.038,677.892,434.820,0.872027,detected
22,0.734067,near,1,502.000,570.000,1.962595,10.279566,462.161,403.126,557.033,594.014,0.918585,detected
22,0.734067,far,2,661.000,417.000,3.234597,1.830618,625.390,285.001,677.856,434.828,0.869831,detected
23,0.767434,near,1,502.000,570.000,1.962595,10.279566,462.196,402.935,557.222,594.001,0.917773,detected
23,0.767434,far,2,660.000,416.000,3.220933,1.748755,625.247,285.000,677.663,434.797,0.869252,detected
24,0.800801,near,1,502.000,570.000,1.962595,10.279566,461.880,403.030,556.923,594.027,0.919462,detected
24,0.800801,far,2,660.000,417.000,3.222560,1.831358,625.085,285.000,677.445,434.733,0.872252,detected
25,0.834168,near,1,502.000,570.000,1.962595,10.279566,461.807,402.743,556.990,593.989,0.917493,detected
25,0.834168,far,2,660.000,416.000,3.220933,1.748755,625.191,285.000,677.487,434.816,0.866482,detected
26,0.867534,near,1,502.000,570.000,1.962595,10.279566,461.682,402.629,556.941,593.917,0.919043,detected
26,0.867534,far,2,660.000,417.000,3.222560,1.831358,624.939,285.000,677.153,434.773,0.875473,detected
27,0.900901,near,1,502.000,570.000,1.962595,10.279566,461.747,402.787,556.953,593.872,0.920539,detected
27,0.900901,far,2,660.000,416.000,3.220933,1.748755,625.090,285.000,677.181,434.781,0.862074,detected
28,0.934268,near,1,502.000,570.000,1.962595,10.279566,461.701,402.852,557.017,594.073,0.920562,detected
28,0.934268,far,2,661.000,416.000,3.232994,1.748013,625.094,285.000,677.075,434.710,0.867514,detected
29,0.967634,near,1,502.000,570.000,1.962595,10.279566,461.855,402.882,557.101,593.833,0.920290,detected
29,0.967634,far,2,661.000,416.000,3.232994,1.748013,625.056,285.000,676.951,434.683,0.866566,detected
30,1.001001,near,1,502.000,570.000,1.962595,10.279566,461.840,402.887,557.251,594.109,0.919163,detected
30,1.001001,far,2,660.000,416.000,3.220933,1.748755,624.922,285.000,676.741,434.621,0.863509,detected
31,1.034368,near,1,502.000,570.000,1.962595,10.279566,461.843,402.878,557.214,593.928,0.920101,detected
31,1.034368,far,2,661.000,416.000,3.232994,1.748013,624.883,285.000,676.587,434.568,0.866082,detected
32,1.067734,near,1,502.000,570.000,1.962595,10.279566,461.807,402.866,557.194,593.867,0.919979,detected
32,1.067734,far,2,661.000,416.000,3.232994,1.748013,624.639,285.000,676.304,434.570,0.866418,detected
33,1.101101,near,1,502.000,570.000,1.962595,10.279566,461.739,402.847,557.169,593.832,0.918953,detected
33,1.101101,far,2,661.000,416.000,3.232994,1.748013,624.283,285.000,676.017,434.609,0.869135,detected
34,1.134468,near,1,502.000,570.000,1.962595,10.279566,461.764,402.817,557.259,593.910,0.922289,detected
34,1.134468,far,2,661.000,416.000,3.232994,1.748013,623.829,285.000,675.669,434.641,0.871247,detected
35,1.167835,near,1,502.000,570.000,1.962595,10.279566,461.726,402.837,557.237,593.905,0.922543,detected
35,1.167835,far,2,661.000,416.000,3.232994,1.748013,623.441,285.000,675.427,434.683,0.874030,detected
36,1.201201,near,1,502.000,570.000,1.962595,10.279566,461.694,402.829,557.192,593.971,0.923221,detected
36,1.201201,far,2,662.000,416.000,3.245056,1.747271,623.427,285.000,675.417,434.538,0.867298,detected
37,1.234568,near,1,502.000,570.000,1.962595,10.279566,461.683,402.836,557.145,593.989,0.923155,detected
37,1.234568,far,2,662.000,417.000,3.246634,1.829879,623.090,285.000,675.180,434.588,0.868739,detected
38,1.267935,near,1,502.000,570.000,1.962595,10.279566,461.741,402.852,557.169,594.009,0.921619,detected
38,1.267935,far,2,662.000,417.000,3.246634,1.829879,622.611,285.000,674.727,434.361,0.869497,detected
39,1.301301,near,1,502.000,570.000,1.962595,10.279566,461.789,402.580,557.250,593.934,0.921267,detected
39,1.301301,far,2,662.000,417.000,3.246634,1.829879,622.066,285.015,674.315,434.251,0.869063,detected
40,1.334668,near,1,502.000,570.000,1.962595,10.279566,461.866,402.645,557.259,593.948,0.921837,detected
40,1.334668,far,2,662.000,417.000,3.246634,1.829879,621.257,285.004,673.907,434.486,0.876728,detected
41,1.368035,near,1,502.000,570.000,1.962595,10.279566,461.853,402.434,557.291,593.935,0.918579,detected
41,1.368035,far,2,661.000,416.000,3.232994,1.748013,620.827,285.000,673.707,434.326,0.864608,detected
42,1.401401,near,1,502.000,570.000,1.962595,10.279566,462.066,402.575,557.390,593.949,0.919610,detected
42,1.401401,far,2,661.000,417.000,3.234597,1.830618,619.606,285.000,672.967,434.446,0.875887,detected
43,1.434768,near,1,502.000,569.000,1.959406,10.244077,462.030,402.271,557.354,593.716,0.919858,detected
43,1.434768,far,2,659.000,418.000,3.212169,1.914364,618.509,285.000,672.386,434.447,0.880656,detected
44,1.468135,near,1,502.000,569.000,1.959406,10.244077,461.952,402.178,557.269,593.678,0.921105,detected
44,1.468135,far,2,658.000,418.000,3.200158,1.915100,617.966,285.048,672.550,434.446,0.876726,detected
45,1.501502,near,1,502.000,569.000,1.959406,10.244077,461.945,402.145,557.180,593.525,0.919882,detected
45,1.501502,far,2,659.000,417.000,3.210524,1.832097,617.354,285.017,673.050,434.536,0.875541,detected
46,1.534868,near,1,502.000,568.000,1.956206,10.208479,461.959,402.128,557.181,593.607,0.920507,detected
46,1.534868,far,2,657.000,416.000,3.184752,1.750981,614.783,285.067,671.725,434.715,0.874839,detected
47,1.568235,near,1,502.000,569.000,1.959406,10.244077,461.799,401.838,556.938,593.646,0.920121,detected
47,1.568235,far,2,658.000,415.000,3.195129,1.667305,613.602,285.024,671.441,434.712,0.852230,detected
48,1.601602,near,1,502.000,570.000,1.962595,10.279566,461.949,402.131,556.689,593.678,0.923990,detected
48,1.601602,far,2,658.000,414.000,3.193439,1.584032,611.759,285.008,670.502,434.762,0.854768,detected
49,1.634968,near,1,501.000,572.000,1.959811,10.350561,462.247,402.409,556.591,593.860,0.923033,detected
49,1.634968,far,2,659.000,417.000,3.210524,1.832097,606.490,285.002,666.864,434.639,0.867557,detected
50,1.668335,near,1,501.000,572.000,1.959811,10.350561,462.617,402.570,556.606,593.933,0.923157,detected
50,1.668335,far,2,659.000,415.000,3.207214,1.666560,611.519,285.000,671.699,434.657,0.815645,detected
51,1.701702,near,1,501.000,572.000,1.959811,10.350561,462.423,402.056,556.025,593.865,0.922364,detected
51,1.701702,far,2,659.000,418.000,3.212169,1.914364,611.048,285.000,671.792,434.731,0.838859,detected
52,1.735068,near,1,503.000,570.000,1.971756,10.279217,462.284,400.640,555.584,593.375,0.916483,detected
52,1.735068,far,2,659.000,418.000,3.212169,1.914364,610.989,285.000,672.129,434.807,0.820021,detected
53,1.768435,near,1,503.000,565.000,1.955781,10.100665,461.841,397.948,554.609,592.010,0.914068,detected
53,1.768435,far,2,659.000,417.000,3.210524,1.832097,610.529,285.000,671.762,434.585,0.842988,detected
54,1.801802,near,1,503.000,558.000,1.932995,9.845971,462.019,395.212,552.502,586.305,0.908988,detected
54,1.801802,far,2,659.000,416.000,3.208873,1.749497,610.119,285.000,671.511,434.431,0.848111,detected
55,1.835169,near,1,505.000,558.000,1.951663,9.845253,461.972,392.142,549.823,579.512,0.910296,detected
55,1.835169,far,2,661.000,415.000,3.231385,1.665071,610.875,285.000,672.148,433.557,0.848739,detected
56,1.868535,near,1,507.000,559.000,1.973559,9.881266,461.012,388.932,548.245,577.088,0.907908,detected
56,1.868535,far,2,660.000,414.000,3.217659,1.582538,610.137,285.000,671.293,432.929,0.848929,detected
57,1.901902,near,1,509.000,558.000,1.989000,9.843816,460.074,385.628,546.795,575.589,0.915562,detected
57,1.901902,far,2,662.000,411.000,3.237067,1.329145,610.557,285.475,671.653,432.125,0.868493,detected
58,1.935269,near,1,510.000,557.000,1.995142,9.806606,459.231,383.238,545.438,574.894,0.918281,detected
58,1.935269,far,2,663.000,411.000,3.249252,1.328390,610.084,286.859,670.846,430.938,0.867465,detected
59,1.968635,near,1,512.000,557.000,2.013841,9.805885,458.423,380.486,544.422,574.576,0.916981,detected
59,1.968635,far,2,659.000,414.000,3.205549,1.583285,606.471,288.905,667.745,431.020,0.889666,detected
60,2.002002,near,1,513.000,555.000,2.016863,9.731469,457.734,377.373,543.930,574.589,0.909450,detected
60,2.002002,far,2,658.000,414.000,3.193439,1.584032,603.651,290.657,665.666,430.895,0.882375,detected
61,2.035369,near,1,514.000,555.000,2.026243,9.731107,457.543,375.337,543.491,574.205,0.910525,detected
61,2.035369,far,2,656.000,416.000,3.172692,1.751723,601.972,292.209,665.022,431.087,0.900859,detected
62,2.068735,near,1,515.000,555.000,2.035623,9.730745,457.870,374.755,543.076,573.605,0.909780,detected
62,2.068735,far,2,656.000,416.000,3.172692,1.751723,600.610,294.455,664.525,431.225,0.891442,detected
63,2.102102,near,1,516.000,553.000,2.038723,9.655851,457.927,375.003,542.413,573.395,0.905017,detected
63,2.102102,far,2,655.000,415.000,3.158876,1.669539,601.685,294.204,667.089,430.873,0.895127,detected
64,2.135469,near,1,517.000,549.000,2.035513,9.504992,457.911,376.330,541.013,571.974,0.900075,detected
64,2.135469,far,2,654.000,415.000,3.146792,1.670283,602.716,293.459,669.898,431.075,0.879873,detected
65,2.168836,near,1,518.000,547.000,2.038643,9.428651,458.094,376.829,540.417,570.669,0.898614,detected
65,2.168836,far,2,654.000,416.000,3.148573,1.753207,602.520,292.973,670.956,430.811,0.890328,detected
66,2.202202,near,1,520.000,549.000,2.063925,9.503888,457.655,375.691,540.278,569.695,0.906569,detected
66,2.202202,far,2,651.000,412.000,3.104934,1.421731,602.410,293.602,671.543,430.213,0.894890,detected
67,2.235569,near,1,523.000,546.000,2.083040,9.388627,457.704,374.838,540.478,568.203,0.908473,detected
