frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,595.000,577.000,2.825454,10.420039,551.232,391.301,647.920,595.097,0.919824,detected
0,0.000000,far,2,705.000,411.000,3.754095,1.221572,683.845,287.000,745.335,428.974,0.896657,detected
1,0.033367,near,1,595.000,577.000,2.825454,10.420039,551.311,391.381,647.609,594.379,0.921458,detected
1,0.033367,far,2,705.000,411.000,3.754095,1.221572,683.820,287.000,745.228,428.751,0.895633,detected
2,0.066733,near,1,595.000,576.000,2.823579,10.385262,551.397,391.366,647.576,594.129,0.921698,detected
2,0.066733,far,2,706.000,409.000,3.765179,1.051241,683.574,287.000,744.856,428.432,0.897153,detected
3,0.100100,near,1,595.000,576.000,2.823579,10.385262,551.643,391.413,647.801,594.103,0.922804,detected
3,0.100100,far,2,705.000,412.000,3.754688,1.305995,683.906,287.000,745.219,428.398,0.900664,detected
4,0.133467,near,1,595.000,576.000,2.823579,10.385262,551.696,391.407,647.838,594.045,0.922357,detected
4,0.133467,far,2,705.000,412.000,3.754688,1.305995,684.148,287.000,745.536,428.414,0.897646,detected
5,0.166834,near,1,595.000,577.000,2.825454,10.420039,551.499,391.469,647.721,594.321,0.921253,detected
5,0.166834,far,2,705.000,412.000,3.754688,1.305995,683.803,287.000,745.270,428.434,0.899049,detected
6,0.200200,near,1,595.000,577.000,2.825454,10.420039,551.309,391.433,647.548,594.450,0.920008,detected
6,0.200200,far,2,705.000,412.000,3.754688,1.305995,683.612,287.000,745.155,428.427,0.897350,detected
7,0.233567,near,1,594.000,577.000,2.816338,10.420332,551.159,391.426,647.366,594.537,0.918351,detected
7,0.233567,far,2,705.000,412.000,3.754688,1.305995,683.591,287.000,745.293,428.534,0.895054,detected
8,0.266934,near,1,594.000,577.000,2.816338,10.420332,550.924,391.433,647.004,594.573,0.917874,detected
8,0.266934,far,2,706.000,411.000,3.766320,1.221138,683.204,287.000,745.202,428.750,0.892657,detected
9,0.300300,near,1,595.000,577.000,2.825454,10.420039,551.160,391.397,647.174,594.602,0.919444,detected
9,0.300300,far,2,706.000,412.000,3.766886,1.305561,683.236,287.000,745.464,428.814,0.898712,detected
10,0.333667,near,1,595.000,577.000,2.825454,10.420039,551.210,391.407,647.096,594.619,0.916742,detected
10,0.333667,far,2,706.000,413.000,3.767451,1.389637,683.311,287.000,745.663,428.608,0.897820,detected
11,0.367034,near,1,595.000,577.000,2.825454,10.420039,551.494,391.344,647.338,594.713,0.917370,detected
11,0.367034,far,2,706.000,413.000,3.767451,1.389637,683.033,287.000,745.602,428.525,0.897928,detected
12,0.400400,near,1,595.000,577.000,2.825454,10.420039,551.743,391.360,647.329,594.445,0.917194,detected
12,0.400400,far,2,707.000,413.000,3.779624,1.389202,683.019,287.000,745.691,428.514,0.895268,detected
13,0.433767,near,1,595.000,578.000,2.827323,10.454708,552.014,390.975,647.627,594.529,0.917294,detected
13,0.433767,far,2,707.000,413.000,3.779624,1.389202,683.142,287.000,745.976,428.507,0.893803,detected
14,0.467134,near,1,595.000,577.000,2.825454,10.420039,551.906,390.860,647.191,594.490,0.911130,detected
14,0.467134,far,2,707.000,413.000,3.779624,1.389202,682.950,287.000,745.858,428.450,0.892592,detected
15,0.500501,near,1,596.000,577.000,2.834570,10.419746,552.342,390.299,647.205,593.892,0.908116,detected
15,0.500501,far,2,707.000,413.000,3.779624,1.389202,682.559,287.000,745.527,428.570,0.889278,detected
16,0.533867,near,1,596.000,578.000,2.836425,10.454416,552.398,390.450,646.692,594.242,0.893946,detected
16,0.533867,far,2,706.000,414.000,3.768013,1.473367,682.771,287.000,745.702,428.472,0.890570,detected
17,0.567234,near,1,596.000,575.000,2.830843,10.350085,552.404,390.132,646.302,594.516,0.906776,detected
17,0.567234,far,2,706.000,413.000,3.767451,1.389637,682.785,287.000,745.814,428.661,0.891207,detected
18,0.600601,near,1,596.000,577.000,2.834570,10.419746,552.987,389.844,646.301,594.529,0.908137,detected
18,0.600601,far,2,706.000,414.000,3.768013,1.473367,682.782,287.000,745.743,428.525,0.887385,detected
19,0.633967,near,1,597.000,574.000,2.838129,10.314799,553.654,389.522,646.170,594.206,0.902283,detected
19,0.633967,far,2,706.000,413.000,3.767451,1.389637,682.675,287.000,745.681,428.645,0.886915,detected
20,0.667334,near,1,596.000,575.000,2.830843,10.350085,555.221,389.179,647.001,594.164,0.901511,detected
20,0.667334,far,2,706.000,412.000,3.766886,1.305561,682.755,287.000,745.775,428.699,0.885634,detected
21,0.700701,near,1,596.000,575.000,2.830843,10.350085,556.254,389.052,647.051,593.916,0.884750,detected
21,0.700701,far,2,706.000,412.000,3.766886,1.305561,682.803,287.000,745.809,428.672,0.885255,detected
22,0.734067,near,1,597.000,574.000,2.838129,10.314799,557.079,388.832,646.882,593.976,0.904951,detected
22,0.734067,far,2,706.000,412.000,3.766886,1.305561,682.836,287.000,745.714,428.649,0.882042,detected
23,0.767434,near,1,597.000,573.000,2.836265,10.279699,558.235,388.642,646.451,593.044,0.902254,detected
23,0.767434,far,2,706.000,412.000,3.766886,1.305561,682.993,287.000,745.760,428.570,0.885243,detected
24,0.800801,near,1,596.000,571.000,2.823319,10.209464,559.848,388.375,646.836,592.751,0.893757,detected
24,0.800801,far,2,706.000,414.000,3.768013,1.473367,683.046,287.000,745.716,428.663,0.885203,detected
25,0.834168,near,1,596.000,569.000,2.819523,10.138496,561.967,387.894,647.928,591.921,0.882896,detected
25,0.834168,far,2,706.000,413.000,3.767451,1.389637,683.398,287.000,746.002,428.833,0.883938,detected
26,0.867534,near,1,596.000,571.000,2.823319,10.209464,564.993,387.705,650.594,591.772,0.901954,detected
26,0.867534,far,2,706.000,412.000,3.766886,1.305561,683.668,287.000,745.682,428.036,0.865243,detected
27,0.900901,near,1,596.000,570.000,2.821424,10.174036,567.110,387.264,652.604,591.387,0.889342,detected
27,0.900901,far,2,706.000,411.000,3.766320,1.221138,683.614,287.000,745.159,427.813,0.862974,detected
28,0.934268,near,1,596.000,569.000,2.819523,10.138496,568.529,386.907,654.200,591.228,0.907010,detected
28,0.934268,far,2,705.000,411.000,3.754095,1.221572,682.629,287.000,743.887,427.751,0.866292,detected
29,0.967634,near,1,595.000,567.000,2.806444,10.067380,569.224,386.838,655.099,591.045,0.910470,detected
29,0.967634,far,2,704.000,408.000,3.740004,0.966632,682.507,287.000,743.000,427.598,0.861721,detected
30,1.001001,near,1,596.000,567.000,2.815702,10.067084,569.623,386.706,655.640,590.332,0.913492,detected
30,1.001001,far,2,703.000,409.000,3.728354,1.052544,681.885,287.157,741.352,426.374,0.860319,detected
31,1.034368,near,1,597.000,569.000,2.828752,10.138202,569.565,387.017,655.919,590.471,0.918342,detected
31,1.034368,far,2,703.000,407.000,3.727050,0.881233,680.996,287.375,739.967,425.501,0.859621,detected
32,1.067734,near,1,600.000,571.000,2.860121,10.208288,568.955,387.717,655.576,590.893,0.919560,detected
32,1.067734,far,2,702.000,407.000,3.714723,0.881668,680.256,287.746,738.699,424.766,0.861855,detected
33,1.101101,near,1,601.000,575.000,2.876560,10.348619,568.215,388.325,655.216,591.285,0.919476,detected
33,1.101101,far,2,702.000,408.000,3.715402,0.967501,680.117,288.341,738.254,424.846,0.882591,detected
34,1.134468,near,1,602.000,574.000,2.883916,10.313333,568.206,388.939,655.354,591.285,0.917315,detected
34,1.134468,far,2,706.000,406.000,3.763450,0.793736,680.764,289.139,738.986,425.872,0.875975,detected
35,1.167835,near,1,603.000,574.000,2.893073,10.313040,567.903,388.848,655.408,591.236,0.917024,detected
35,1.167835,far,2,707.000,413.000,3.779624,1.389202,681.995,289.942,739.900,425.233,0.894042,detected
36,1.201201,near,1,603.000,574.000,2.893073,10.313040,568.044,389.182,655.509,591.081,0.915797,detected
36,1.201201,far,2,708.000,414.000,3.792310,1.472499,683.328,291.909,741.217,425.703,0.887634,detected
37,1.234568,near,1,604.000,572.000,2.898696,10.242433,567.585,388.947,654.808,590.413,0.911160,detected
37,1.234568,far,2,710.000,413.000,3.816144,1.387900,684.728,293.198,743.099,426.027,0.892630,detected
38,1.267935,near,1,604.000,568.000,2.891562,10.100489,567.998,388.779,654.687,589.194,0.904112,detected
38,1.267935,far,2,712.000,412.000,3.840075,1.302956,685.963,293.494,746.597,428.766,0.879836,detected
39,1.301301,near,1,604.000,568.000,2.891562,10.100489,568.414,388.632,654.505,587.663,0.911615,detected
39,1.301301,far,2,714.000,417.000,3.866273,1.719040,687.199,297.531,749.038,431.722,0.889942,detected
40,1.334668,near,1,605.000,567.000,2.899021,10.064430,569.174,387.074,655.130,585.883,0.915419,detected
40,1.334668,far,2,715.000,419.000,3.879008,1.883016,688.616,300.414,752.018,432.863,0.902174,detected
41,1.368035,near,1,606.000,565.000,2.904725,9.992271,570.230,384.702,655.777,582.890,0.912592,detected
41,1.368035,far,2,716.000,421.000,3.891639,2.045660,689.038,302.746,755.503,437.269,0.894855,detected
42,1.401401,near,1,608.000,562.000,2.918011,9.883035,571.458,383.180,656.510,580.517,0.909519,detected
42,1.401401,far,2,716.000,424.000,3.892543,2.287817,689.348,304.770,757.946,439.129,0.911094,detected
43,1.434768,near,1,609.000,566.000,2.934318,10.027375,572.272,382.903,657.467,581.559,0.910803,detected
43,1.434768,far,2,715.000,429.000,3.882240,2.685412,687.746,308.515,758.646,443.607,0.900901,detected
44,1.468135,near,1,610.000,568.000,2.947016,10.098722,572.912,382.886,658.289,582.958,0.917376,detected
44,1.468135,far,2,714.000,430.000,3.870796,2.764329,681.657,311.235,752.559,444.711,0.894551,detected
45,1.501502,near,1,614.000,566.000,2.980672,10.025900,575.598,382.737,660.440,581.042,0.908340,detected
45,1.501502,far,2,714.000,431.000,3.871134,2.842503,682.390,312.969,754.521,443.966,0.888310,detected
46,1.534868,near,1,615.000,568.000,2.993225,10.097248,578.947,385.020,663.795,581.486,0.919010,detected
46,1.534868,far,2,714.000,430.000,3.870796,2.764329,681.445,315.337,754.995,443.597,0.895073,detected
47,1.568235,near,1,617.000,573.000,3.019680,10.273828,580.395,389.021,665.760,585.496,0.925359,detected
47,1.568235,far,2,715.000,432.000,3.883185,2.919936,681.185,317.265,756.489,444.430,0.869925,detected
48,1.601602,near,1,616.000,576.000,3.015278,10.379110,579.370,394.826,664.382,588.939,0.925397,detected
48,1.601602,far,2,713.000,428.000,3.858308,2.607477,688.287,320.260,762.934,444.998,0.853267,detected
49,1.634968,near,1,615.000,576.000,3.006151,10.379403,579.238,400.503,663.084,589.677,0.926584,detected
49,1.634968,far,2,712.000,430.000,3.847274,2.765192,691.456,320.692,766.379,444.357,0.795178,detected
50,1.668335,near,1,614.000,576.000,2.997023,10.379697,579.976,406.300,662.697,589.466,0.926551,detected
50,1.668335,far,2,715.000,432.000,3.883185,2.919936,683.437,322.005,760.975,444.536,0.723344,detected
51,1.701702,near,1,614.000,576.000,2.997023,10.379697,581.336,412.328,663.399,589.836,0.923070,detected
51,1.701702,far,2,716.000,431.000,3.894608,2.841640,688.762,323.018,766.313,444.470,0.890893,detected
52,1.735068,near,1,614.000,577.000,2.998631,10.414477,584.136,416.877,666.718,589.812,0.927175,detected
52,1.735068,far,2,715.000,431.000,3.882871,2.842071,690.475,322.966,768.789,444.388,0.882263,detected
53,1.768435,near,1,613.000,578.000,2.991134,10.449443,587.108,419.924,671.387,589.861,0.925683,detected
53,1.768435,far,2,715.000,430.000,3.882556,2.763897,689.670,322.074,768.989,443.971,0.885875,detected
54,1.801802,near,1,613.000,577.000,2.989517,10.414770,588.172,421.778,674.406,589.305,0.928575,detected
54,1.801802,far,2,716.000,429.000,3.894024,2.684981,687.261,321.142,767.262,443.142,0.807014,detected
55,1.835169,near,1,614.000,579.000,3.001831,10.483718,588.466,424.057,677.516,590.558,0.922385,detected
55,1.835169,far,2,714.000,430.000,3.870796,2.764329,678.279,321.581,760.845,444.770,0.892299,detected
56,1.868535,near,1,614.000,580.000,3.003423,10.518180,585.746,423.877,678.914,590.868,0.921527,detected
56,1.868535,far,2,713.000,429.000,3.858672,2.686276,674.613,319.739,759.520,444.953,0.908701,detected
57,1.901902,near,1,615.000,578.000,3.009333,10.448858,583.739,420.512,681.287,590.010,0.909713,detected
57,1.901902,far,2,716.000,429.000,3.894024,2.684981,673.145,317.017,759.470,443.927,0.901958,detected
58,1.935269,near,1,617.000,575.000,3.022835,10.343929,581.801,415.238,684.391,589.162,0.902607,detected
58,1.935269,far,2,719.000,428.000,3.929150,2.604887,670.887,313.680,758.447,443.000,0.881230,detected
59,1.968635,near,1,621.000,574.000,3.057880,10.307759,579.569,409.955,686.934,588.949,0.911197,detected
59,1.968635,far,2,719.000,427.000,3.928926,2.525773,671.279,313.665,757.622,443.517,0.884476,detected
60,2.002002,near,1,624.000,571.000,3.080889,10.201233,577.883,405.466,688.759,587.792,0.923702,detected
60,2.002002,far,2,718.000,426.000,3.916847,2.446773,671.676,311.600,757.371,443.445,0.872788,detected
61,2.035369,near,1,626.000,568.000,3.094872,10.094007,579.818,401.746,692.189,586.013,0.913216,detected
61,2.035369,far,2,715.000,420.000,3.879337,1.964720,672.657,309.674,756.264,441.885,0.858263,detected
62,2.068735,near,1,627.000,560.000,3.092263,9.804401,581.682,400.618,693.487,583.288,0.915702,detected
62,2.068735,far,2,714.000,418.000,3.866630,1.801412,673.600,308.641,754.172,439.899,0.836480,detected
63,2.102102,near,1,629.000,555.000,3.103565,9.619242,585.781,400.549,695.519,578.710,0.919070,detected
63,2.102102,far,2,713.000,419.000,3.854961,1.883882,674.088,307.813,752.779,439.795,0.844608,detected
64,2.135469,near,1,633.000,555.000,3.141289,9.618052,590.620,401.335,699.131,576.139,0.920440,detected
64,2.135469,far,2,712.000,419.000,3.842937,1.884315,674.977,308.146,751.201,439.635,0.833718,detected
65,2.168836,near,1,638.000,555.000,3.188440,9.616567,594.655,401.870,702.729,574.394,0.907929,detected
65,2.168836,far,2,711.000,417.000,3.830055,1.720340,676.826,308.121,750.027,437.207,0.870478,detected
66,2.202202,near,1,644.000,556.000,3.246283,9.651935,594.400,402.569,702.245,574.199,0.892213,detected
66,2.202202,far,2,711.000,419.000,3.830913,1.884748,678.029,308.668,749.479,437.177,0.858581,detected
67,2.235569,near,1,653.000,555.000,3.329873,9.612108,600.634,401.960,711.151,574.229,0.914694,detected
67,2.235569,far,2,712.000,419.000,3.842937,1.884315,679.885,309.335,749.697,436.800,0.866313,detected
68,2.268936,near,1,663.000,554.000,3.423161,9.571862,605.245,400.508,719.419,573.840,0.913350,detected
68,2.268936,far,2,710.000,418.000,3.818436,1.803145,681.198,309.008,749.785,435.758,0.867151,detected
69,2.302302,near,1,673.000,548.000,3.512509,9.342711,610.956,398.607,729.198,572.920,0.913505,detected
69,2.302302,far,2,710.000,419.000,3.818889,1.885181,682.079,308.561,750.174,435.553,0.854577,detected
70,2.335669,near,1,681.000,543.000,3.585084,9.148467,616.847,398.067,737.882,571.299,0.918183,detected
70,2.335669,far,2,710.000,422.000,3.820237,2.129302,682.351,308.085,748.751,433.095,0.731620,detected
71,2.369036,near,1,688.000,547.000,3.654845,9.300108,624.669,398.302,748.626,570.019,0.917580,detected
71,2.369036,far,2,711.000,415.000,3.829189,1.554586,684.879,307.778,746.500,422.801,0.808223,detected
72,2.402402,near,1,695.000,547.000,3.721655,9.298017,633.823,399.310,760.377,568.550,0.923251,detected
72,2.402402,far,2,709.000,411.000,3.802990,1.219835,684.185,306.943,745.861,421.693,0.831518,detected
73,2.435769,near,1,701.000,546.000,3.778492,9.257974,642.832,403.093,769.494,565.554,0.912739,detected
73,2.435769,far,2,712.000,412.000,3.840075,1.302956,683.318,304.923,746.299,421.722,0.868913,detected
74,2.469136,near,1,706.000,548.000,3.826976,9.332860,648.525,407.068,776.195,564.008,0.912822,detected
74,2.469136,far,2,711.000,415.000,3.829189,1.554586,682.694,303.799,747.708,424.092,0.838431,detected
75,2.502503,near,1,707.000,545.000,3.835509,9.217805,653.958,412.603,781.241,562.396,0.906493,detected
75,2.502503,far,2,709.000,416.000,3.805427,1.638499,680.138,303.374,747.279,427.726,0.848194,detected
76,2.535869,near,1,711.000,546.000,3.874071,9.254985,658.471,417.703,785.703,561.403,0.896466,detected
76,2.535869,far,2,708.000,414.000,3.792310,1.472499,675.572,303.096,744.278,429.506,0.906287,detected
77,2.569236,near,1,713.000,546.000,3.893185,9.254387,661.411,421.509,789.656,561.597,0.906527,detected
77,2.569236,far,2,706.000,413.000,3.767451,1.389637,673.957,303.264,742.866,429.221,0.880435,detected
78,2.602603,near,1,722.000,548.000,3.979391,9.328086,668.161,423.919,792.423,555.661,0.870802,detected
78,2.602603,far,2,704.000,411.000,3.741871,1.222006,672.332,303.543,741.419,428.814,0.874062,detected
79,2.635969,near,1,723.000,548.000,3.988916,9.327787,668.637,423.485,797.116,557.920,0.896832,detected
79,2.635969,far,2,703.000,411.000,3.729646,1.222441,672.358,305.473,740.933,429.026,0.856168,detected
80,2.669336,near,1,728.000,541.000,4.036483,9.056753,673.211,421.156,800.145,553.912,0.880579,detected
80,2.669336,far,2,702.000,411.000,3.717422,1.222875,671.239,309.401,738.844,429.122,0.853231,detected
81,2.702703,near,1,729.000,540.000,4.046124,9.017446,673.111,417.545,801.679,553.275,0.889677,detected
81,2.702703,far,2,701.000,412.000,3.705890,1.307732,670.160,312.487,737.835,429.605,0.833350,detected
82,2.736069,near,1,730.000,533.000,4.055939,8.740480,672.144,411.897,803.015,552.468,0.878325,detected
82,2.736069,far,2,700.000,414.000,3.695117,1.475970,663.588,315.712,729.527,429.944,0.791944,detected
83,2.769436,near,1,730.000,537.000,4.055843,8.899352,672.109,406.773,803.368,551.754,0.883835,detected
83,2.769436,far,2,700.000,412.000,3.693690,1.308166,667.417,317.257,733.741,429.874,0.630669,detected
84,2.802803,near,1,729.000,538.000,4.046140,8.939045,668.548,401.043,800.185,550.709,0.885346,detected
84,2.802803,far,2,701.000,411.000,3.705197,1.223309,671.147,317.038,738.318,429.248,0.826531,detected
85,2.836170,near,1,729.000,538.000,4.046140,8.939045,666.569,395.722,797.850,549.479,0.893683,detected
