Frame,Visibility,X,Y,Source,Confidence
0,0,0,0,rejected_static_motion,0.000
1,1,564,486,refined,0.556
2,1,563,488,refined,0.444
3,1,562,486,refined,0.612
4,1,562,485,interp,0.250
5,1,561,484,refined,0.665
6,1,563,483,refined,0.631
7,1,562,483,refined,0.665
8,1,563,482,refined,0.605
9,1,563,479,refined,0.682
10,1,564,478,refined,0.607
11,1,565,475,refined,0.683
12,0,0,0,missing,0.000
13,0,0,0,missing,0.000
14,0,0,0,missing,0.000
15,0,0,0,missing,0.000
16,0,0,0,missing,0.000
17,0,0,0,missing,0.000
18,0,0,0,missing,0.000
19,0,0,0,missing,0.000
20,0,0,0,missing,0.000
21,0,0,0,missing,0.000
22,0,0,0,missing,0.000
23,0,0,0,missing,0.000
24,1,631,391,refined,0.592
25,1,648,371,refined,0.493
26,1,659,361,refined,0.566
27,1,672,352,refined,0.561
28,1,683,339,refined,0.527
29,1,693,334,refined,0.649
30,1,699,327,refined,0.800
31,1,711,325,refined,0.796
32,1,717,320,refined,0.774
33,1,726,315,refined,0.712
34,1,729,315,refined,0.718
35,1,736,316,interp,0.250
36,1,743,318,refined,0.661
37,1,750,319,refined,0.674
38,1,755,321,refined,0.714
39,1,761,325,refined,0.780
40,1,767,329,refined,0.747
41,1,773,333,refined,0.665
42,1,777,340,refined,0.704
43,1,782,349,refined,0.556
44,1,787,352,refined,0.581
45,1,789,361,refined,0.687
46,1,795,368,refined,0.581
47,1,796,369,refined,0.612
48,1,806,356,refined,0.548
49,1,806,346,refined,0.707
50,1,814,335,refined,0.515
51,1,815,329,refined,0.622
52,1,818,324,refined,0.782
53,1,819,319,refined,0.736
54,1,818,315,refined,0.641
55,1,819,315,refined,0.591
56,1,820,311,refined,0.788
57,1,822,311,refined,0.718
58,1,823,312,refined,0.680
59,1,823,315,refined,0.800
60,1,826,319,refined,0.800
61,1,826,322,refined,0.800
62,1,827,328,refined,0.800
63,1,828,333,refined,0.800
64,1,830,340,refined,0.652
65,1,830,348,refined,0.629
66,1,830,357,refined,0.731
67,1,831,367,refined,0.657
68,1,830,376,refined,0.686
69,1,831,387,refined,0.614
70,1,832,398,refined,0.584
71,1,830,413,refined,0.550
72,1,832,423,refined,0.525
73,1,830,439,refined,0.557
74,1,830,442,interp,0.250
75,1,830,446,refined,0.490
76,1,827,425,refined,0.467
77,1,828,405,refined,0.577
78,1,826,389,refined,0.522
79,1,820,379,refined,0.538
80,1,821,369,refined,0.610
81,1,819,356,refined,0.562
82,1,818,345,refined,0.539
83,1,817,339,refined,0.548
84,1,818,329,refined,0.564
85,1,817,324,refined,0.598
86,1,817,322,refined,0.744
87,1,815,318,refined,0.748
88,1,815,317,refined,0.705
89,1,813,314,refined,0.665
90,1,813,313,refined,0.667
91,1,811,312,refined,0.509
92,1,812,315,refined,0.603
93,1,813,319,refined,0.668
94,1,813,321,refined,0.724
95,1,813,326,refined,0.770
96,1,814,331,refined,0.743
97,1,813,338,refined,0.745
98,1,815,346,refined,0.552
99,1,814,354,refined,0.577
100,1,813,363,refined,0.534
101,1,817,350,interp,0.250
102,1,820,337,interp,0.250
103,1,824,324,refined,0.603
104,1,830,296,interp,0.250
105,1,837,269,refined,0.689
106,1,842,246,refined,0.626
107,1,848,222,refined,0.508
108,1,854,205,refined,0.620
109,1,857,188,refined,0.677
110,1,861,173,refined,0.800
111,0,0,0,rejected_roi,0.000
112,0,0,0,rejected_roi,0.000
113,0,0,0,rejected_roi,0.000
114,0,0,0,rejected_roi,0.000
115,0,0,0,rejected_roi,0.000
116,0,0,0,rejected_roi,0.000
117,0,0,0,rejected_roi,0.000
118,0,0,0,rejected_roi,0.000
119,0,0,0,rejected_roi,0.000
120,0,0,0,rejected_roi,0.000
121,0,0,0,rejected_roi,0.000
122,0,0,0,rejected_roi,0.000
123,0,0,0,rejected_roi,0.000
124,0,0,0,rejected_roi,0.000
125,0,0,0,rejected_roi,0.000
126,0,0,0,rejected_roi,0.000
127,0,0,0,rejected_roi,0.000
128,0,0,0,rejected_roi,0.000
129,0,0,0,rejected_roi,0.000
130,0,0,0,rejected_roi,0.000
131,0,0,0,rejected_roi,0.000
132,0,0,0,rejected_roi,0.000
133,1,906,183,refined,0.800
134,1,907,194,refined,0.800
135,1,906,210,refined,0.800
136,1,907,228,refined,0.769
137,1,907,245,interp,0.250
138,1,907,262,refined,0.756
139,1,905,281,refined,0.800
140,1,905,299,refined,0.763
141,1,905,319,refined,0.742
142,1,905,340,refined,0.560
143,1,903,362,refined,0.590
144,1,903,383,refined,0.557
145,1,886,363,interp,0.250
146,1,870,343,interp,0.250
147,1,854,323,interp,0.250
148,1,837,303,refined,0.483
149,1,795,204,refined,0.715
150,0,0,0,rejected_roi,0.000
151,0,0,0,rejected_roi,0.000
152,0,0,0,rejected_roi,0.000
153,0,0,0,rejected_roi,0.000
154,0,0,0,missing,0.000
155,0,0,0,missing,0.000
156,0,0,0,missing,0.000
157,0,0,0,missing,0.000
158,0,0,0,missing,0.000
159,0,0,0,missing,0.000
160,0,0,0,missing,0.000
161,0,0,0,missing,0.000
162,0,0,0,missing,0.000
163,0,0,0,missing,0.000
164,0,0,0,missing,0.000
165,0,0,0,missing,0.000
166,0,0,0,missing,0.000
167,0,0,0,missing,0.000
168,0,0,0,missing,0.000
169,0,0,0,missing,0.000
170,0,0,0,missing,0.000
171,0,0,0,missing,0.000
172,0,0,0,missing,0.000
173,0,0,0,missing,0.000
174,0,0,0,missing,0.000
175,0,0,0,missing,0.000
176,0,0,0,missing,0.000
177,0,0,0,missing,0.000
178,0,0,0,missing,0.000
179,0,0,0,missing,0.000
180,0,0,0,missing,0.000
181,0,0,0,missing,0.000
182,0,0,0,missing,0.000
183,0,0,0,missing,0.000
184,0,0,0,missing,0.000
185,0,0,0,missing,0.000
186,0,0,0,missing,0.000
187,0,0,0,rejected_roi,0.000
188,0,0,0,rejected_roi,0.000
189,0,0,0,rejected_roi,0.000
190,0,0,0,rejected_roi,0.000
191,0,0,0,rejected_roi,0.000
192,0,0,0,rejected_roi,0.000
193,0,0,0,rejected_roi,0.000
194,0,0,0,rejected_roi,0.000
195,0,0,0,rejected_roi,0.000
196,0,0,0,rejected_roi,0.000
197,0,0,0,rejected_roi,0.000
198,1,602,183,refined,0.679
199,1,622,221,refined,0.607
200,1,643,254,refined,0.670
201,1,660,283,refined,0.707
202,1,673,311,refined,0.787
203,1,685,338,refined,0.550
204,1,695,358,refined,0.597
205,1,703,378,refined,0.664
206,1,713,399,refined,0.625
207,1,720,419,refined,0.627
208,1,726,440,refined,0.705
209,1,733,463,refined,0.528
210,1,740,480,refined,0.633
211,1,746,500,refined,0.645
212,1,750,520,refined,0.641
213,1,750,492,interp,0.250
214,1,751,464,refined,0.480
215,1,750,401,refined,0.472
216,1,750,353,refined,0.499
217,1,749,320,refined,0.735
218,1,748,296,interp,0.250
219,1,746,271,refined,0.694
220,1,746,253,refined,0.611
221,1,746,239,interp,0.250
222,1,746,225,refined,0.594
223,1,744,217,refined,0.609
224,1,743,207,refined,0.709
225,1,743,198,refined,0.744
226,1,743,193,refined,0.800
227,1,742,188,refined,0.800
228,1,742,186,refined,0.612
229,1,742,184,refined,0.798
230,1,742,182,refined,0.655
231,1,742,182,interp,0.250
232,1,742,183,refined,0.600
233,1,741,185,refined,0.662
234,1,741,187,refined,0.697
235,1,741,190,refined,0.733
236,1,742,193,refined,0.800
237,1,742,196,refined,0.800
238,1,747,202,refined,0.800
239,1,751,206,refined,0.800
240,1,754,209,refined,0.800
241,1,755,209,refined,0.719
242,1,762,211,refined,0.739
243,1,764,217,refined,0.800
244,1,765,222,refined,0.800
245,1,768,228,interp,0.250
246,1,771,234,refined,0.800
247,1,774,241,refined,0.800
248,1,777,251,refined,0.636
249,1,779,261,refined,0.747
250,1,782,270,refined,0.752
251,1,783,283,refined,0.763
252,1,785,290,refined,0.740
253,1,787,302,refined,0.736
254,1,790,316,refined,0.719
255,1,791,329,refined,0.741
256,1,794,344,refined,0.601
257,1,795,356,refined,0.680
258,1,797,371,refined,0.737
259,1,798,387,refined,0.548
260,1,798,404,refined,0.574
261,1,799,420,refined,0.539
262,1,801,437,refined,0.552
263,1,801,455,refined,0.498
264,1,803,471,refined,0.544
265,1,803,461,interp,0.250
266,1,803,451,refined,0.566
267,1,805,424,refined,0.526
268,1,803,404,refined,0.528
269,1,803,388,refined,0.464
270,1,805,376,refined,0.587
271,1,804,363,refined,0.592
272,1,804,350,refined,0.567
273,1,806,344,refined,0.575
274,1,805,338,refined,0.552
275,1,805,332,refined,0.559
276,1,805,329,refined,0.636
277,1,804,325,refined,0.646
278,1,806,323,refined,0.676
279,1,807,321,refined,0.648
280,1,806,321,refined,0.578
281,1,806,322,interp,0.250
282,1,806,322,refined,0.513
283,1,807,322,refined,0.608
284,1,807,327,refined,0.677
285,1,806,329,refined,0.744
286,1,807,335,refined,0.685
287,1,807,341,refined,0.620
288,1,807,347,refined,0.573
289,1,807,352,refined,0.584
290,1,807,362,refined,0.551
291,1,807,372,refined,0.493
292,1,806,380,refined,0.517
293,1,810,366,interp,0.250
294,1,813,351,refined,0.505
295,1,817,318,refined,0.526
296,1,822,292,interp,0.250
297,1,827,267,refined,0.661
