frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,710.000,575.000,3.933682,10.841154,678.398,388.742,749.727,590.266,0.908203,detected
0,0.000000,far,2,632.000,418.000,3.056461,3.559531,598.047,284.865,662.500,434.074,0.900391,detected
1,0.033367,near,1,710.000,576.000,3.933212,10.871418,678.390,388.742,749.735,590.266,0.909668,detected
1,0.033367,far,2,632.000,417.000,3.055081,3.483480,597.766,284.586,662.408,434.261,0.898926,detected
2,0.066733,near,1,710.000,575.000,3.933682,10.841154,678.000,388.491,749.455,590.266,0.912598,detected
2,0.066733,far,2,631.000,417.000,3.042492,3.483621,597.657,284.036,662.453,434.125,0.900391,detected
3,0.100100,near,1,710.000,575.000,3.933682,10.841154,677.471,388.002,749.118,590.266,0.911621,detected
3,0.100100,far,2,631.000,418.000,3.043900,3.559674,597.794,283.786,662.630,434.079,0.900391,detected
4,0.133467,near,1,711.000,576.000,3.942395,10.871226,677.473,388.247,748.854,589.633,0.913574,detected
4,0.133467,far,2,631.000,418.000,3.043900,3.559674,597.483,283.563,662.414,434.224,0.898438,detected
5,0.166834,near,1,711.000,576.000,3.942395,10.871226,677.436,388.265,748.829,589.421,0.915039,detected
5,0.166834,far,2,631.000,418.000,3.043900,3.559674,597.727,283.424,662.604,434.121,0.895508,detected
6,0.200200,near,1,711.000,576.000,3.942395,10.871226,677.073,388.276,748.587,589.355,0.914062,detected
6,0.200200,far,2,631.000,418.000,3.043900,3.559674,597.719,283.463,662.468,434.085,0.893555,detected
7,0.233567,near,1,711.000,576.000,3.942395,10.871226,676.604,388.283,748.264,589.341,0.914062,detected
7,0.233567,far,2,631.000,419.000,3.045302,3.635377,597.643,283.487,662.196,434.072,0.892090,detected
8,0.266934,near,1,711.000,576.000,3.942395,10.871226,675.759,388.361,747.667,589.342,0.914551,detected
8,0.266934,far,2,631.000,420.000,3.046698,3.710734,597.677,283.503,662.036,434.215,0.887695,detected
9,0.300300,near,1,711.000,576.000,3.942395,10.871226,674.856,389.046,746.899,589.203,0.918945,detected
9,0.300300,far,2,631.000,420.000,3.046698,3.710734,598.060,283.443,662.191,434.195,0.885254,detected
10,0.333667,near,1,710.000,574.000,3.934154,10.810788,673.818,390.097,746.188,589.591,0.916992,detected
10,0.333667,far,2,631.000,418.000,3.043900,3.559674,598.036,283.497,661.839,434.188,0.887207,detected
11,0.367034,near,1,711.000,574.000,3.943368,10.810596,672.866,391.203,745.370,589.451,0.917480,detected
11,0.367034,far,2,631.000,420.000,3.046698,3.710734,598.116,283.594,661.619,434.256,0.883789,detected
12,0.400400,near,1,710.000,574.000,3.934154,10.810788,671.459,392.542,744.431,589.689,0.915039,detected
12,0.400400,far,2,631.000,418.000,3.043900,3.559674,598.553,283.490,661.705,434.139,0.881348,detected
13,0.433767,near,1,711.000,574.000,3.943368,10.810596,670.451,393.385,744.033,589.492,0.916504,detected
13,0.433767,far,2,631.000,418.000,3.043900,3.559674,598.853,283.453,661.604,434.094,0.881836,detected
14,0.467134,near,1,711.000,573.000,3.943857,10.780128,669.705,394.613,743.729,589.277,0.916016,detected
14,0.467134,far,2,631.000,418.000,3.043900,3.559674,599.201,283.442,661.614,434.078,0.881836,detected
15,0.500501,near,1,711.000,573.000,3.943857,10.780128,669.435,395.767,744.232,589.629,0.916504,detected
15,0.500501,far,2,631.000,419.000,3.045302,3.635377,599.300,283.512,661.363,434.143,0.881348,detected
16,0.533867,near,1,711.000,572.000,3.944348,10.749555,668.613,396.962,744.040,589.762,0.916504,detected
16,0.533867,far,2,631.000,419.000,3.045302,3.635377,599.717,283.540,661.456,434.168,0.882324,detected
17,0.567234,near,1,711.000,574.000,3.943368,10.810596,667.838,397.739,744.476,590.671,0.916992,detected
17,0.567234,far,2,631.000,419.000,3.045302,3.635377,599.974,283.553,661.389,434.106,0.886230,detected
18,0.600601,near,1,711.000,571.000,3.944840,10.718879,667.401,398.858,744.825,590.724,0.915527,detected
18,0.600601,far,2,631.000,419.000,3.045302,3.635377,600.160,283.558,661.269,434.012,0.887207,detected
19,0.633967,near,1,712.000,571.000,3.954101,10.718688,666.976,399.534,745.255,590.740,0.917480,detected
19,0.633967,far,2,631.000,419.000,3.045302,3.635377,600.585,283.562,661.435,433.977,0.887207,detected
20,0.667334,near,1,712.000,572.000,3.953593,10.749364,666.163,400.114,745.531,591.313,0.916016,detected
20,0.667334,far,2,631.000,419.000,3.045302,3.635377,600.758,283.351,661.479,434.035,0.886719,detected
21,0.700701,near,1,712.000,572.000,3.953593,10.749364,665.337,400.659,745.613,591.381,0.913086,detected
21,0.700701,far,2,631.000,419.000,3.045302,3.635377,600.884,283.272,661.429,434.058,0.886230,detected
22,0.734067,near,1,712.000,571.000,3.954101,10.718688,664.754,401.048,745.945,591.543,0.913574,detected
22,0.734067,far,2,631.000,419.000,3.045302,3.635377,601.027,283.244,661.308,434.067,0.888184,detected
23,0.767434,near,1,713.000,570.000,3.963887,10.687717,664.378,401.452,746.254,591.314,0.912109,detected
23,0.767434,far,2,631.000,419.000,3.045302,3.635377,601.327,283.306,661.295,434.070,0.889648,detected
24,0.800801,near,1,712.000,570.000,3.954611,10.687907,664.084,402.076,746.549,591.222,0.914551,detected
24,0.800801,far,2,631.000,420.000,3.046698,3.710734,601.328,283.474,661.112,434.356,0.891113,detected
25,0.834168,near,1,712.000,570.000,3.954611,10.687907,663.795,402.570,746.862,591.184,0.915527,detected
25,0.834168,far,2,631.000,420.000,3.046698,3.710734,601.375,283.467,660.991,434.463,0.891113,detected
26,0.867534,near,1,712.000,570.000,3.954611,10.687907,663.430,402.873,747.255,591.309,0.915039,detected
26,0.867534,far,2,631.000,420.000,3.046698,3.710734,601.447,283.465,660.886,434.503,0.889648,detected
27,0.900901,near,1,712.000,570.000,3.954611,10.687907,663.359,402.963,747.924,591.354,0.914062,detected
27,0.900901,far,2,631.000,420.000,3.046698,3.710734,601.281,283.464,660.469,434.516,0.891113,detected
28,0.934268,near,1,712.000,570.000,3.954611,10.687907,663.176,403.330,748.347,591.510,0.916016,detected
28,0.934268,far,2,631.000,420.000,3.046698,3.710734,601.309,283.606,660.218,434.520,0.891602,detected
29,0.967634,near,1,712.000,571.000,3.954101,10.718688,663.207,403.448,748.986,591.566,0.916992,detected
29,0.967634,far,2,631.000,420.000,3.046698,3.710734,601.379,283.660,660.063,434.520,0.892090,detected
30,1.001001,near,1,712.000,570.000,3.954611,10.687907,663.119,403.615,749.335,591.584,0.916504,detected
30,1.001001,far,2,631.000,419.000,3.045302,3.635377,601.709,283.467,660.270,434.519,0.890137,detected
31,1.034368,near,1,712.000,570.000,3.954611,10.687907,662.951,403.660,749.605,591.588,0.916992,detected
31,1.034368,far,2,631.000,419.000,3.045302,3.635377,601.642,283.394,659.972,434.517,0.891602,detected
32,1.067734,near,1,712.000,570.000,3.954611,10.687907,662.766,403.660,749.833,591.587,0.917969,detected
32,1.067734,far,2,631.000,419.000,3.045302,3.635377,601.981,283.367,660.062,434.445,0.892578,detected
33,1.101101,near,1,712.000,571.000,3.954101,10.718688,662.571,403.575,750.046,591.584,0.917480,detected
33,1.101101,far,2,631.000,419.000,3.045302,3.635377,602.008,283.428,659.913,434.488,0.892578,detected
34,1.134468,near,1,712.000,570.000,3.954611,10.687907,662.668,403.459,750.527,591.581,0.917480,detected
34,1.134468,far,2,631.000,419.000,3.045302,3.635377,602.224,283.452,659.933,434.504,0.892090,detected
35,1.167835,near,1,712.000,571.000,3.954101,10.718688,662.887,403.546,751.094,591.578,0.916504,detected
35,1.167835,far,2,631.000,419.000,3.045302,3.635377,602.368,283.319,659.877,434.296,0.893066,detected
36,1.201201,near,1,712.000,570.000,3.954611,10.687907,663.392,403.569,752.022,591.576,0.916992,detected
36,1.201201,far,2,631.000,419.000,3.045302,3.635377,602.536,283.553,659.740,434.075,0.894531,detected
37,1.234568,near,1,712.000,571.000,3.954101,10.718688,663.392,403.213,752.557,591.573,0.916016,detected
37,1.234568,far,2,631.000,419.000,3.045302,3.635377,602.645,283.642,659.641,433.921,0.894531,detected
38,1.267935,near,1,712.000,571.000,3.954101,10.718688,663.287,403.072,752.853,591.571,0.916504,detected
38,1.267935,far,2,631.000,419.000,3.045302,3.635377,602.704,283.676,659.584,433.936,0.894531,detected
39,1.301301,near,1,712.000,571.000,3.954101,10.718688,663.153,403.013,753.049,591.569,0.916992,detected
39,1.301301,far,2,631.000,419.000,3.045302,3.635377,602.742,283.616,659.545,433.943,0.891602,detected
40,1.334668,near,1,712.000,571.000,3.954101,10.718688,663.301,402.986,753.482,591.567,0.916016,detected
40,1.334668,far,2,631.000,419.000,3.045302,3.635377,603.066,283.593,659.787,433.947,0.892090,detected
41,1.368035,near,1,712.000,570.000,3.954611,10.687907,662.936,402.689,753.488,591.566,0.916016,detected
41,1.368035,far,2,631.000,419.000,3.045302,3.635377,603.223,283.584,659.842,433.879,0.888184,detected
42,1.401401,near,1,712.000,570.000,3.954611,10.687907,663.301,402.574,754.114,591.565,0.915527,detected
42,1.401401,far,2,631.000,419.000,3.045302,3.635377,603.017,283.581,659.556,433.854,0.884277,detected
43,1.434768,near,1,712.000,570.000,3.954611,10.687907,663.379,402.529,754.400,591.563,0.916016,detected
43,1.434768,far,2,631.000,418.000,3.043900,3.559674,603.251,283.650,659.701,433.846,0.879395,detected
44,1.468135,near,1,712.000,570.000,3.954611,10.687907,663.353,402.511,754.552,591.562,0.915527,detected
44,1.468135,far,2,631.000,419.000,3.045302,3.635377,603.343,283.676,659.750,433.916,0.884277,detected
45,1.501502,near,1,712.000,570.000,3.954611,10.687907,663.027,402.361,754.347,591.136,0.914062,detected
45,1.501502,far,2,631.000,419.000,3.045302,3.635377,603.392,283.685,659.751,433.943,0.887695,detected
46,1.534868,near,1,712.000,570.000,3.954611,10.687907,663.074,402.305,754.656,590.974,0.914062,detected
46,1.534868,far,2,631.000,419.000,3.045302,3.635377,603.423,283.688,659.736,433.954,0.886230,detected
47,1.568235,near,1,712.000,570.000,3.954611,10.687907,662.988,402.425,754.870,591.341,0.915039,detected
47,1.568235,far,2,631.000,419.000,3.045302,3.635377,603.457,283.760,659.705,433.959,0.888672,detected
48,1.601602,near,1,712.000,571.000,3.954101,10.718688,662.903,402.471,754.995,591.481,0.914551,detected
48,1.601602,far,2,631.000,419.000,3.045302,3.635377,603.535,284.071,659.625,433.890,0.883789,detected
49,1.634968,near,1,712.000,571.000,3.954101,10.718688,662.865,402.346,755.040,591.392,0.914062,detected
49,1.634968,far,2,631.000,419.000,3.045302,3.635377,603.291,283.974,659.298,433.864,0.883789,detected
50,1.668335,near,1,712.000,571.000,3.954101,10.718688,662.747,402.015,755.153,591.074,0.916504,detected
50,1.668335,far,2,631.000,418.000,3.043900,3.559674,603.176,283.367,659.196,433.855,0.878418,detected
51,1.701702,near,1,712.000,571.000,3.954101,10.718688,662.623,401.748,755.270,591.096,0.916504,detected
51,1.701702,far,2,631.000,418.000,3.043900,3.559674,603.321,283.209,659.253,433.852,0.878418,detected
52,1.735068,near,1,712.000,571.000,3.954101,10.718688,662.606,401.792,755.279,590.964,0.916504,detected
52,1.735068,far,2,631.000,418.000,3.043900,3.559674,603.294,283.080,659.074,433.781,0.881836,detected
53,1.768435,near,1,712.000,571.000,3.954101,10.718688,662.568,401.810,755.308,590.915,0.916504,detected
53,1.768435,far,2,631.000,418.000,3.043900,3.559674,603.219,283.175,658.787,433.826,0.878906,detected
54,1.801802,near,1,712.000,571.000,3.954101,10.718688,662.525,401.819,755.344,590.898,0.916504,detected
54,1.801802,far,2,632.000,418.000,3.056461,3.559531,603.410,283.497,658.746,433.843,0.875977,detected
55,1.835169,near,1,712.000,570.000,3.954611,10.687907,662.423,401.682,755.439,591.035,0.916504,detected
55,1.835169,far,2,633.000,415.000,3.064950,3.330182,603.230,283.336,658.416,433.566,0.875977,detected
56,1.868535,near,1,712.000,571.000,3.954101,10.718688,662.326,401.916,755.530,591.372,0.916504,detected
56,1.868535,far,2,632.000,416.000,3.053695,3.407077,603.210,283.133,658.245,433.463,0.875000,detected
57,1.901902,near,1,712.000,570.000,3.954611,10.687907,662.009,401.864,755.275,591.358,0.916992,detected
57,1.901902,far,2,632.000,415.000,3.052303,3.330320,603.276,283.199,658.111,433.425,0.872559,detected
58,1.935269,near,1,712.000,570.000,3.954611,10.687907,661.817,401.987,755.248,591.777,0.917480,detected
58,1.935269,far,2,633.000,417.000,3.067670,3.483339,603.205,283.510,657.877,433.555,0.873047,detected
59,1.968635,near,1,712.000,570.000,3.954611,10.687907,661.800,402.035,755.183,591.651,0.917480,detected
59,1.968635,far,2,632.000,416.000,3.053695,3.407077,603.062,283.415,657.624,433.534,0.871582,detected
60,2.002002,near,1,712.000,570.000,3.954611,10.687907,661.542,402.053,754.843,591.601,0.916992,detected
