Frame,Visibility,X,Y
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,1,622,351
30,1,619,357
31,1,619,362
32,1,616,370
33,1,616,377
34,1,615,385
35,1,613,393
36,1,613,405
37,1,611,413
38,1,611,425
39,1,596,358
40,1,581,292
41,1,570,238
42,1,560,191
43,1,550,149
44,1,543,113
45,1,534,79
46,1,527,50
47,1,521,25
48,1,514,1
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,1,375,1
82,1,373,17
83,1,371,36
84,1,368,53
85,1,366,72
86,1,364,92
87,1,361,111
88,1,360,132
89,1,358,154
90,1,356,176
91,1,354,198
92,1,353,221
93,1,352,242
94,1,350,266
95,1,350,289
96,1,347,312
97,1,346,337
98,1,346,359
99,1,344,383
100,1,343,401
101,1,382,387
102,1,405,374
103,1,420,367
104,1,431,364
105,1,439,361
106,1,446,360
107,1,453,359
108,1,459,359
109,1,466,360
110,1,470,362
111,1,474,365
112,1,479,367
113,1,484,371
114,1,486,374
115,1,504,370
116,1,522,358
117,1,534,348
118,1,543,346
119,1,554,343
120,1,566,342
121,1,578,340
122,1,585,340
123,1,595,339
124,1,603,342
125,1,611,344
126,1,620,348
127,1,627,350
128,1,633,356
129,1,642,362
130,1,648,368
131,1,656,377
132,1,662,384
133,1,668,393
134,1,673,402
135,1,678,413
136,1,684,426
137,1,689,438
138,1,694,449
139,1,698,463
140,1,703,477
141,1,707,491
142,1,710,505
143,1,717,487
144,1,726,446
145,1,734,414
146,1,740,388
147,1,746,368
148,1,750,352
149,1,755,338
150,1,760,326
151,1,763,316
152,1,764,308
153,1,768,303
154,1,770,297
155,1,773,293
156,0,0,0
157,1,779,287
158,1,780,286
159,1,782,287
160,1,784,287
161,1,785,289
162,1,788,291
163,1,790,294
164,1,791,298
165,1,791,297
166,1,786,300
167,1,789,301
168,1,794,305
169,1,795,308
170,1,796,313
171,1,796,319
172,1,797,325
173,1,798,331
174,1,798,341
175,1,799,349
176,1,799,356
177,1,800,368
178,1,801,379
179,1,801,388
180,1,801,401
181,1,802,415
182,1,802,428
183,1,802,441
184,1,802,455
185,1,802,470
186,1,803,479
187,1,802,457
188,1,801,439
189,1,801,423
190,1,799,413
191,1,798,398
192,1,796,392
193,1,793,385
194,1,795,377
195,1,799,369
196,1,796,366
197,1,796,362
198,1,798,361
199,1,799,358
200,1,801,358
201,1,800,359
202,1,801,360
203,1,800,362
204,1,801,367
205,1,799,371
206,1,800,376
207,1,800,381
208,1,800,388
209,1,801,396
210,1,802,404
211,1,801,413
212,1,803,423
213,1,803,431
214,1,793,428
215,1,774,393
216,1,756,363
217,1,739,344
218,1,724,323
219,1,711,303
220,1,696,286
221,1,685,274
222,1,671,260
223,1,660,247
224,1,647,238
225,1,637,230
226,1,625,223
227,1,616,218
228,1,606,213
229,1,595,210
230,1,586,209
231,1,577,208
232,1,565,209
233,1,559,209
