Frame,Visibility,X,Y
0,1,632,347
1,1,633,348
2,1,631,347
3,1,632,348
4,1,632,348
5,1,632,348
6,1,632,348
7,1,632,348
8,1,633,347
9,1,633,347
10,1,633,347
11,1,633,351
12,1,633,347
13,1,633,347
14,1,633,347
15,1,633,346
16,1,630,350
17,1,630,350
18,1,630,350
19,1,630,350
20,1,630,350
21,1,630,350
22,1,630,350
23,1,630,350
24,1,630,351
25,1,630,351
26,1,630,351
27,1,630,351
28,1,630,351
29,1,630,351
30,1,630,351
31,1,630,351
32,1,630,351
33,1,630,351
34,1,630,351
35,1,630,351
36,1,630,351
37,1,630,351
38,1,630,351
39,1,629,355
40,1,626,356
41,1,627,356
42,1,625,354
43,1,622,353
44,1,620,353
45,1,619,351
46,1,618,348
47,1,610,343
48,1,606,337
49,1,600,329
50,1,594,324
51,1,591,318
52,1,586,319
53,1,583,318
54,1,581,319
55,1,576,319
56,1,573,321
57,1,569,324
58,1,563,327
59,1,561,334
60,1,559,337
61,1,554,346
62,1,552,353
63,1,548,363
64,1,546,372
65,1,543,380
66,1,540,391
67,1,538,406
68,0,0,0
69,0,0,0
70,1,531,327
71,1,526,292
72,1,522,265
73,1,519,238
74,1,515,213
75,1,513,196
76,1,508,178
77,1,508,166
78,1,505,152
79,1,505,144
80,1,503,138
81,1,501,129
82,1,499,120
83,1,499,117
84,1,497,111
85,1,498,110
86,1,494,108
87,1,494,109
88,1,493,107
89,1,493,109
90,1,493,111
91,1,493,114
92,1,492,117
93,1,492,122
94,1,492,128
95,1,492,132
96,1,492,139
97,1,492,145
98,1,492,154
99,1,492,164
100,1,491,169
101,1,492,179
102,1,492,189
103,1,487,210
104,1,476,228
105,1,469,243
106,1,463,257
107,1,460,272
108,1,453,283
109,1,451,295
110,1,446,314
111,1,441,324
112,1,439,340
113,1,437,355
114,1,435,368
115,1,430,384
116,1,430,402
117,1,426,419
118,1,425,430
119,1,421,452
120,0,0,0
121,1,476,415
122,1,502,386
123,1,521,370
124,1,548,352
125,1,563,340
126,1,581,331
127,1,599,319
128,0,0,0
129,1,625,306
130,1,639,301
131,1,654,296
132,1,666,294
133,1,677,291
134,1,688,292
135,1,698,294
136,1,710,292
137,1,719,296
138,1,728,299
139,1,735,305
140,1,742,309
141,1,754,316
142,1,760,323
143,1,766,329
144,1,772,335
145,1,783,344
146,1,788,354
147,1,794,365
148,1,799,373
149,1,805,379
150,1,785,356
151,1,755,321
152,1,738,302
153,1,716,281
154,1,700,268
155,1,684,256
156,1,669,243
157,1,655,233
158,1,643,225
159,1,629,218
160,1,618,213
161,1,608,209
162,1,597,207
163,1,585,205
164,1,576,205
165,1,566,208
166,1,555,208
167,1,548,211
168,1,539,218
169,1,530,221
170,1,521,229
171,1,513,234
172,1,503,243
173,1,495,257
174,1,486,266
175,1,479,279
176,1,472,294
177,1,465,306
178,1,455,320
179,1,450,336
180,1,443,353
181,1,437,367
182,1,431,385
183,1,424,407
184,1,416,426
185,0,0,0
186,1,408,465
187,1,404,489
188,1,396,510
189,0,0,0
190,1,387,553
191,0,0,0
192,0,0,0
193,1,406,348
194,1,409,316
195,1,414,292
196,1,416,270
197,0,0,0
198,1,420,241
199,1,423,225
200,1,426,217
201,1,428,211
202,1,429,203
203,1,429,198
204,1,433,196
205,1,435,192
206,1,438,190
207,1,438,191
208,1,439,191
209,1,442,194
210,1,443,198
211,1,446,197
212,1,448,201
213,1,448,207
214,1,450,211
215,1,450,214
216,1,447,220
217,1,448,220
218,1,442,223
219,1,437,230
220,1,432,236
221,1,429,243
222,1,429,247
223,1,425,259
224,1,423,266
225,1,419,277
226,1,418,286
227,1,415,294
228,1,413,307
229,1,410,318
230,1,408,332
231,1,405,345
232,1,404,359
233,1,403,372
234,1,401,388
235,1,399,402
236,1,397,417
237,1,397,434
238,1,395,453
239,1,394,471
240,0,0,0
241,1,396,464
242,1,399,432
243,1,414,350
244,1,421,313
245,1,430,273
246,1,435,247
247,1,440,222
248,1,445,195
249,1,453,179
250,1,455,159
251,1,459,145
252,1,463,130
253,1,471,121
254,1,473,107
255,1,477,99
256,1,481,90
257,1,485,86
258,1,489,82
259,1,491,76
260,1,495,76
261,1,497,75
262,1,502,72
263,1,505,72
264,1,506,75
265,1,511,76
266,1,514,77
267,1,516,82
268,1,518,85
269,1,524,89
270,1,525,94
271,1,527,102
272,1,530,109
273,1,533,115
274,1,537,127
275,1,538,134
276,1,542,144
277,1,544,154
278,1,546,163
279,1,549,175
280,1,551,184
281,1,551,196
282,1,532,213
283,1,522,219
284,1,516,231
285,1,506,239
286,1,500,247
287,1,495,258
288,1,490,268
289,1,484,280
290,1,480,288
291,1,474,301
292,1,469,315
293,1,467,324
294,1,461,339
295,1,460,353
296,1,456,368
297,1,454,383
298,1,449,395
299,1,449,413
300,1,443,429
301,1,441,445
302,1,437,465
303,1,435,482
304,1,430,496
305,1,430,473
306,0,0,0
307,1,433,416
308,1,431,397
309,1,434,378
310,1,435,363
311,1,433,351
312,1,434,341
313,1,434,330
314,1,435,324
315,1,434,321
316,1,434,313
317,1,439,310
318,1,439,308
319,1,437,304
320,1,441,301
321,1,443,302
322,1,443,304
323,1,445,304
324,1,444,306
325,1,446,315
326,1,446,318
327,1,447,318
328,1,448,326
329,1,447,332
330,1,451,341
331,1,453,344
332,1,449,335
333,1,445,323
334,1,449,317
335,1,451,320
336,1,448,313
337,1,445,310
338,1,445,305
339,1,445,305
340,1,446,303
341,1,444,299
342,1,444,301
343,1,443,305
344,1,441,307
345,1,440,313
346,1,437,319
347,1,437,326
348,1,435,331
349,1,435,342
350,1,432,350
351,1,435,360
352,1,434,372
353,1,433,383
354,1,433,397
355,1,433,408
356,1,434,422
357,1,433,438
358,1,433,450
359,0,0,0
360,0,0,0
361,1,462,401
362,1,477,350
363,1,494,303
364,1,512,265
365,1,526,234
366,1,540,206
367,1,552,178
368,1,563,158
369,1,572,139
370,1,584,115
371,1,593,101
372,1,603,86
373,1,611,74
374,1,619,67
375,1,627,56
376,1,633,46
377,1,639,37
378,1,647,35
379,1,654,31
380,1,663,25
381,1,668,22
382,1,672,20
383,1,679,19
384,1,686,22
385,1,692,21
386,1,696,23
387,1,702,27
388,1,707,32
389,1,711,36
390,1,717,42
391,1,724,50
392,1,728,56
393,1,732,62
394,1,737,71
395,1,742,78
396,1,746,90
397,1,748,97
398,1,750,109
399,1,756,119
400,1,760,132
401,1,762,143
402,1,765,155
403,1,776,197
404,1,787,263
405,1,799,314
406,1,804,354
407,1,811,388
408,1,818,418
409,1,823,449
410,1,830,479
411,1,833,505
412,1,839,534
413,1,840,561
414,1,845,587
415,1,849,613
416,1,857,605
417,1,855,603
418,1,860,602
419,1,864,605
420,1,868,605
421,1,874,608
422,1,880,609
423,1,882,611
424,1,884,617
425,1,890,624
426,1,896,632
427,1,901,638
428,1,901,643
429,1,905,655
430,1,909,667
431,1,912,665
432,1,916,663
433,1,918,662
434,1,921,663
435,1,923,668
436,1,928,670
437,1,934,672
438,1,938,679
439,1,939,679
440,1,939,678
441,1,940,681
442,1,941,682
443,1,943,681
444,1,943,684
445,1,940,682
446,1,939,684
447,1,938,681
448,1,939,684
449,1,936,683
450,1,936,685
451,1,936,682
452,1,936,682
453,1,935,684
454,1,933,683
455,1,931,684
456,1,929,679
457,1,934,682
458,1,931,683
459,1,932,682
460,1,928,683
461,1,933,683
462,1,932,681
463,1,931,679
464,1,934,682
465,1,932,681
466,1,932,677
467,1,932,683
468,1,934,681
469,1,933,677
470,1,933,678
471,1,933,678
472,1,932,679
473,1,933,678
474,1,933,678
475,1,933,678
476,1,933,678
477,1,933,678
478,1,933,678
479,1,933,678
480,1,933,678
481,1,933,678
482,1,935,674
483,1,937,677
484,1,937,677
485,1,937,677
486,1,937,677
487,1,937,675
488,1,940,676
489,1,938,676
490,1,940,679
491,1,940,676
492,1,940,676
493,1,940,676
494,1,940,676
495,1,940,676
496,1,940,676
497,1,941,676
498,1,941,676
499,1,942,676
500,1,943,678
