Frame,Visibility,X,Y
0,1,606,349
1,1,606,348
2,1,608,348
3,1,607,346
4,1,608,346
5,1,608,347
6,1,609,346
7,1,609,347
8,1,610,346
9,1,610,345
10,1,610,345
11,1,610,347
12,1,612,348
13,1,611,347
14,1,613,346
15,1,612,349
16,1,611,348
17,1,613,348
18,1,613,348
19,1,613,348
20,1,613,348
21,1,614,348
22,1,614,348
23,1,613,347
24,1,615,347
25,1,615,347
26,1,615,347
27,1,615,347
28,1,615,347
29,1,614,346
30,1,614,346
31,1,614,346
32,1,614,346
33,1,614,346
34,1,614,346
35,1,614,346
36,1,614,346
37,1,614,349
38,1,614,349
39,1,614,349
40,1,614,349
41,1,614,349
42,1,614,349
43,1,614,349
44,1,614,349
45,1,614,349
46,1,614,349
47,1,614,349
48,1,614,349
49,1,614,349
50,1,614,349
51,1,614,349
52,1,617,352
53,1,614,350
54,1,615,352
55,1,615,352
56,1,615,352
57,1,615,352
58,1,615,353
59,1,615,353
60,1,611,352
61,1,612,352
62,1,613,347
63,1,611,348
64,0,0,0
65,1,618,338
66,1,621,333
67,1,626,327
68,1,626,323
69,1,633,318
70,1,634,317
71,1,643,322
72,1,646,323
73,1,651,327
74,1,653,324
75,1,658,331
76,1,661,334
77,1,666,341
78,1,668,348
79,1,671,355
80,1,676,364
81,1,679,371
82,1,681,383
83,1,684,394
84,1,687,405
85,0,0,0
86,1,701,370
87,1,704,341
88,1,710,314
89,0,0,0
90,1,719,277
91,1,725,262
92,0,0,0
93,1,730,242
94,0,0,0
95,1,738,226
96,1,740,221
97,1,743,217
98,1,746,212
99,1,748,209
100,1,749,208
101,1,751,208
102,1,753,207
103,1,757,210
104,1,758,210
105,1,760,213
106,1,762,217
107,1,764,222
108,1,771,225
109,0,0,0
110,0,0,0
111,1,730,206
112,1,705,188
113,1,686,175
114,1,668,164
115,1,652,157
116,1,636,147
117,1,624,145
118,1,612,141
119,1,602,136
120,1,591,133
121,1,579,137
122,1,571,137
123,1,560,140
124,1,549,141
125,1,540,145
126,1,535,152
127,1,522,157
128,1,516,165
129,1,507,173
130,1,500,181
131,1,491,189
132,1,485,200
133,1,476,213
134,1,469,223
135,1,462,236
136,1,455,250
137,1,450,265
138,1,443,283
139,1,437,296
140,1,431,314
141,1,436,319
142,1,462,308
143,1,472,299
144,1,483,297
145,1,490,296
146,1,497,294
147,1,503,296
148,1,509,296
149,1,513,297
150,1,518,299
151,1,520,302
152,1,523,307
153,1,526,311
154,1,529,314
155,1,538,314
156,1,543,307
157,1,548,303
158,1,549,302
159,1,554,303
160,1,558,306
161,1,560,308
162,1,564,309
163,1,566,313
164,1,569,316
165,1,572,322
166,1,575,331
167,1,578,336
168,1,580,343
169,1,583,353
170,1,584,361
171,1,586,371
172,1,588,382
173,1,589,393
174,1,592,405
175,1,593,417
176,1,593,432
177,1,594,446
178,0,0,0
179,0,0,0
180,0,0,0
181,0,0,0
182,1,627,383
183,1,641,342
184,1,650,304
185,1,660,272
186,1,669,244
187,1,676,223
188,1,683,205
189,1,688,190
190,1,695,175
191,1,698,164
192,1,702,152
193,1,707,145
194,1,711,138
195,1,714,132
196,1,718,128
197,1,723,125
198,1,724,121
199,1,729,119
200,1,732,117
201,1,735,120
202,1,738,118
203,1,741,121
204,1,744,123
205,1,747,127
206,1,750,131
207,1,754,137
208,1,756,142
209,1,760,147
210,1,762,155
211,1,764,164
212,1,766,172
213,1,769,181
214,1,771,189
215,1,782,183
216,1,793,172
217,1,800,165
218,1,807,159
219,1,815,154
220,1,820,152
221,1,824,151
222,1,828,148
223,1,835,149
224,1,838,153
225,1,842,153
226,1,845,158
227,1,848,160
228,1,850,167
229,1,853,172
230,1,854,180
231,1,857,187
