Frame,Visibility,X,Y
0,1,662,353
1,1,663,351
2,1,662,351
3,1,662,352
4,1,663,352
5,1,662,349
6,1,663,351
7,1,663,352
8,1,662,350
9,1,660,348
10,1,661,350
11,1,661,351
12,1,660,351
13,0,0,0
14,1,661,349
15,1,660,351
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,1,666,336
44,1,668,335
45,1,670,334
46,1,676,330
47,1,683,322
48,1,690,315
49,1,696,310
50,1,700,311
51,1,708,311
52,1,715,311
53,1,720,312
54,1,725,315
55,1,728,317
56,1,733,319
57,1,737,326
58,1,742,330
59,1,746,337
60,1,748,346
61,1,754,355
62,1,757,365
63,1,760,371
64,1,763,382
65,1,766,394
66,1,770,408
67,1,770,417
68,1,765,400
69,1,757,387
70,1,751,372
71,0,0,0
72,1,741,349
73,1,738,340
74,1,733,335
75,1,730,330
76,1,725,324
77,1,722,319
78,1,719,318
79,1,715,315
80,0,0,0
81,1,711,322
82,1,706,323
83,1,703,325
84,1,702,329
85,1,698,335
86,1,695,340
87,1,691,346
88,1,690,352
89,1,687,360
90,1,686,368
91,1,670,346
92,1,666,316
93,1,657,292
94,1,648,270
95,1,642,251
96,1,632,236
97,1,623,218
98,1,616,207
99,1,610,195
100,1,604,186
101,1,598,178
102,1,591,170
103,1,584,166
104,1,580,160
105,1,573,157
106,1,568,153
107,1,559,156
108,1,554,155
109,1,549,158
110,1,544,161
111,1,537,166
112,1,532,173
113,1,526,177
114,1,521,185
115,1,516,194
116,1,510,204
117,1,505,217
118,1,498,229
119,1,496,240
120,1,490,255
121,1,483,271
122,1,480,287
123,1,474,305
124,1,470,321
125,1,468,340
126,1,460,359
127,1,457,377
128,1,453,397
129,1,449,416
130,1,457,390
131,0,0,0
132,1,474,348
133,1,480,331
134,1,485,323
135,1,490,315
136,1,493,308
137,1,499,302
138,1,502,296
139,1,506,296
140,1,509,295
141,1,513,297
142,1,516,297
143,1,518,299
144,1,519,301
145,1,523,305
146,1,525,309
147,1,527,314
148,1,528,319
149,1,531,325
150,1,533,333
151,1,535,339
152,1,536,333
153,1,544,325
154,1,550,318
155,1,550,317
156,1,552,306
157,1,555,303
158,1,557,300
159,1,563,302
160,1,561,301
161,1,562,302
162,1,564,308
163,1,566,310
164,1,567,317
165,1,570,323
166,1,572,327
167,1,573,335
168,1,576,342
169,1,577,353
170,1,579,364
171,1,581,376
172,1,583,383
173,1,584,395
174,1,585,409
175,0,0,0
176,0,0,0
177,0,0,0
178,0,0,0
179,0,0,0
180,1,577,351
181,1,571,300
182,1,563,256
183,1,558,222
184,1,554,186
185,1,549,160
186,1,545,136
187,1,542,112
188,1,540,95
189,1,535,78
190,1,533,62
191,1,531,48
192,1,529,38
193,1,526,27
194,1,524,19
195,1,522,11
196,1,521,4
197,1,520,1
198,0,0,0
199,0,0,0
200,0,0,0
201,0,0,0
202,0,0,0
203,0,0,0
204,0,0,0
205,0,0,0
206,0,0,0
207,1,508,1
208,1,508,6
209,1,508,12
210,1,508,17
211,1,507,25
212,1,507,32
213,1,507,42
214,1,507,50
215,1,508,61
216,1,509,70
217,1,508,80
218,1,509,92
219,1,507,103
220,1,509,115
221,1,508,127
222,1,510,139
223,1,508,153
224,1,507,163
225,1,506,241
226,1,502,285
227,1,502,322
228,1,502,352
229,1,499,379
230,1,498,403
231,1,497,428
232,1,497,453
233,1,495,476
234,1,494,497
235,1,494,520
236,1,524,502
237,1,546,460
238,1,569,430
239,1,594,404
240,1,612,379
241,1,629,367
242,1,644,354
243,1,660,338
244,1,671,328
245,1,684,320
246,0,0,0
247,0,0,0
248,1,711,305
249,0,0,0
250,1,729,300
251,1,738,300
252,0,0,0
253,1,750,302
254,1,759,303
255,1,765,306
256,1,770,312
257,1,778,316
258,1,782,319
259,1,789,326
260,1,794,332
261,1,799,339
262,1,805,349
263,1,807,355
264,1,810,363
265,1,817,374
266,1,821,383
267,0,0,0
268,1,819,312
269,1,820,269
270,1,817,239
271,1,819,201
