Frame,Visibility,X,Y
0,1,651,466
1,1,653,463
2,1,652,463
3,1,653,465
4,1,652,462
5,1,656,465
6,1,652,462
7,1,656,461
8,1,653,460
9,1,654,459
10,1,653,463
11,1,652,457
12,1,653,459
13,1,650,454
14,1,651,457
15,1,644,455
16,1,648,456
17,1,644,455
18,1,646,454
19,1,643,455
20,1,642,455
21,1,639,452
22,1,642,454
23,1,642,457
24,1,641,453
25,1,642,453
26,1,640,455
27,1,639,457
28,1,637,458
29,1,638,457
30,1,637,458
31,1,636,458
32,1,638,461
33,1,636,456
34,1,637,455
35,1,635,454
36,1,635,454
37,1,636,455
38,1,634,454
39,1,634,455
40,1,634,454
41,1,633,454
42,1,636,453
43,1,635,456
44,1,633,454
45,1,635,455
46,1,634,455
47,1,638,457
48,1,636,457
49,1,633,455
50,1,635,455
51,1,636,454
52,1,636,456
53,1,634,457
54,1,638,453
55,1,636,456
56,1,637,457
57,1,639,456
58,1,637,457
59,1,636,455
60,1,637,455
61,1,638,458
62,1,638,455
63,1,636,458
64,1,636,457
65,1,636,457
66,1,634,456
67,1,633,454
68,1,638,457
69,1,636,458
70,1,638,457
71,1,636,453
72,1,637,458
73,1,639,461
74,1,638,459
75,1,637,454
76,1,638,456
77,1,638,457
78,1,638,459
79,1,638,458
80,1,638,458
81,1,638,459
82,1,638,457
83,1,636,458
84,1,639,456
85,1,640,457
86,1,641,459
87,1,645,456
88,1,644,457
89,1,644,457
90,1,645,453
91,1,648,453
92,1,650,453
93,1,652,446
94,1,653,449
95,0,0,0
96,0,0,0
97,1,668,395
98,1,674,379
99,1,679,360
100,1,682,353
101,1,685,351
102,1,690,340
103,1,686,333
104,1,690,331
105,1,694,326
106,1,696,327
107,1,698,324
108,1,699,323
109,1,701,323
110,1,704,325
111,1,706,330
112,1,707,332
113,1,709,335
114,1,710,341
115,1,713,346
116,1,716,353
117,1,714,360
118,1,716,371
119,0,0,0
120,1,725,320
121,1,732,299
122,1,739,278
123,1,742,257
124,1,746,247
125,1,751,231
126,1,752,224
127,1,758,212
128,1,762,205
129,1,764,199
130,1,767,195
131,1,769,189
132,1,772,188
133,1,776,187
134,1,776,186
135,1,779,188
136,1,781,187
137,1,784,190
138,1,784,197
139,1,787,201
140,1,788,211
141,1,787,217
142,1,790,224
143,1,789,236
144,1,790,247
145,1,793,257
146,1,792,277
147,1,796,290
148,1,794,301
149,1,792,321
150,1,794,337
151,1,796,354
152,0,0,0
153,1,719,265
154,1,678,214
155,1,656,193
156,1,636,171
157,1,624,158
158,1,610,147
159,1,600,137
160,1,587,127
161,1,578,123
162,1,569,119
163,1,562,119
164,1,557,116
165,1,548,114
166,1,540,114
167,1,536,115
168,1,532,118
169,1,527,122
170,1,524,121
171,1,520,128
172,1,516,132
173,1,514,140
174,1,511,145
175,1,508,151
176,1,504,159
177,1,505,168
178,1,502,176
179,1,497,185
180,1,497,192
181,1,497,202
182,1,493,211
183,1,493,221
184,1,491,231
185,1,491,243
