frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,596.000,572.000,2.878986,10.771541,550.781,387.883,641.660,590.910,0.903320,detected
0,0.000000,far,2,709.000,408.000,4.030427,2.773187,688.066,283.106,751.230,428.811,0.892578,detected
1,0.033367,near,1,595.000,571.000,2.868366,10.741031,549.781,386.883,640.660,589.910,0.903320,tracked
1,0.033367,far,2,709.000,407.000,4.031312,2.693635,688.066,282.106,751.230,427.811,0.892578,tracked
2,0.066733,near,1,594.000,571.000,2.859067,10.741222,548.781,386.883,639.660,589.910,0.903320,tracked
2,0.066733,far,2,709.000,406.000,4.032202,2.613707,688.066,281.106,751.230,426.811,0.892578,tracked
3,0.100100,near,1,596.000,573.000,2.880302,10.802138,550.753,388.722,641.130,590.630,0.903320,detected
3,0.100100,far,2,710.000,410.000,4.041416,2.931044,688.900,284.959,751.516,429.370,0.890137,detected
4,0.133467,near,1,596.000,572.000,2.878986,10.771541,550.753,387.722,641.130,589.630,0.903320,tracked
4,0.133467,far,2,710.000,409.000,4.042323,2.852238,688.900,283.959,751.516,428.370,0.890137,tracked
5,0.166834,near,1,596.000,571.000,2.877665,10.740839,550.753,386.722,641.130,588.630,0.903320,tracked
5,0.166834,far,2,710.000,408.000,4.043234,2.773061,688.900,282.959,751.516,427.370,0.890137,tracked
6,0.200200,near,1,595.000,573.000,2.871035,10.802330,550.866,389.621,640.920,590.834,0.902344,detected
6,0.200200,far,2,711.000,411.000,4.053230,3.009352,688.733,286.158,750.865,429.466,0.895020,detected
7,0.233567,near,1,594.000,572.000,2.860420,10.771924,549.866,388.621,639.920,589.834,0.902344,tracked
7,0.233567,far,2,710.000,410.000,4.041416,2.931044,687.733,285.158,749.865,428.466,0.895020,tracked
8,0.266934,near,1,593.000,572.000,2.851136,10.772116,548.866,388.621,638.920,589.834,0.902344,tracked
8,0.266934,far,2,710.000,410.000,4.041416,2.931044,687.733,285.158,749.865,428.466,0.895020,tracked
9,0.300300,near,1,596.000,573.000,2.880302,10.802138,551.063,389.454,641.197,590.903,0.898438,detected
9,0.300300,far,2,712.000,409.000,4.067875,2.851983,688.641,286.372,750.683,429.609,0.894043,detected
10,0.333667,near,1,596.000,573.000,2.880302,10.802138,551.063,389.454,641.197,590.903,0.898438,tracked
10,0.333667,far,2,712.000,409.000,4.067875,2.851983,688.641,286.372,750.683,429.609,0.894043,tracked
11,0.367034,near,1,595.000,572.000,2.869703,10.771732,550.063,388.454,640.197,589.903,0.898438,tracked
11,0.367034,far,2,711.000,408.000,4.056041,2.772935,687.641,285.372,749.683,428.609,0.894043,tracked
12,0.400400,near,1,596.000,573.000,2.880302,10.802138,551.344,389.314,641.549,590.922,0.902832,detected
12,0.400400,far,2,712.000,410.000,4.066908,2.930786,688.211,286.517,750.083,429.647,0.890625,detected
13,0.433767,near,1,596.000,572.000,2.878986,10.771541,551.344,388.314,641.549,589.922,0.902832,tracked
13,0.433767,far,2,712.000,410.000,4.066908,2.930786,688.211,286.517,750.083,429.647,0.890625,tracked
14,0.467134,near,1,595.000,572.000,2.869703,10.771732,550.344,388.314,640.549,589.922,0.902832,tracked
14,0.467134,far,2,711.000,410.000,4.054163,2.930915,687.211,286.517,749.083,429.647,0.890625,tracked
15,0.500501,near,1,596.000,572.000,2.878986,10.771541,551.386,388.793,641.713,590.695,0.902832,detected
15,0.500501,far,2,712.000,409.000,4.067875,2.851983,688.621,285.728,750.730,429.538,0.888184,detected
16,0.533867,near,1,596.000,572.000,2.878986,10.771541,551.386,388.793,641.713,590.695,0.902832,tracked
16,0.533867,far,2,712.000,409.000,4.067875,2.851983,688.621,285.728,750.730,429.538,0.888184,tracked
17,0.567234,near,1,596.000,571.000,2.877665,10.740839,551.386,387.793,641.713,589.695,0.902832,tracked
17,0.567234,far,2,712.000,408.000,4.068847,2.772809,688.621,284.728,750.730,428.538,0.888184,tracked
18,0.600601,near,1,596.000,572.000,2.878986,10.771541,551.903,388.831,642.159,590.389,0.900879,detected
18,0.600601,far,2,711.000,409.000,4.055099,2.852110,689.156,284.533,751.932,429.496,0.888184,detected
19,0.633967,near,1,595.000,571.000,2.868366,10.741031,550.903,387.831,641.159,589.389,0.900879,tracked
19,0.633967,far,2,711.000,408.000,4.056041,2.772935,689.156,283.533,751.932,428.496,0.888184,tracked
20,0.667334,near,1,595.000,571.000,2.868366,10.741031,550.903,387.831,641.159,589.389,0.900879,tracked
20,0.667334,far,2,711.000,408.000,4.056041,2.772935,689.156,283.533,751.932,428.496,0.888184,tracked
21,0.700701,near,1,596.000,573.000,2.880302,10.802138,552.902,388.845,643.272,590.281,0.908203,detected
21,0.700701,far,2,711.000,409.000,4.055099,2.852110,688.917,283.326,752.352,429.479,0.887207,detected
22,0.734067,near,1,595.000,572.000,2.869703,10.771732,551.902,387.845,642.272,589.281,0.908203,tracked
22,0.734067,far,2,710.000,408.000,4.043234,2.773061,687.917,282.326,751.352,428.479,0.887207,tracked
23,0.767434,near,1,595.000,572.000,2.869703,10.771732,551.902,387.845,642.272,589.281,0.908203,tracked
23,0.767434,far,2,709.000,407.000,4.031312,2.693635,686.917,281.326,750.352,427.479,0.887207,tracked
24,0.800801,near,1,596.000,573.000,2.880302,10.802138,553.595,388.630,644.204,590.245,0.911133,detected
24,0.800801,far,2,711.000,410.000,4.054163,2.930915,689.268,282.262,753.367,429.471,0.875000,detected
25,0.834168,near,1,596.000,573.000,2.880302,10.802138,553.595,388.630,644.204,590.245,0.911133,tracked
25,0.834168,far,2,710.000,410.000,4.041416,2.931044,688.268,282.262,752.367,429.471,0.875000,tracked
26,0.867534,near,1,595.000,572.000,2.869703,10.771732,552.595,387.630,643.204,589.245,0.911133,tracked
26,0.867534,far,2,709.000,409.000,4.029546,2.852365,687.268,281.262,751.367,428.471,0.875000,tracked
27,0.900901,near,1,595.000,573.000,2.871035,10.802330,553.842,388.605,644.524,590.235,0.906250,detected
27,0.900901,far,2,711.000,410.000,4.054163,2.930915,688.477,281.963,752.917,429.358,0.886230,detected
28,0.934268,near,1,595.000,573.000,2.871035,10.802330,553.842,388.605,644.524,590.235,0.906250,tracked
28,0.934268,far,2,711.000,409.000,4.055099,2.852110,688.477,280.963,752.917,428.358,0.886230,tracked
29,0.967634,near,1,595.000,572.000,2.869703,10.771732,553.842,387.605,644.524,589.235,0.906250,tracked
29,0.967634,far,2,711.000,408.000,4.056041,2.772935,688.477,279.963,752.917,427.358,0.886230,tracked
30,1.001001,near,1,595.000,573.000,2.871035,10.802330,554.325,388.760,645.082,590.668,0.907715,detected
30,1.001001,far,2,711.000,410.000,4.054163,2.930915,688.074,281.761,752.840,429.208,0.876953,detected
31,1.034368,near,1,595.000,572.000,2.869703,10.771732,554.325,387.760,645.082,589.668,0.907715,tracked
31,1.034368,far,2,711.000,410.000,4.054163,2.930915,688.074,281.761,752.840,429.208,0.876953,tracked
