frame,time_s,visibility,x_px,y_px,court_x_m,court_y_m,speed_mps,is_missing,is_interpolated,is_spatial_valid,speed_valid,confidence,source
0,0.000000,0,,,,,,1,0,0,0,0.000,rejected_static_motion
1,0.033367,1,564.000,488.000,2.308951,6.860517,,0,0,1,0,0.553,refined
2,0.066733,1,564.000,486.000,2.302882,6.767300,2.799609,0,0,1,1,0.520,refined
3,0.100100,0,,,,,,1,0,0,0,0.000,rejected_static_lock
4,0.133467,0,,,,,,1,0,0,0,0.000,rejected_static_lock
5,0.166834,0,,,,,,1,0,0,0,0.000,rejected_static_lock
6,0.200200,0,,,,,,1,0,0,0,0.000,rejected_static_lock
7,0.233567,0,,,,,,1,0,0,0,0.000,rejected_static_lock
8,0.266934,0,,,,,,1,0,0,0,0.000,rejected_static_lock
9,0.300300,0,,,,,,1,0,0,0,0.000,rejected_static_lock
10,0.333667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
11,0.367034,0,,,,,,1,0,0,0,0.000,rejected_static_lock
12,0.400400,0,,,,,,1,0,0,0,0.000,rejected_static_lock
13,0.433767,0,,,,,,1,0,0,0,0.000,rejected_static_lock
14,0.467134,1,563.000,487.000,2.295351,6.814209,,0,0,1,0,0.549,refined
15,0.500501,1,564.000,487.000,2.305922,6.813990,0.316888,0,0,1,1,0.612,refined
16,0.533867,1,566.000,488.000,2.330057,6.860081,1.559267,0,0,1,1,0.551,refined
17,0.567234,1,565.000,488.000,2.319504,6.860299,0.316341,0,0,1,1,0.572,refined
18,0.600601,1,566.000,488.000,2.330057,6.860081,0.316341,0,1,1,1,0.250,interp
19,0.633967,1,566.000,488.000,2.330057,6.860081,0.000000,0,0,1,1,0.618,refined
20,0.667334,1,566.000,485.000,2.321048,6.720007,4.206694,0,0,1,1,0.562,refined
21,0.700701,1,566.000,484.000,2.318024,6.672986,1.412109,0,0,1,1,0.644,refined
22,0.734067,1,566.000,483.000,2.314989,6.625800,1.417091,0,0,1,1,0.622,refined
23,0.767434,1,567.000,482.000,2.322609,6.578226,1.443983,0,1,1,1,0.250,interp
24,0.800801,1,568.000,482.000,2.333274,6.578004,0.319700,0,0,1,1,0.618,refined
25,0.834168,1,567.000,480.000,2.316523,6.483015,2.890756,0,0,1,1,0.676,refined
26,0.867534,1,566.000,479.000,2.302742,6.435379,1.486180,0,0,1,1,0.674,refined
27,0.900901,1,568.000,478.000,2.321135,6.386901,1.553930,0,0,1,1,0.645,refined
28,0.934268,1,569.000,477.000,2.328833,6.338475,1.469569,0,0,1,1,0.565,refined
29,0.967634,1,570.000,476.000,2.336559,6.289875,1.474835,0,0,1,1,0.620,refined
30,1.001001,1,569.000,476.000,2.325780,6.290100,0.323132,0,0,1,1,0.548,refined
31,1.034368,1,570.000,473.000,2.327391,6.143707,4.387679,0,0,1,1,0.603,refined
32,1.067734,1,570.000,472.000,2.324313,6.094633,1.473615,0,0,1,1,0.614,refined
33,1.101101,1,573.000,472.000,2.356885,6.093948,0.976388,0,0,1,1,0.585,refined
34,1.134468,1,572.000,471.000,2.342977,6.044925,1.527201,0,0,1,1,0.611,refined
35,1.167835,1,573.000,469.000,2.347760,5.945657,2.978513,0,0,1,1,0.580,refined
36,1.201201,1,574.000,465.000,2.346435,5.745181,6.008413,0,0,1,1,0.618,refined
37,1.234568,1,574.000,464.000,2.343346,5.694662,1.516864,0,0,1,1,0.530,refined
38,1.267935,1,575.000,462.000,2.348192,5.592835,3.055226,0,0,1,1,0.587,refined
39,1.301301,1,575.000,457.000,2.332567,5.335563,7.724633,0,0,1,1,0.584,refined
40,1.334668,1,581.000,446.000,2.365495,4.750989,17.547449,0,1,1,1,0.250,interp
41,1.368035,1,587.000,435.000,2.399822,4.141584,18.292824,0,1,1,1,0.250,interp
42,1.401401,1,592.000,424.000,2.423753,3.505997,19.062051,0,1,1,1,0.250,interp
43,1.434768,1,598.000,413.000,2.460895,2.841946,19.932708,0,1,1,1,0.250,interp
44,1.468135,1,604.000,402.000,2.499722,2.147769,20.837017,0,0,1,1,0.682,refined
45,1.501502,1,611.000,385.000,2.534052,1.011443,34.071205,0,0,1,1,0.520,refined
46,1.534868,1,620.000,368.000,,,,0,0,0,0,0.554,refined
47,1.568235,1,629.000,356.000,,,,0,0,0,0,0.581,refined
48,1.601602,1,636.000,346.000,,,,0,0,0,0,0.543,refined
49,1.634968,1,643.000,337.000,,,,0,0,0,0,0.543,refined
50,1.668335,1,650.000,332.000,,,,0,0,0,0,0.613,refined
51,1.701702,1,656.000,327.000,,,,0,0,0,0,0.708,refined
52,1.735068,1,661.000,322.000,,,,0,0,0,0,0.726,refined
53,1.768435,1,665.000,319.000,,,,0,0,0,0,0.795,refined
54,1.801802,1,671.000,316.000,,,,0,0,0,0,0.765,refined
55,1.835169,1,678.000,316.000,,,,0,0,0,0,0.678,refined
56,1.868535,1,683.000,316.000,,,,0,0,0,0,0.566,refined
57,1.901902,1,688.000,316.000,,,,0,0,0,0,0.581,refined
58,1.935269,1,691.000,319.000,,,,0,0,0,0,0.598,refined
59,1.968635,1,696.000,323.000,,,,0,0,0,0,0.731,refined
60,2.002002,1,700.000,326.000,,,,0,0,0,0,0.800,refined
61,2.035369,1,704.000,331.000,,,,0,0,0,0,0.800,refined
62,2.068735,1,709.000,336.000,,,,0,0,0,0,0.793,refined
63,2.102102,1,713.000,341.000,,,,0,0,0,0,0.752,refined
64,2.135469,1,716.000,348.000,,,,0,0,0,0,0.782,refined
65,2.168836,1,725.000,321.000,,,,0,0,0,0,0.795,refined
66,2.202202,1,725.000,296.000,,,,0,0,0,0,0.538,refined
67,2.235569,1,730.000,276.000,,,,0,0,0,0,0.671,refined
68,2.268936,1,738.000,256.000,,,,0,0,0,0,0.555,refined
69,2.302302,1,742.000,242.000,,,,0,1,0,0,0.250,interp
70,2.335669,1,746.000,227.000,,,,0,0,0,0,0.600,refined
71,2.369036,1,751.000,217.000,,,,0,0,0,0,0.603,refined
72,2.402402,1,756.000,205.000,,,,0,0,0,0,0.736,refined
73,2.435769,1,760.000,196.000,,,,0,0,0,0,0.800,refined
74,2.469136,1,764.000,188.000,,,,0,0,0,0,0.800,refined
75,2.502503,1,766.000,182.000,,,,0,0,0,0,0.800,refined
76,2.535869,1,769.000,177.000,,,,0,0,0,0,0.800,refined
77,2.569236,1,772.000,174.000,,,,0,0,0,0,0.800,refined
78,2.602603,1,775.000,174.000,,,,0,1,0,0,0.250,interp
79,2.635969,1,778.000,174.000,,,,0,1,0,0,0.250,interp
80,2.669336,1,781.000,174.000,,,,0,1,0,0,0.250,interp
81,2.702703,1,784.000,174.000,,,,0,1,0,0,0.250,interp
82,2.736069,1,787.000,174.000,,,,0,0,0,0,0.800,refined
83,2.769436,1,790.000,178.000,,,,0,0,0,0,0.800,refined
84,2.802803,1,793.000,184.000,,,,0,0,0,0,0.800,refined
85,2.836170,1,794.000,188.000,,,,0,0,0,0,0.800,refined
86,2.869536,1,797.000,195.000,,,,0,0,0,0,0.800,refined
87,2.902903,1,799.000,203.000,,,,0,0,0,0,0.800,refined
88,2.936270,1,801.000,212.000,,,,0,0,0,0,0.800,refined
89,2.969636,1,803.000,222.000,,,,0,0,0,0,0.800,refined
90,3.003003,1,803.000,234.000,,,,0,0,0,0,0.800,refined
91,3.036370,1,806.000,249.000,,,,0,0,0,0,0.800,refined
92,3.069736,1,806.000,263.000,,,,0,0,0,0,0.769,refined
93,3.103103,1,808.000,278.000,,,,0,0,0,0,0.735,refined
94,3.136470,1,809.000,295.000,,,,0,0,0,0,0.579,refined
95,3.169837,1,810.000,311.000,,,,0,0,0,0,0.553,refined
96,3.203203,1,812.000,328.000,,,,0,0,0,0,0.532,refined
97,3.236570,1,813.000,342.000,,,,0,0,0,0,0.533,refined
98,3.269937,1,813.000,362.000,,,,0,0,0,0,0.498,refined
99,3.303303,1,812.000,367.000,,,,0,1,0,0,0.250,interp
100,3.336670,1,812.000,372.000,5.156706,0.022719,,0,0,1,0,0.594,refined
101,3.370037,1,807.000,350.000,,,,0,0,0,0,0.684,refined
102,3.403403,1,803.000,336.000,,,,0,0,0,0,0.636,refined
103,3.436770,1,803.000,329.000,,,,0,0,0,0,0.713,refined
104,3.470137,1,800.000,323.000,,,,0,0,0,0,0.800,refined
105,3.503504,1,799.000,317.000,,,,0,0,0,0,0.762,refined
106,3.536870,1,798.000,315.000,,,,0,0,0,0,0.747,refined
107,3.570237,1,798.000,312.000,,,,0,0,0,0,0.724,refined
108,3.603604,1,798.000,311.000,,,,0,0,0,0,0.532,refined
109,3.636970,1,798.000,311.000,,,,0,0,0,0,0.471,refined
110,3.670337,1,797.000,312.000,,,,0,0,0,0,0.593,refined
111,3.703704,1,797.000,312.000,,,,0,0,0,0,0.675,refined
112,3.737070,1,798.000,319.000,,,,0,0,0,0,0.686,refined
113,3.770437,1,798.000,322.000,,,,0,0,0,0,0.669,refined
114,3.803804,1,799.000,326.000,,,,0,0,0,0,0.643,refined
115,3.837171,1,799.000,329.000,,,,0,0,0,0,0.700,refined
116,3.870537,1,799.000,335.000,,,,0,0,0,0,0.674,refined
117,3.903904,1,801.000,340.000,,,,0,0,0,0,0.596,refined
118,3.937271,1,802.000,349.000,,,,0,0,0,0,0.504,refined
119,3.970637,1,803.000,354.000,,,,0,0,0,0,0.587,refined
120,4.004004,1,803.000,359.000,,,,0,0,0,0,0.524,refined
121,4.037371,1,809.000,351.000,,,,0,0,0,0,0.610,refined
122,4.070737,1,811.000,338.000,,,,0,0,0,0,0.655,refined
123,4.104104,1,814.000,328.000,,,,0,0,0,0,0.590,refined
124,4.137471,1,819.000,322.000,,,,0,0,0,0,0.647,refined
