frame,time_s,role,speed_mps,cumulative_distance_m,rally_distance_m,max_speed_so_far_mps
0,0.000000,near,0.000000,0.000000,0.000000,0.000000
0,0.000000,far,0.000000,0.000000,0.000000,0.000000
1,0.033367,near,0.136520,0.009110,0.009110,0.273039
1,0.033367,far,0.000000,0.000000,0.000000,0.000000
2,0.066733,near,0.452679,0.045313,0.045313,1.084996
2,0.066733,far,0.120328,0.012045,0.012045,0.360984
3,0.100100,near,0.339509,0.045313,0.045313,1.084996
3,0.100100,far,0.090246,0.012045,0.012045,0.360984
4,0.133467,near,0.271607,0.045313,0.045313,1.084996
4,0.133467,far,0.434701,0.072523,0.072523,1.812521
5,0.166834,near,0.271915,0.054437,0.054437,1.084996
5,0.166834,far,0.362251,0.072523,0.072523,1.812521
6,0.200200,near,0.271915,0.054437,0.054437,1.084996
6,0.200200,far,0.362251,0.072523,0.072523,1.812521
7,0.233567,near,0.226408,0.054437,0.054437,1.084996
7,0.233567,far,0.664338,0.133001,0.133001,1.812521
8,0.266934,near,0.045576,0.054437,0.054437,1.084996
8,0.266934,far,0.604174,0.133001,0.133001,1.812521
9,0.300300,near,0.045576,0.054437,0.054437,1.084996
9,0.300300,far,0.906260,0.193478,0.193478,1.812521
10,0.333667,near,0.240771,0.093516,0.093516,1.171171
10,0.333667,far,0.906260,0.253956,0.253956,1.812521
11,0.367034,near,0.195195,0.093516,0.093516,1.171171
11,0.367034,far,0.906260,0.253956,0.253956,1.812521
12,0.400400,near,0.374664,0.129445,0.129445,1.171171
12,0.400400,far,0.906260,0.253956,0.253956,1.812521
13,0.433767,near,0.374664,0.129445,0.129445,1.171171
13,0.433767,far,1.824834,0.498333,0.498333,7.323964
14,0.467134,near,0.899955,0.234609,0.234609,3.151752
14,0.467134,far,1.824834,0.498333,0.498333,7.323964
15,0.500501,near,1.080483,0.270750,0.270750,3.151752
15,0.500501,far,2.743709,0.742769,0.742769,7.325768
16,0.533867,near,0.885288,0.270750,0.270750,3.151752
16,0.533867,far,2.441622,0.742769,0.742769,7.325768
17,0.567234,near,1.065259,0.306781,0.306781,3.151752
17,0.567234,far,3.662583,0.987206,0.987206,7.325768
18,0.600601,near,1.236517,0.376996,0.376996,3.151752
18,0.600601,far,3.662583,0.987206,0.987206,7.325768
19,0.633967,near,1.236517,0.376996,0.376996,3.151752
19,0.633967,far,2.441923,0.987206,0.987206,7.325768
20,0.667334,near,0.711225,0.376996,0.376996,3.151752
