frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,710.000,576.000,3.885676,10.345352,678.522,389.029,750.442,590.103,0.906364,detected
0,0.000000,far,2,632.000,418.000,2.917073,1.855292,598.640,287.000,662.245,434.900,0.897370,detected
1,0.033367,near,1,709.000,576.000,3.876569,10.345589,678.397,388.925,750.389,590.172,0.907923,detected
1,0.033367,far,2,632.000,418.000,2.917073,1.855292,598.663,287.000,662.189,434.747,0.899462,detected
2,0.066733,near,1,710.000,575.000,3.885530,10.310513,677.600,388.370,749.810,590.191,0.909871,detected
2,0.066733,far,2,631.000,418.000,2.905030,1.855556,598.697,287.042,662.037,434.397,0.899203,detected
3,0.100100,near,1,710.000,575.000,3.885530,10.310513,677.142,387.770,749.565,590.119,0.912759,detected
3,0.100100,far,2,631.000,418.000,2.905030,1.855556,598.735,287.068,662.037,434.373,0.899713,detected
4,0.133467,near,1,710.000,575.000,3.885530,10.310513,676.827,387.696,749.357,590.219,0.912807,detected
4,0.133467,far,2,631.000,419.000,2.907200,1.937149,598.252,287.023,661.539,434.385,0.897792,detected
5,0.166834,near,1,711.000,575.000,3.894651,10.310276,676.502,387.869,749.066,590.308,0.913240,detected
5,0.166834,far,2,631.000,419.000,2.907200,1.937149,598.426,287.007,661.670,434.253,0.903967,detected
6,0.200200,near,1,711.000,575.000,3.894651,10.310276,676.011,387.926,748.673,590.330,0.911862,detected
6,0.200200,far,2,631.000,419.000,2.907200,1.937149,598.216,287.002,661.415,434.229,0.904477,detected
7,0.233567,near,1,711.000,575.000,3.894651,10.310276,675.453,388.053,748.260,590.363,0.913923,detected
7,0.233567,far,2,631.000,418.000,2.905030,1.855556,598.308,287.000,661.257,433.927,0.895798,detected
8,0.266934,near,1,711.000,575.000,3.894651,10.310276,675.122,388.900,747.717,589.889,0.914927,detected
8,0.266934,far,2,631.000,418.000,2.905030,1.855556,598.495,287.000,661.286,433.849,0.894710,detected
9,0.300300,near,1,711.000,575.000,3.894651,10.310276,674.526,389.448,747.215,589.566,0.913391,detected
9,0.300300,far,2,631.000,419.000,2.907200,1.937149,598.471,287.000,661.287,434.333,0.890604,detected
10,0.333667,near,1,709.000,574.000,3.876248,10.275803,673.724,390.352,746.678,589.730,0.915203,detected
10,0.333667,far,2,631.000,418.000,2.905030,1.855556,598.712,287.000,661.283,434.360,0.890623,detected
11,0.367034,near,1,709.000,574.000,3.876248,10.275803,672.773,391.270,746.084,590.011,0.916389,detected
11,0.367034,far,2,631.000,418.000,2.905030,1.855556,599.143,287.000,661.468,434.327,0.890033,detected
12,0.400400,near,1,710.000,575.000,3.885530,10.310513,671.583,392.339,745.196,589.914,0.914291,detected
12,0.400400,far,2,631.000,418.000,2.905030,1.855556,599.341,287.000,661.393,434.327,0.887688,detected
13,0.433767,near,1,710.000,575.000,3.885530,10.310513,670.636,393.153,744.697,590.014,0.912575,detected
13,0.433767,far,2,631.000,414.000,2.896259,1.525861,599.190,287.000,660.814,433.901,0.888638,detected
14,0.467134,near,1,710.000,572.000,3.885088,10.205350,669.837,394.554,743.971,589.151,0.912244,detected
14,0.467134,far,2,631.000,414.000,2.896259,1.525861,599.274,287.000,660.561,433.743,0.887543,detected
15,0.500501,near,1,711.000,573.000,3.894385,10.240275,669.171,395.686,743.906,589.190,0.913904,detected
15,0.500501,far,2,630.000,418.000,2.892986,1.855821,599.722,287.000,660.752,433.965,0.885114,detected
16,0.533867,near,1,711.000,573.000,3.894385,10.240275,668.464,396.666,744.009,589.729,0.913191,detected
16,0.533867,far,2,630.000,418.000,2.892986,1.855821,600.006,287.000,660.751,434.044,0.886783,detected
17,0.567234,near,1,712.000,574.000,3.903654,10.275093,667.789,397.475,744.418,590.569,0.915240,detected
17,0.567234,far,2,631.000,414.000,2.896259,1.525861,600.120,287.081,660.459,433.602,0.888747,detected
18,0.600601,near,1,712.000,572.000,3.903415,10.204878,667.202,398.667,744.570,590.765,0.913593,detected
18,0.600601,far,2,631.000,414.000,2.896259,1.525861,600.261,287.140,660.351,433.455,0.889857,detected
19,0.633967,near,1,712.000,572.000,3.903415,10.204878,666.487,399.293,744.681,590.723,0.915966,detected
19,0.633967,far,2,631.000,414.000,2.896259,1.525861,600.445,287.052,660.429,433.479,0.890841,detected
20,0.667334,near,1,712.000,572.000,3.903415,10.204878,666.100,400.103,745.144,590.905,0.915682,detected
20,0.667334,far,2,630.000,418.000,2.892986,1.855821,600.844,287.019,660.874,434.162,0.890034,detected
21,0.700701,near,1,712.000,571.000,3.903295,10.169607,665.522,400.565,745.552,590.981,0.914681,detected
21,0.700701,far,2,631.000,414.000,2.896259,1.525861,600.856,287.006,660.664,433.966,0.890447,detected
22,0.734067,near,1,713.000,570.000,3.912366,10.133991,664.933,400.950,745.854,591.060,0.914537,detected
22,0.734067,far,2,631.000,414.000,2.896259,1.525861,600.803,287.001,660.378,433.813,0.891880,detected
23,0.767434,near,1,713.000,570.000,3.912366,10.133991,664.484,401.426,746.191,591.125,0.914580,detected
23,0.767434,far,2,631.000,414.000,2.896259,1.525861,600.988,287.000,660.344,433.759,0.890942,detected
24,0.800801,near,1,713.000,570.000,3.912366,10.133991,664.161,401.807,746.638,591.221,0.916054,detected
24,0.800801,far,2,631.000,415.000,2.898465,1.608787,601.023,287.000,660.411,434.421,0.892073,detected
25,0.834168,near,1,713.000,570.000,3.912366,10.133991,663.958,402.159,747.173,591.312,0.915735,detected
25,0.834168,far,2,631.000,415.000,2.898465,1.608787,601.105,287.000,660.379,434.663,0.891961,detected
26,0.867534,near,1,712.000,570.000,3.903175,10.134228,663.551,402.539,747.372,591.323,0.917785,detected
26,0.867534,far,2,630.000,419.000,2.895181,1.937414,601.366,287.000,660.458,434.706,0.890956,detected
27,0.900901,near,1,712.000,570.000,3.903175,10.134228,663.354,402.713,747.867,591.401,0.917090,detected
27,0.900901,far,2,631.000,415.000,2.898465,1.608787,601.263,287.000,660.163,434.729,0.890396,detected
