frame,time_s,visibility,x_px,y_px,court_x_m,court_y_m,speed_mps,is_missing,is_interpolated,is_spatial_valid,speed_valid,confidence,source
0,0.000000,0,,,,,,1,0,0,0,0.000,missing
1,0.033367,0,,,,,,1,0,0,0,0.000,missing
2,0.066733,0,,,,,,1,0,0,0,0.000,missing
3,0.100100,0,,,,,,1,0,0,0,0.000,missing
4,0.133467,0,,,,,,1,0,0,0,0.000,missing
5,0.166834,0,,,,,,1,0,0,0,0.000,missing
6,0.200200,0,,,,,,1,0,0,0,0.000,missing
7,0.233567,0,,,,,,1,0,0,0,0.000,missing
8,0.266934,0,,,,,,1,0,0,0,0.000,missing
9,0.300300,0,,,,,,1,0,0,0,0.000,missing
10,0.333667,0,,,,,,1,0,0,0,0.000,missing
11,0.367034,0,,,,,,1,0,0,0,0.000,missing
12,0.400400,0,,,,,,1,0,0,0,0.000,missing
13,0.433767,0,,,,,,1,0,0,0,0.000,missing
14,0.467134,0,,,,,,1,0,0,0,0.000,missing
15,0.500501,0,,,,,,1,0,0,0,0.000,missing
16,0.533867,0,,,,,,1,0,0,0,0.000,missing
17,0.567234,0,,,,,,1,0,0,0,0.000,missing
18,0.600601,0,,,,,,1,0,0,0,0.000,missing
19,0.633967,0,,,,,,1,0,0,0,0.000,missing
20,0.667334,0,,,,,,1,0,0,0,0.000,missing
21,0.700701,0,,,,,,1,0,0,0,0.000,missing
22,0.734067,0,,,,,,1,0,0,0,0.000,missing
23,0.767434,0,,,,,,1,0,0,0,0.000,missing
24,0.800801,0,,,,,,1,0,0,0,0.000,missing
25,0.834168,0,,,,,,1,0,0,0,0.000,missing
26,0.867534,0,,,,,,1,0,0,0,0.000,missing
27,0.900901,0,,,,,,1,0,0,0,0.000,missing
28,0.934268,0,,,,,,1,0,0,0,0.000,missing
29,0.967634,1,622.000,351.000,,,,0,0,0,0,0.800,refined
30,1.001001,1,619.000,357.000,,,,0,0,0,0,0.800,refined
31,1.034368,1,619.000,362.000,,,,0,0,0,0,0.800,refined
32,1.067734,1,616.000,370.000,,,,0,0,0,0,0.795,refined
33,1.101101,1,616.000,377.000,,,,0,0,0,0,0.800,refined
34,1.134468,1,615.000,385.000,,,,0,0,0,0,0.800,refined
35,1.167835,1,613.000,393.000,,,,0,0,0,0,0.800,refined
36,1.201201,1,613.000,405.000,,,,0,0,0,0,0.800,refined
37,1.234568,1,611.000,413.000,,,,0,0,0,0,0.714,refined
38,1.267935,1,604.000,386.000,,,,0,1,0,0,0.250,interp
39,1.301301,1,596.000,358.000,,,,0,0,0,0,0.584,refined
40,1.334668,1,582.000,296.000,,,,0,0,0,0,0.550,refined
41,1.368035,1,570.000,239.000,,,,0,0,0,0,0.677,refined
42,1.401401,0,,,,,,1,0,0,0,0.000,rejected_roi
43,1.434768,0,,,,,,1,0,0,0,0.000,rejected_roi
44,1.468135,0,,,,,,1,0,0,0,0.000,rejected_roi
45,1.501502,0,,,,,,1,0,0,0,0.000,rejected_roi
46,1.534868,0,,,,,,1,0,0,0,0.000,rejected_roi
47,1.568235,0,,,,,,1,0,0,0,0.000,rejected_roi
48,1.601602,0,,,,,,1,0,0,0,0.000,rejected_roi
49,1.634968,0,,,,,,1,0,0,0,0.000,missing
50,1.668335,0,,,,,,1,0,0,0,0.000,missing
51,1.701702,0,,,,,,1,0,0,0,0.000,missing
52,1.735068,0,,,,,,1,0,0,0,0.000,missing
53,1.768435,0,,,,,,1,0,0,0,0.000,missing
54,1.801802,0,,,,,,1,0,0,0,0.000,missing
55,1.835169,0,,,,,,1,0,0,0,0.000,missing
56,1.868535,0,,,,,,1,0,0,0,0.000,missing
57,1.901902,0,,,,,,1,0,0,0,0.000,missing
58,1.935269,0,,,,,,1,0,0,0,0.000,missing
59,1.968635,0,,,,,,1,0,0,0,0.000,missing
60,2.002002,0,,,,,,1,0,0,0,0.000,missing
61,2.035369,0,,,,,,1,0,0,0,0.000,missing
62,2.068735,0,,,,,,1,0,0,0,0.000,missing
63,2.102102,0,,,,,,1,0,0,0,0.000,missing
64,2.135469,0,,,,,,1,0,0,0,0.000,missing
65,2.168836,0,,,,,,1,0,0,0,0.000,missing
66,2.202202,0,,,,,,1,0,0,0,0.000,missing
67,2.235569,0,,,,,,1,0,0,0,0.000,missing
68,2.268936,0,,,,,,1,0,0,0,0.000,missing
69,2.302302,0,,,,,,1,0,0,0,0.000,missing
70,2.335669,0,,,,,,1,0,0,0,0.000,missing
71,2.369036,0,,,,,,1,0,0,0,0.000,missing
72,2.402402,0,,,,,,1,0,0,0,0.000,missing
73,2.435769,0,,,,,,1,0,0,0,0.000,missing
74,2.469136,0,,,,,,1,0,0,0,0.000,missing
75,2.502503,0,,,,,,1,0,0,0,0.000,missing
76,2.535869,0,,,,,,1,0,0,0,0.000,missing
77,2.569236,0,,,,,,1,0,0,0,0.000,missing
78,2.602603,0,,,,,,1,0,0,0,0.000,missing
79,2.635969,0,,,,,,1,0,0,0,0.000,missing
80,2.669336,0,,,,,,1,0,0,0,0.000,missing
81,2.702703,0,,,,,,1,0,0,0,0.000,rejected_roi
82,2.736069,0,,,,,,1,0,0,0,0.000,rejected_roi
83,2.769436,0,,,,,,1,0,0,0,0.000,rejected_roi
84,2.802803,0,,,,,,1,0,0,0,0.000,rejected_roi
85,2.836170,0,,,,,,1,0,0,0,0.000,rejected_roi
86,2.869536,0,,,,,,1,0,0,0,0.000,rejected_roi
87,2.902903,0,,,,,,1,0,0,0,0.000,rejected_roi
88,2.936270,0,,,,,,1,0,0,0,0.000,rejected_roi
89,2.969636,0,,,,,,1,0,0,0,0.000,rejected_roi
90,3.003003,0,,,,,,1,0,0,0,0.000,rejected_roi
91,3.036370,0,,,,,,1,0,0,0,0.000,rejected_roi
92,3.069736,0,,,,,,1,0,0,0,0.000,rejected_roi
93,3.103103,1,352.000,242.000,,,,0,0,0,0,0.800,refined
94,3.136470,1,350.000,264.000,,,,0,0,0,0,0.712,refined
95,3.169837,1,350.000,288.000,,,,0,0,0,0,0.522,refined
96,3.203203,1,347.000,312.000,,,,0,0,0,0,0.567,refined
97,3.236570,1,346.000,337.000,,,,0,0,0,0,0.523,refined
98,3.269937,1,346.000,359.000,,,,0,0,0,0,0.723,refined
99,3.303303,1,344.000,383.000,,,,0,0,0,0,0.679,refined
100,3.336670,1,343.000,401.000,,,,0,0,0,0,0.800,refined
101,3.370037,1,379.000,390.000,,,,0,0,0,0,0.754,refined
102,3.403403,1,405.000,375.000,,,,0,0,0,0,0.800,refined
103,3.436770,1,421.000,367.000,,,,0,0,0,0,0.800,refined
104,3.470137,1,432.000,364.000,,,,0,0,0,0,0.756,refined
105,3.503504,1,440.000,361.000,,,,0,0,0,0,0.728,refined
106,3.536870,1,446.000,360.000,,,,0,0,0,0,0.761,refined
107,3.570237,1,453.000,359.000,,,,0,0,0,0,0.800,refined
108,3.603604,1,459.000,359.000,,,,0,0,0,0,0.800,refined
109,3.636970,1,466.000,360.000,,,,0,0,0,0,0.800,refined
110,3.670337,1,470.000,362.000,,,,0,0,0,0,0.800,refined
111,3.703704,1,474.000,365.000,,,,0,0,0,0,0.800,refined
112,3.737070,1,479.000,367.000,,,,0,0,0,0,0.800,refined
113,3.770437,1,484.000,371.000,,,,0,0,0,0,0.800,refined
114,3.803804,1,486.000,374.000,,,,0,0,0,0,0.800,refined
115,3.837171,1,503.000,371.000,,,,0,0,0,0,0.800,refined
116,3.870537,1,521.000,359.000,,,,0,0,0,0,0.794,refined
117,3.903904,1,534.000,348.000,,,,0,0,0,0,0.800,refined
118,3.937271,1,543.000,346.000,,,,0,0,0,0,0.800,refined
119,3.970637,1,554.000,343.000,,,,0,0,0,0,0.800,refined
120,4.004004,1,566.000,342.000,,,,0,0,0,0,0.800,refined
121,4.037371,1,578.000,340.000,,,,0,0,0,0,0.800,refined
122,4.070737,1,585.000,340.000,,,,0,0,0,0,0.800,refined
123,4.104104,1,595.000,339.000,,,,0,0,0,0,0.800,refined
124,4.137471,1,603.000,342.000,,,,0,0,0,0,0.800,refined
125,4.170838,1,611.000,344.000,,,,0,0,0,0,0.800,refined
126,4.204204,1,620.000,348.000,,,,0,0,0,0,0.800,refined
127,4.237571,1,627.000,350.000,,,,0,0,0,0,0.800,refined
128,4.270938,1,633.000,356.000,,,,0,0,0,0,0.800,refined
129,4.304304,1,642.000,362.000,,,,0,0,0,0,0.800,refined
130,4.337671,1,648.000,368.000,,,,0,0,0,0,0.800,refined
131,4.371038,1,656.000,377.000,,,,0,0,0,0,0.800,refined
132,4.404404,1,662.000,384.000,,,,0,0,0,0,0.800,refined
133,4.437771,1,668.000,393.000,,,,0,0,0,0,0.800,refined
134,4.471138,1,673.000,402.000,,,,0,0,0,0,0.800,refined
135,4.504505,1,678.000,413.000,,,,0,0,0,0,0.800,refined
136,4.537871,1,684.000,426.000,3.538206,0.145233,,0,0,1,0,0.578,refined
137,4.571238,1,689.000,438.000,3.626581,0.993602,25.563201,0,0,1,1,0.534,refined
138,4.604605,1,694.000,449.000,3.709411,1.738190,22.452967,0,0,1,1,0.583,refined
139,4.637971,1,698.000,463.000,3.780966,2.643192,27.207543,0,0,1,1,0.614,refined
140,4.671338,1,703.000,477.000,3.861014,3.503638,25.898907,0,0,1,1,0.573,refined
141,4.704705,1,707.000,491.000,3.925492,4.322790,24.625941,0,0,1,1,0.577,refined
142,4.738071,1,710.000,505.000,3.975498,5.103575,23.448068,0,0,1,1,0.623,refined
143,4.771438,1,717.000,489.000,4.040837,4.207796,26.917815,0,0,1,1,0.492,refined
144,4.804805,1,726.000,449.000,4.113680,1.737669,,0,0,1,0,0.537,refined
145,4.838172,1,734.000,415.000,,,,0,0,0,0,0.599,refined
146,4.871538,1,740.000,388.000,,,,0,0,0,0,0.708,refined
147,4.904905,1,746.000,367.000,,,,0,0,0,0,0.763,refined
148,4.938272,1,750.000,351.000,,,,0,0,0,0,0.733,refined
149,4.971638,1,755.000,338.000,,,,0,0,0,0,0.787,refined
150,5.005005,1,760.000,326.000,,,,0,0,0,0,0.606,refined
151,5.038372,1,763.000,316.000,,,,0,0,0,0,0.694,refined
152,5.071738,1,764.000,308.000,,,,0,0,0,0,0.736,refined
153,5.105105,1,768.000,303.000,,,,0,0,0,0,0.776,refined
154,5.138472,1,770.000,297.000,,,,0,0,0,0,0.756,refined
155,5.171839,1,773.000,293.000,,,,0,0,0,0,0.800,refined
156,5.205205,1,776.000,290.000,,,,0,1,0,0,0.250,interp
157,5.238572,1,779.000,287.000,,,,0,0,0,0,0.777,refined
158,5.271939,1,780.000,286.000,,,,0,0,0,0,0.741,refined
159,5.305305,1,782.000,287.000,,,,0,0,0,0,0.711,refined
160,5.338672,1,784.000,287.000,,,,0,0,0,0,0.732,refined
161,5.372039,1,785.000,289.000,,,,0,0,0,0,0.721,refined
162,5.405405,1,788.000,291.000,,,,0,0,0,0,0.782,refined
163,5.438772,1,790.000,294.000,,,,0,0,0,0,0.800,refined
164,5.472139,1,790.000,296.000,,,,0,1,0,0,0.250,interp
165,5.505506,1,791.000,297.000,,,,0,0,0,0,0.723,refined
166,5.538872,1,786.000,300.000,,,,0,0,0,0,0.780,refined
167,5.572239,1,789.000,301.000,,,,0,0,0,0,0.787,refined
168,5.605606,1,794.000,305.000,,,,0,0,0,0,0.800,refined
169,5.638972,1,795.000,308.000,,,,0,0,0,0,0.799,refined
170,5.672339,1,796.000,313.000,,,,0,0,0,0,0.800,refined
171,5.705706,1,796.000,319.000,,,,0,0,0,0,0.800,refined
172,5.739072,1,797.000,325.000,,,,0,0,0,0,0.800,refined
173,5.772439,1,798.000,331.000,,,,0,0,0,0,0.800,refined
174,5.805806,1,798.000,341.000,,,,0,0,0,0,0.800,refined
175,5.839173,1,799.000,349.000,,,,0,0,0,0,0.800,refined
176,5.872539,1,799.000,356.000,,,,0,0,0,0,0.800,refined
177,5.905906,1,800.000,368.000,,,,0,0,0,0,0.800,refined
178,5.939273,1,801.000,379.000,,,,0,0,0,0,0.800,refined
179,5.972639,1,801.000,388.000,,,,0,0,0,0,0.800,refined
180,6.006006,1,801.000,401.000,,,,0,0,0,0,0.782,refined
181,6.039373,1,802.000,415.000,,,,0,0,0,0,0.698,refined
182,6.072739,1,802.000,428.000,5.092125,0.289018,,0,0,1,0,0.623,refined
183,6.106106,1,802.000,441.000,5.080013,1.198448,27.258039,0,0,1,1,0.657,refined
184,6.139473,1,802.000,455.000,5.067611,2.129620,27.909704,0,0,1,1,0.773,refined
185,6.172840,1,802.000,470.000,5.055007,3.075956,28.364194,0,0,1,1,0.637,refined
186,6.206206,1,802.000,464.000,5.059967,2.703533,11.162505,0,1,1,1,0.250,interp
187,6.239573,1,802.000,457.000,5.065891,2.258778,13.330481,0,0,1,1,0.682,refined
188,6.272940,1,801.000,440.000,5.068099,1.130076,33.827260,0,0,1,1,0.495,refined
189,6.306306,1,801.000,423.000,,,,0,0,0,0,0.551,refined
190,6.339673,1,799.000,413.000,,,,0,0,0,0,0.633,refined
191,6.373040,1,798.000,398.000,,,,0,0,0,0,0.699,refined
192,6.406406,1,796.000,391.000,,,,0,0,0,0,0.716,refined
193,6.439773,1,793.000,385.000,,,,0,0,0,0,0.800,refined
194,6.473140,1,795.000,377.000,,,,0,0,0,0,0.800,refined
195,6.506507,1,799.000,369.000,,,,0,0,0,0,0.800,refined
196,6.539873,1,796.000,366.000,,,,0,0,0,0,0.800,refined
197,6.573240,1,796.000,362.000,,,,0,0,0,0,0.800,refined
198,6.606607,1,798.000,361.000,,,,0,0,0,0,0.800,refined
199,6.639973,1,799.000,358.000,,,,0,0,0,0,0.800,refined
200,6.673340,1,801.000,358.000,,,,0,0,0,0,0.659,refined
201,6.706707,1,800.000,359.000,,,,0,0,0,0,0.570,refined
202,6.740073,1,801.000,360.000,,,,0,0,0,0,0.702,refined
203,6.773440,1,800.000,362.000,,,,0,0,0,0,0.800,refined
204,6.806807,1,801.000,367.000,,,,0,0,0,0,0.800,refined
205,6.840174,1,799.000,371.000,,,,0,0,0,0,0.800,refined
206,6.873540,1,800.000,376.000,,,,0,0,0,0,0.800,refined
207,6.906907,1,800.000,381.000,,,,0,0,0,0,0.800,refined
208,6.940274,1,800.000,388.000,,,,0,0,0,0,0.800,refined
209,6.973640,1,801.000,396.000,,,,0,0,0,0,0.681,refined
210,7.007007,1,802.000,404.000,,,,0,0,0,0,0.732,refined
211,7.040374,1,801.000,413.000,,,,0,0,0,0,0.685,refined
212,7.073740,1,803.000,423.000,,,,0,0,0,0,0.578,refined
213,7.107107,1,803.000,431.000,5.102321,0.502883,,0,0,1,0,0.550,refined
214,7.140474,1,794.000,429.000,4.986410,0.360609,5.499908,0,0,1,1,0.544,refined
215,7.173841,1,775.000,396.000,,,,0,0,0,0,0.567,refined
216,7.207207,1,756.000,364.000,,,,0,0,0,0,0.779,refined
217,7.240574,1,739.000,344.000,,,,0,0,0,0,0.622,refined
218,7.273941,1,724.000,323.000,,,,0,0,0,0,0.681,refined
219,7.307307,1,711.000,303.000,,,,0,0,0,0,0.590,refined
220,7.340674,1,696.000,286.000,,,,0,0,0,0,0.706,refined
221,7.374041,1,685.000,274.000,,,,0,0,0,0,0.800,refined
222,7.407407,1,671.000,260.000,,,,0,0,0,0,0.800,refined
223,7.440774,1,660.000,247.000,,,,0,0,0,0,0.800,refined
