frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,486.000,614.000,1.914230,10.300061,449.017,458.724,538.395,638.085,0.892090,detected
0,0.000000,far,2,661.000,457.000,3.399853,0.899302,613.280,339.000,674.878,476.540,0.778809,detected
1,0.033367,near,1,485.000,613.000,1.900939,10.261627,448.017,457.724,537.395,637.085,0.892090,tracked
1,0.033367,far,2,660.000,456.000,3.385372,0.810126,612.280,338.000,673.878,475.540,0.778809,tracked
2,0.066733,near,1,486.000,614.000,1.914230,10.300061,449.001,458.528,538.411,637.954,0.892578,detected
2,0.066733,far,2,659.000,457.000,3.374454,0.899302,612.848,339.000,674.262,476.147,0.827637,detected
3,0.100100,near,1,485.000,613.000,1.900939,10.261627,448.001,457.528,537.411,636.954,0.892578,tracked
3,0.100100,far,2,658.000,457.000,3.361754,0.899302,611.848,339.000,673.262,476.147,0.827637,tracked
4,0.133467,near,1,486.000,614.000,1.914230,10.300061,449.013,458.553,538.399,637.931,0.893555,detected
4,0.133467,far,2,660.000,457.000,3.387154,0.899302,611.759,339.000,673.286,476.315,0.815918,detected
5,0.166834,near,1,486.000,613.000,1.910643,10.261627,449.013,457.553,538.399,636.931,0.893555,tracked
5,0.166834,far,2,659.000,457.000,3.374454,0.899302,610.759,339.000,672.286,476.315,0.815918,tracked
6,0.200200,near,1,486.000,614.000,1.914230,10.300061,449.017,458.565,538.395,637.927,0.894043,detected
6,0.200200,far,2,661.000,457.000,3.399853,0.899302,611.020,339.000,672.477,476.144,0.816895,detected
7,0.233567,near,1,486.000,613.000,1.910643,10.261627,449.017,457.565,538.395,636.927,0.894043,tracked
7,0.233567,far,2,661.000,457.000,3.399853,0.899302,611.020,339.000,672.477,476.144,0.816895,tracked
8,0.266934,near,1,486.000,614.000,1.914230,10.300061,449.018,458.569,538.394,637.927,0.894043,detected
8,0.266934,far,2,660.000,458.000,3.388929,0.988127,610.896,339.000,672.609,476.869,0.806641,detected
9,0.300300,near,1,485.000,613.000,1.900939,10.261627,448.018,457.569,537.394,636.927,0.894043,tracked
9,0.300300,far,2,660.000,457.000,3.387154,0.899302,610.896,338.000,672.609,475.869,0.806641,tracked
10,0.333667,near,1,486.000,614.000,1.914230,10.300061,449.018,458.571,538.394,637.928,0.893555,detected
10,0.333667,far,2,659.000,458.000,3.376254,0.988127,610.671,339.000,672.462,477.220,0.781738,detected
11,0.367034,near,1,485.000,613.000,1.900939,10.261627,448.018,457.571,537.394,636.928,0.893555,tracked
11,0.367034,far,2,658.000,457.000,3.361754,0.899302,609.671,338.000,671.462,476.220,0.781738,tracked
12,0.400400,near,1,486.000,614.000,1.914230,10.300061,449.048,458.413,538.576,638.140,0.893555,detected
12,0.400400,far,2,659.000,458.000,3.376254,0.988127,610.743,339.000,672.301,477.018,0.686035,detected
13,0.433767,near,1,486.000,614.000,1.914230,10.300061,449.048,458.413,538.576,638.140,0.893555,tracked
13,0.433767,far,2,658.000,457.000,3.361754,0.899302,609.743,338.000,671.301,476.018,0.686035,tracked
14,0.467134,near,1,486.000,614.000,1.914230,10.300061,449.152,458.721,538.547,638.216,0.893066,detected
14,0.467134,far,2,660.000,458.000,3.388929,0.988127,610.546,339.000,672.085,477.249,0.767578,detected
15,0.500501,near,1,486.000,613.000,1.910643,10.261627,449.152,457.721,538.547,637.216,0.893066,tracked
15,0.500501,far,2,659.000,457.000,3.374454,0.899302,609.546,338.000,671.085,476.249,0.767578,tracked
16,0.533867,near,1,486.000,614.000,1.914230,10.300061,449.196,458.835,538.529,638.242,0.894043,detected
16,0.533867,far,2,660.000,457.000,3.387154,0.899302,610.384,339.000,671.711,477.121,0.673828,detected
17,0.567234,near,1,485.000,614.000,1.904540,10.300061,448.196,458.835,537.529,638.242,0.894043,tracked
17,0.567234,far,2,659.000,457.000,3.374454,0.899302,609.384,339.000,670.711,477.121,0.673828,tracked
18,0.600601,near,1,486.000,614.000,1.914230,10.300061,449.194,458.671,538.538,638.046,0.894531,detected
18,0.600601,far,2,660.000,458.000,3.388929,0.988127,610.428,339.000,671.497,476.863,0.710449,detected
19,0.633967,near,1,486.000,614.000,1.914230,10.300061,449.194,458.671,538.538,638.046,0.894531,tracked
19,0.633967,far,2,659.000,457.000,3.374454,0.899302,609.428,338.000,670.497,475.863,0.710449,tracked
20,0.667334,near,1,486.000,614.000,1.914230,10.300061,449.184,458.609,538.549,637.972,0.895020,detected
20,0.667334,far,2,661.000,458.000,3.401603,0.988127,611.695,339.000,672.223,476.561,0.640625,detected
21,0.700701,near,1,486.000,614.000,1.914230,10.300061,449.184,458.609,538.549,637.972,0.895020,tracked
21,0.700701,far,2,660.000,457.000,3.387154,0.899302,610.695,338.000,671.223,475.561,0.640625,tracked
22,0.734067,near,1,486.000,614.000,1.914230,10.300061,449.261,458.585,538.673,637.944,0.895996,detected
22,0.734067,far,2,659.000,457.000,3.374454,0.899302,611.346,339.000,671.713,476.548,0.695312,detected
23,0.767434,near,1,486.000,613.000,1.910643,10.261627,449.261,457.585,538.673,636.944,0.895996,tracked
23,0.767434,far,2,658.000,456.000,3.359921,0.810126,610.346,338.000,670.713,475.548,0.695312,tracked
24,0.800801,near,1,486.000,614.000,1.914230,10.300061,449.521,458.072,539.293,638.035,0.896484,detected
24,0.800801,far,2,659.000,457.000,3.374454,0.899302,614.652,339.000,674.143,476.341,0.807617,detected
25,0.834168,near,1,486.000,613.000,1.910643,10.261627,449.521,457.072,539.293,637.035,0.896484,tracked
25,0.834168,far,2,659.000,456.000,3.372647,0.810126,614.652,338.000,674.143,475.341,0.807617,tracked
26,0.867534,near,1,486.000,614.000,1.914230,10.300061,449.859,457.931,539.683,637.969,0.893066,detected
26,0.867534,far,2,659.000,457.000,3.374454,0.899302,615.067,339.000,674.272,476.465,0.817383,detected
27,0.900901,near,1,485.000,613.000,1.900939,10.261627,448.859,456.931,538.683,636.969,0.893066,tracked
27,0.900901,far,2,659.000,456.000,3.372647,0.810126,615.067,338.000,674.272,475.465,0.817383,tracked
28,0.934268,near,1,486.000,614.000,1.914230,10.300061,449.728,458.132,539.478,638.144,0.888184,detected
28,0.934268,far,2,660.000,457.000,3.387154,0.899302,611.124,339.000,671.172,476.211,0.708008,detected
29,0.967634,near,1,485.000,614.000,1.904540,10.300061,448.728,458.132,538.478,638.144,0.888184,tracked
29,0.967634,far,2,660.000,457.000,3.387154,0.899302,611.124,339.000,671.172,476.211,0.708008,tracked
30,1.001001,near,1,486.000,615.000,1.917805,10.338379,449.953,458.310,539.720,638.311,0.890625,detected
30,1.001001,far,2,660.000,456.000,3.385372,0.810126,615.158,339.401,674.911,476.317,0.681641,detected
31,1.034368,near,1,485.000,615.000,1.908130,10.338379,448.953,458.310,538.720,638.311,0.890625,tracked
31,1.034368,far,2,660.000,456.000,3.385372,0.810126,615.158,339.401,674.911,476.317,0.681641,tracked
32,1.067734,near,1,485.000,615.000,1.908130,10.338379,450.500,458.079,540.143,637.872,0.894043,detected
32,1.067734,far,2,660.000,456.000,3.385372,0.810126,621.395,339.953,680.024,476.458,0.828613,detected
33,1.101101,near,1,484.000,615.000,1.898455,10.338379,449.500,458.079,539.143,637.872,0.894043,tracked
33,1.101101,far,2,660.000,455.000,3.383582,0.720594,621.395,338.953,680.024,475.458,0.828613,tracked
34,1.134468,near,1,485.000,615.000,1.908130,10.338379,451.248,457.892,540.952,638.006,0.901367,detected
34,1.134468,far,2,661.000,456.000,3.398097,0.810126,623.526,340.408,681.726,476.512,0.826660,detected
35,1.167835,near,1,485.000,615.000,1.908130,10.338379,451.248,457.892,540.952,638.006,0.901367,tracked
35,1.167835,far,2,660.000,455.000,3.383582,0.720594,622.526,339.408,680.726,475.512,0.826660,tracked
36,1.201201,near,1,487.000,615.000,1.927480,10.338379,452.473,455.526,543.099,638.357,0.886230,detected
36,1.201201,far,2,659.000,458.000,3.376254,0.988127,625.257,340.124,683.766,476.532,0.853516,detected
37,1.234568,near,1,487.000,615.000,1.927480,10.338379,452.473,455.526,543.099,638.357,0.886230,tracked
37,1.234568,far,2,658.000,457.000,3.361754,0.899302,624.257,339.124,682.766,475.532,0.853516,tracked
38,1.267935,near,1,488.000,613.000,1.930052,10.261627,455.961,460.598,544.039,638.488,0.886230,detected
38,1.267935,far,2,658.000,457.000,3.361754,0.899302,625.203,339.812,683.557,476.240,0.781250,detected
39,1.301301,near,1,488.000,613.000,1.930052,10.261627,455.961,460.598,544.039,638.488,0.886230,tracked
39,1.301301,far,2,657.000,456.000,3.347196,0.810126,624.203,338.812,682.557,475.240,0.781250,tracked
40,1.334668,near,1,489.000,616.000,1.950351,10.376580,459.910,466.996,545.378,639.544,0.887695,detected
40,1.334668,far,2,657.000,457.000,3.349054,0.899302,629.099,339.292,687.474,476.929,0.825195,detected
41,1.368035,near,1,489.000,616.000,1.950351,10.376580,459.910,466.996,545.378,639.544,0.887695,tracked
41,1.368035,far,2,656.000,456.000,3.334471,0.810126,628.099,338.292,686.474,475.929,0.825195,tracked
42,1.401401,near,1,489.000,618.000,1.957361,10.452641,461.340,471.137,545.052,640.341,0.897949,detected
42,1.401401,far,2,655.000,457.000,3.323654,0.899302,629.488,339.094,686.761,476.890,0.784668,detected
43,1.434768,near,1,489.000,618.000,1.957361,10.452641,461.340,471.137,545.052,640.341,0.897949,tracked
43,1.434768,far,2,654.000,457.000,3.310954,0.899302,628.488,339.094,685.761,476.890,0.784668,tracked
44,1.468135,near,1,489.000,617.000,1.953861,10.414668,460.750,472.265,543.960,640.829,0.891113,detected
44,1.468135,far,2,654.000,457.000,3.310954,0.899302,630.932,339.020,687.484,476.972,0.794434,detected
45,1.501502,near,1,487.000,618.000,1.938098,10.452641,458.750,473.265,541.960,641.829,0.891113,tracked
45,1.501502,far,2,653.000,457.000,3.298254,0.899302,629.932,339.020,686.484,476.972,0.794434,tracked
46,1.534868,near,1,488.000,619.000,1.951233,10.490500,459.879,471.020,542.949,641.000,0.885742,detected
46,1.534868,far,2,654.000,458.000,3.312880,0.988127,632.466,339.000,688.677,477.201,0.830566,detected
47,1.568235,near,1,486.000,620.000,1.935522,10.528246,457.879,472.020,540.949,642.000,0.885742,tracked
47,1.568235,far,2,653.000,458.000,3.300205,0.988127,631.466,339.000,687.677,477.201,0.830566,tracked
48,1.601602,near,1,488.000,622.000,1.961682,10.603400,457.339,468.309,540.344,641.055,0.886230,detected
48,1.601602,far,2,654.000,459.000,3.314798,1.076601,633.234,339.000,688.851,477.286,0.837402,detected
49,1.634968,near,1,484.000,623.000,1.926906,10.640809,453.339,469.309,536.344,642.055,0.886230,tracked
49,1.634968,far,2,654.000,458.000,3.312880,0.988127,633.234,338.000,688.851,476.286,0.837402,tracked
50,1.668335,near,1,486.000,628.000,1.963324,10.826196,453.109,467.759,536.047,643.357,0.895020,detected
50,1.668335,far,2,653.000,459.000,3.302148,1.076601,633.980,339.000,689.172,477.216,0.858887,detected
51,1.701702,near,1,484.000,632.000,1.958113,10.972543,451.109,471.759,534.047,647.357,0.895020,tracked
51,1.701702,far,2,652.000,458.000,3.287530,0.988127,632.980,338.000,688.172,476.216,0.858887,tracked
52,1.735068,near,1,482.000,637.000,1.956368,11.153073,448.258,471.203,531.913,651.663,0.901367,detected
52,1.735068,far,2,653.000,460.000,3.304083,1.164727,634.922,339.000,689.746,477.037,0.848633,detected
53,1.768435,near,1,481.000,640.000,1.957197,11.260134,447.258,474.203,530.913,654.663,0.901367,tracked
53,1.768435,far,2,653.000,459.000,3.302148,1.076601,634.922,338.000,689.746,476.037,0.848633,tracked
54,1.801802,near,1,473.000,643.000,1.893039,11.366264,442.525,479.588,524.417,658.537,0.858887,detected
54,1.801802,far,2,653.000,460.000,3.304083,1.164727,634.938,339.000,689.426,477.017,0.848145,detected
55,1.835169,near,1,472.000,644.000,1.887226,11.401437,441.525,480.588,523.417,659.537,0.858887,tracked
55,1.835169,far,2,653.000,459.000,3.302148,1.076601,634.938,338.000,689.426,476.017,0.848145,tracked
56,1.868535,near,1,466.000,646.000,1.838678,11.471478,434.753,488.175,515.200,665.119,0.873535,detected
56,1.868535,far,2,653.000,459.000,3.302148,1.076601,635.333,339.000,689.641,476.859,0.845703,detected
57,1.901902,near,1,464.000,645.000,1.816636,11.436507,432.753,487.175,513.200,664.119,0.873535,tracked
57,1.901902,far,2,653.000,459.000,3.302148,1.076601,635.333,339.000,689.641,476.859,0.845703,tracked
58,1.935269,near,1,463.000,653.000,1.835652,11.713475,428.014,491.754,509.846,672.926,0.860840,detected
58,1.935269,far,2,654.000,458.000,3.312880,0.988127,635.438,339.000,689.700,477.048,0.815430,detected
59,1.968635,near,1,461.000,653.000,1.817351,11.713475,426.014,491.754,507.846,672.926,0.860840,tracked
59,1.968635,far,2,654.000,457.000,3.310954,0.899302,635.438,338.000,689.700,476.048,0.815430,tracked
60,2.002002,near,1,454.000,667.000,1.802863,12.183261,420.241,495.986,503.168,681.491,0.862305,detected
60,2.002002,far,2,655.000,457.000,3.323654,0.899302,633.366,339.000,686.987,476.820,0.802734,detected
61,2.035369,near,1,451.000,667.000,1.775949,12.183261,417.241,495.986,500.168,681.491,0.862305,tracked
61,2.035369,far,2,655.000,456.000,3.321746,0.810126,633.366,338.000,686.987,475.820,0.802734,tracked
62,2.068735,near,1,441.000,665.000,1.678945,12.117278,411.106,501.849,491.614,685.250,0.863770,detected
62,2.068735,far,2,656.000,456.000,3.334471,0.810126,634.867,339.000,688.417,475.186,0.753906,detected
63,2.102102,near,1,440.000,666.000,1.673610,12.150316,410.106,502.849,490.614,686.250,0.863770,tracked
63,2.102102,far,2,656.000,455.000,3.332581,0.720594,634.867,338.000,688.417,474.186,0.753906,tracked
64,2.135469,near,1,428.000,668.000,1.573396,12.216115,397.922,504.395,475.971,687.534,0.849609,detected
64,2.135469,far,2,657.000,456.000,3.347196,0.810126,633.186,339.000,686.761,474.018,0.852539,detected
65,2.168836,near,1,427.000,667.000,1.560632,12.183261,396.922,503.395,474.971,686.534,0.849609,tracked
65,2.168836,far,2,657.000,455.000,3.345331,0.720594,633.186,338.000,686.761,473.018,0.852539,tracked
66,2.202202,near,1,413.000,670.000,1.446938,12.281548,383.760,499.081,462.051,687.073,0.855469,detected
66,2.202202,far,2,657.000,454.000,3.343459,0.630707,630.985,339.000,684.466,472.184,0.833008,detected
67,2.235569,near,1,410.000,670.000,1.420135,12.281548,380.760,499.081,459.051,687.073,0.855469,tracked
67,2.235569,far,2,656.000,453.000,3.328778,0.540461,629.985,338.000,683.466,471.184,0.833008,tracked
68,2.268936,near,1,395.000,665.000,1.265098,12.117278,366.686,496.815,445.638,684.445,0.885254,detected
68,2.268936,far,2,657.000,453.000,3.341579,0.540461,629.861,339.000,683.082,469.699,0.809570,detected
69,2.302302,near,1,388.000,662.000,1.189097,12.017607,359.686,493.815,438.638,681.445,0.885254,tracked
69,2.302302,far,2,656.000,452.000,3.326865,0.449854,628.861,338.000,682.082,468.699,0.809570,tracked
70,2.335669,near,1,376.000,669.000,1.111959,12.248877,347.833,496.048,429.501,686.075,0.901855,detected
70,2.335669,far,2,656.000,450.000,3.323016,0.267549,628.250,339.000,681.740,468.388,0.779297,detected
71,2.369036,near,1,369.000,669.000,1.049334,12.248877,340.833,496.048,422.501,686.075,0.901855,tracked
71,2.369036,far,2,655.000,449.000,3.308175,0.175846,627.250,338.000,680.740,467.388,0.779297,tracked
72,2.402402,near,1,362.000,675.000,1.014075,12.443545,328.660,496.497,414.570,694.515,0.894043,detected
72,2.402402,far,2,655.000,449.000,3.308175,0.175846,625.824,339.000,679.862,468.132,0.797852,detected
73,2.435769,near,1,351.000,674.000,0.911815,12.411325,317.660,495.497,403.570,693.515,0.894043,tracked
73,2.435769,far,2,654.000,448.000,3.293275,0.083774,624.824,338.000,678.862,467.132,0.797852,tracked
74,2.469136,near,1,348.000,682.000,0.922413,12.666616,314.017,500.926,400.079,699.210,0.886230,detected
74,2.469136,far,2,654.000,449.000,3.295271,0.175846,624.556,339.000,678.754,468.215,0.770020,detected
75,2.502503,near,1,338.000,682.000,0.834541,12.666616,304.017,500.926,390.079,699.210,0.886230,tracked
75,2.502503,far,2,653.000,448.000,3.280345,0.083774,623.556,338.000,677.754,467.215,0.770020,tracked
76,2.535869,near,1,338.000,684.000,0.843967,12.729568,304.793,501.029,391.008,702.099,0.863770,detected
76,2.535869,far,2,653.000,449.000,3.282367,0.175846,622.074,339.000,676.778,468.022,0.776855,detected
77,2.569236,near,1,336.000,683.000,0.821710,12.698135,302.793,500.029,389.008,701.099,0.863770,tracked
77,2.569236,far,2,652.000,448.000,3.267415,0.083774,621.074,338.000,675.778,467.022,0.776855,tracked
78,2.602603,near,1,331.000,678.000,0.753684,12.539674,298.077,491.771,386.167,701.916,0.824707,detected
78,2.602603,far,2,652.000,449.000,3.269463,0.175846,620.748,339.000,675.279,466.720,0.820312,detected
79,2.635969,near,1,327.000,675.000,0.703545,12.443545,294.077,488.771,382.167,698.916,0.824707,tracked
79,2.635969,far,2,651.000,448.000,3.254485,0.083774,619.748,338.000,674.279,465.720,0.820312,tracked
80,2.669336,near,1,328.000,678.000,0.727177,12.539674,295.109,485.306,382.764,701.385,0.818848,detected
80,2.669336,far,2,650.000,449.000,3.243654,0.175846,620.393,339.000,674.641,465.400,0.784668,detected
81,2.702703,near,1,325.000,677.000,0.695727,12.507719,292.109,484.306,379.764,700.385,0.818848,tracked
81,2.702703,far,2,649.000,448.000,3.228624,0.083774,619.393,338.000,673.641,464.400,0.784668,tracked
82,2.736069,near,1,325.000,672.000,0.670806,12.346617,293.339,480.231,379.395,699.908,0.814941,detected
82,2.736069,far,2,646.000,445.000,3.183168,0.000000,618.230,339.000,671.668,463.524,0.755859,detected
83,2.769436,near,1,323.000,672.000,0.652988,12.346617,291.339,480.231,377.395,699.908,0.814941,tracked
83,2.769436,far,2,645.000,444.000,3.167893,0.000000,617.230,338.000,670.668,462.524,0.755859,tracked
84,2.802803,near,1,323.000,674.000,0.663047,12.411325,291.333,478.847,375.542,700.997,0.830566,detected
84,2.802803,far,2,641.000,446.000,3.120486,0.000000,615.072,339.000,668.540,463.260,0.789551,detected
85,2.836170,near,1,321.000,677.000,0.660336,12.507719,289.333,481.847,373.542,703.997,0.830566,tracked
85,2.836170,far,2,640.000,445.000,3.105115,0.000000,614.072,338.000,667.540,462.260,0.789551,tracked
86,2.869536,near,1,321.000,684.000,0.694991,12.729568,289.098,479.708,372.364,706.628,0.850098,detected
86,2.869536,far,2,637.000,445.000,3.066089,0.000000,611.222,339.000,664.914,462.438,0.800293,detected
87,2.902903,near,1,318.000,688.000,0.688352,12.854445,286.098,483.708,369.364,710.628,0.850098,tracked
87,2.902903,far,2,636.000,445.000,3.053080,0.000000,610.222,339.000,663.914,462.438,0.800293,tracked
88,2.936270,near,1,315.000,692.000,0.681784,12.977971,287.446,485.334,368.205,710.488,0.865234,detected
88,2.936270,far,2,632.000,445.000,3.001045,0.000000,604.836,339.000,659.755,461.912,0.800293,detected
89,2.969636,near,1,314.000,692.000,0.673115,12.977971,286.446,485.334,367.205,710.488,0.865234,tracked
89,2.969636,far,2,631.000,444.000,2.985399,0.000000,603.836,338.000,658.755,460.912,0.800293,tracked
90,3.003003,near,1,317.000,699.000,0.732717,13.190962,287.200,489.927,366.015,712.089,0.866699,detected
90,3.003003,far,2,630.000,446.000,2.977679,0.000000,599.735,339.000,656.658,462.249,0.823730,detected
91,3.036370,near,1,317.000,699.000,0.732717,13.190962,287.200,489.927,366.015,712.089,0.866699,tracked
91,3.036370,far,2,630.000,445.000,2.975027,0.000000,599.735,338.000,656.658,461.249,0.823730,tracked
92,3.069736,near,1,315.000,700.000,0.720314,13.221064,288.648,503.395,362.878,712.602,0.814453,detected
92,3.069736,far,2,628.000,447.000,2.954407,0.000000,597.106,339.000,655.584,461.900,0.818848,detected
93,3.103103,near,1,315.000,699.000,0.715543,13.190962,288.648,502.395,362.878,711.602,0.814453,tracked
93,3.103103,far,2,627.000,446.000,2.938731,0.000000,596.106,338.000,654.584,460.900,0.818848,tracked
94,3.136470,near,1,317.000,691.000,0.694269,12.947215,286.593,509.760,358.481,712.663,0.817871,detected
94,3.136470,far,2,626.000,447.000,2.928494,0.000000,595.633,339.000,655.847,462.095,0.818359,detected
95,3.169837,near,1,320.000,690.000,0.715481,12.916375,289.593,508.760,361.481,711.663,0.817871,tracked
95,3.169837,far,2,625.000,447.000,2.915538,0.000000,594.633,339.000,654.847,462.095,0.818359,tracked
96,3.203203,near,1,322.000,675.000,0.659183,12.443545,284.084,511.002,353.565,707.338,0.830078,detected
96,3.203203,far,2,626.000,447.000,2.928494,0.000000,594.378,339.000,656.013,462.190,0.821289,detected
97,3.236570,near,1,324.000,670.000,0.651807,12.281548,286.084,506.002,355.565,702.338,0.830078,tracked
97,3.236570,far,2,625.000,447.000,2.915538,0.000000,593.378,339.000,655.013,462.190,0.821289,tracked
98,3.269937,near,1,321.000,675.000,0.650311,12.443545,282.661,500.572,353.931,700.608,0.853516,detected
98,3.269937,far,2,622.000,444.000,2.868082,0.000000,593.189,339.000,655.747,461.695,0.828613,detected
99,3.303303,near,1,325.000,672.000,0.670806,12.346617,286.661,497.572,357.931,697.608,0.853516,tracked
99,3.303303,far,2,621.000,444.000,2.855047,0.000000,592.189,339.000,654.747,461.695,0.828613,tracked
100,3.336670,near,1,320.000,671.000,0.621173,12.314127,280.618,468.089,360.943,693.547,0.888672,detected
100,3.336670,far,2,620.000,445.000,2.844938,0.000000,591.505,339.000,655.029,461.777,0.797363,detected
101,3.370037,near,1,320.000,670.000,0.616071,12.281548,280.618,467.089,360.943,692.547,0.888672,tracked
101,3.370037,far,2,617.000,445.000,2.805912,0.000000,588.505,339.000,652.029,461.777,0.797363,tracked
102,3.403403,near,1,322.000,665.000,0.608341,12.117278,285.619,484.141,360.808,685.995,0.901367,detected
102,3.403403,far,2,617.000,447.000,2.811888,0.000000,587.620,339.000,653.342,462.523,0.810059,detected
103,3.436770,near,1,322.000,664.000,0.603178,12.084147,285.619,483.141,360.808,684.995,0.901367,tracked
103,3.436770,far,2,616.000,447.000,2.798931,0.000000,586.620,339.000,652.342,462.523,0.810059,tracked
104,3.470137,near,1,331.000,675.000,0.739034,12.443545,291.485,502.886,365.547,690.648,0.901367,detected
104,3.470137,far,2,616.000,447.000,2.798931,0.000000,581.889,339.000,650.722,464.213,0.812988,detected
105,3.503504,near,1,341.000,674.000,0.822969,12.411325,301.485,501.886,375.547,689.648,0.901367,tracked
105,3.503504,far,2,615.000,447.000,2.785975,0.000000,580.889,339.000,649.722,464.213,0.812988,tracked
106,3.536870,near,1,332.000,679.000,0.767364,12.571541,296.939,520.800,370.444,693.194,0.892090,detected
106,3.536870,far,2,614.000,450.000,2.782126,0.267549,580.829,344.411,649.957,465.254,0.850586,detected
