frame,time_s,visibility,x_px,y_px,court_x_m,court_y_m,speed_mps,is_missing,is_interpolated,is_spatial_valid,speed_valid,confidence,source
0,0.000000,0,,,,,,1,0,0,0,0.000,rejected_static_motion
1,0.033367,0,,,,,,1,0,0,0,0.000,rejected_static_lock
2,0.066733,0,,,,,,1,0,0,0,0.000,rejected_static_lock
3,0.100100,0,,,,,,1,0,0,0,0.000,rejected_static_lock
4,0.133467,0,,,,,,1,0,0,0,0.000,rejected_static_lock
5,0.166834,0,,,,,,1,0,0,0,0.000,rejected_static_lock
6,0.200200,0,,,,,,1,0,0,0,0.000,rejected_static_lock
7,0.233567,0,,,,,,1,0,0,0,0.000,rejected_static_lock
8,0.266934,0,,,,,,1,0,0,0,0.000,rejected_static_lock
9,0.300300,0,,,,,,1,0,0,0,0.000,rejected_static_lock
10,0.333667,0,,,,,,1,0,0,0,0.000,rejected_static_lock
11,0.367034,1,633.000,351.000,,,,0,0,0,0,0.459,refined
12,0.400400,1,633.000,347.000,,,,0,0,0,0,0.500,refined
13,0.433767,1,633.000,347.000,,,,0,0,0,0,0.443,refined
14,0.467134,1,633.000,347.000,,,,0,0,0,0,0.441,refined
15,0.500501,1,633.000,346.000,,,,0,0,0,0,0.423,refined
16,0.533867,0,,,,,,1,0,0,0,0.000,rejected_static_lock
17,0.567234,0,,,,,,1,0,0,0,0.000,rejected_static_lock
18,0.600601,0,,,,,,1,0,0,0,0.000,rejected_static_lock
19,0.633967,0,,,,,,1,0,0,0,0.000,rejected_static_lock
20,0.667334,0,,,,,,1,0,0,0,0.000,rejected_static_lock
21,0.700701,0,,,,,,1,0,0,0,0.000,rejected_static_lock
22,0.734067,0,,,,,,1,0,0,0,0.000,rejected_static_lock
23,0.767434,0,,,,,,1,0,0,0,0.000,rejected_static_lock
24,0.800801,0,,,,,,1,0,0,0,0.000,rejected_static_lock
25,0.834168,0,,,,,,1,0,0,0,0.000,rejected_static_lock
26,0.867534,0,,,,,,1,0,0,0,0.000,rejected_static_lock
27,0.900901,0,,,,,,1,0,0,0,0.000,rejected_static_lock
28,0.934268,0,,,,,,1,0,0,0,0.000,rejected_static_lock
29,0.967634,0,,,,,,1,0,0,0,0.000,rejected_static_lock
30,1.001001,0,,,,,,1,0,0,0,0.000,rejected_static_lock
