Frame,Visibility,X,Y,Source,Confidence
0,0,0,0,rejected_static_motion,0.000
1,0,0,0,rejected_static_lock,0.000
2,0,0,0,rejected_static_lock,0.000
3,0,0,0,rejected_static_lock,0.000
4,0,0,0,rejected_static_lock,0.000
5,0,0,0,rejected_static_lock,0.000
6,0,0,0,rejected_static_lock,0.000
7,0,0,0,rejected_static_lock,0.000
8,0,0,0,rejected_static_lock,0.000
9,1,660,348,refined,0.439
10,1,661,350,refined,0.430
11,1,661,351,refined,0.425
12,1,660,351,refined,0.454
13,0,0,0,missing,0.000
14,0,0,0,rejected_jump,0.000
15,0,0,0,rejected_jump,0.000
16,0,0,0,missing,0.000
17,0,0,0,missing,0.000
18,0,0,0,missing,0.000
19,0,0,0,missing,0.000
20,0,0,0,missing,0.000
21,0,0,0,missing,0.000
22,0,0,0,missing,0.000
23,0,0,0,missing,0.000
24,0,0,0,missing,0.000
25,0,0,0,missing,0.000
26,0,0,0,missing,0.000
27,0,0,0,missing,0.000
28,0,0,0,missing,0.000
29,0,0,0,missing,0.000
30,0,0,0,missing,0.000
31,0,0,0,missing,0.000
32,0,0,0,missing,0.000
33,0,0,0,missing,0.000
34,0,0,0,missing,0.000
35,0,0,0,missing,0.000
36,0,0,0,missing,0.000
37,0,0,0,missing,0.000
38,0,0,0,missing,0.000
39,0,0,0,missing,0.000
40,0,0,0,missing,0.000
41,0,0,0,missing,0.000
42,0,0,0,missing,0.000
43,1,666,336,refined,0.567
44,1,668,335,refined,0.593
45,1,670,334,refined,0.573
46,1,676,330,refined,0.635
47,1,683,322,refined,0.700
48,1,690,315,refined,0.586
49,1,696,310,refined,0.599
50,1,700,311,refined,0.553
51,1,708,311,refined,0.567
52,1,715,311,refined,0.620
53,1,720,312,refined,0.573
54,1,725,315,refined,0.666
55,1,728,317,refined,0.800
56,1,733,319,refined,0.800
57,1,737,326,refined,0.800
58,1,742,330,refined,0.800
59,1,746,337,refined,0.743
60,1,748,346,refined,0.648
61,1,754,355,refined,0.676
62,1,757,365,refined,0.665
63,1,760,371,refined,0.647
64,1,763,382,refined,0.623
65,1,766,394,refined,0.626
66,1,770,408,refined,0.614
67,1,768,404,interp,0.250
68,1,765,400,refined,0.559
69,1,758,388,refined,0.604
70,1,751,373,refined,0.549
71,1,746,361,interp,0.250
72,1,741,349,refined,0.560
73,1,738,341,refined,0.543
74,1,733,335,refined,0.661
75,1,730,330,refined,0.729
76,1,725,324,refined,0.767
77,1,722,319,refined,0.800
78,1,719,318,refined,0.685
79,1,715,315,refined,0.636
80,1,713,318,interp,0.250
81,1,711,322,refined,0.631
82,1,706,323,refined,0.590
83,1,703,325,refined,0.740
84,1,702,329,refined,0.755
85,1,698,335,refined,0.669
86,1,695,340,refined,0.597
87,1,691,346,refined,0.616
88,1,690,352,refined,0.616
89,1,687,360,refined,0.614
90,1,686,368,refined,0.651
91,1,671,348,refined,0.655
92,1,666,318,refined,0.575
93,1,657,292,refined,0.655
94,1,648,270,refined,0.629
95,1,642,251,refined,0.599
96,1,632,236,refined,0.800
97,1,623,218,refined,0.715
98,1,616,207,refined,0.683
99,1,610,195,refined,0.800
100,1,604,186,refined,0.800
101,1,598,178,refined,0.800
102,1,591,170,refined,0.800
103,0,0,0,rejected_roi,0.000
104,0,0,0,rejected_roi,0.000
105,0,0,0,rejected_roi,0.000
106,0,0,0,rejected_roi,0.000
107,0,0,0,rejected_roi,0.000
108,0,0,0,rejected_roi,0.000
109,0,0,0,rejected_roi,0.000
110,0,0,0,rejected_roi,0.000
111,0,0,0,rejected_roi,0.000
112,1,532,173,refined,0.800
113,1,526,177,refined,0.800
114,1,521,185,refined,0.800
115,1,516,194,refined,0.800
116,1,510,204,refined,0.800
117,1,505,217,refined,0.800
118,1,498,229,refined,0.769
119,1,496,240,refined,0.800
120,1,490,255,refined,0.800
121,1,483,271,refined,0.800
122,1,480,287,refined,0.704
123,1,474,305,refined,0.647
124,1,470,321,refined,0.689
125,1,468,340,refined,0.526
126,1,460,359,refined,0.651
127,1,457,377,refined,0.614
128,1,453,397,refined,0.532
129,1,455,394,interp,0.250
130,1,457,390,refined,0.523
131,1,466,369,interp,0.250
132,1,474,348,refined,0.597
133,1,480,332,refined,0.600
134,1,485,323,refined,0.680
135,1,490,315,refined,0.714
136,1,493,308,refined,0.725
137,1,499,302,refined,0.700
138,1,502,296,refined,0.719
139,1,506,296,refined,0.771
140,1,509,295,refined,0.737
141,1,513,297,refined,0.744
142,1,516,297,refined,0.726
143,1,518,299,refined,0.758
144,1,519,301,refined,0.740
145,1,523,305,refined,0.699
146,1,525,309,refined,0.631
147,1,527,314,refined,0.718
148,1,528,319,refined,0.733
149,1,531,325,refined,0.735
150,1,533,333,refined,0.595
151,1,535,339,refined,0.591
152,1,536,334,refined,0.633
153,1,544,326,refined,0.638
154,1,550,318,refined,0.704
155,1,550,317,refined,0.800
156,1,552,307,refined,0.563
157,1,555,303,refined,0.506
158,1,557,300,refined,0.580
159,1,559,301,interp,0.250
160,1,560,301,interp,0.250
161,1,562,302,refined,0.708
162,1,564,308,refined,0.693
163,1,566,310,refined,0.770
164,1,567,317,refined,0.606
165,1,570,323,refined,0.682
166,1,572,327,refined,0.766
167,1,573,335,refined,0.675
168,1,576,342,refined,0.629
169,1,577,353,refined,0.643
170,1,579,364,refined,0.602
171,1,581,376,refined,0.579
172,1,583,383,refined,0.649
173,1,584,395,refined,0.582
174,1,583,389,interp,0.250
175,1,582,382,interp,0.250
176,1,581,376,interp,0.250
177,1,580,370,interp,0.250
178,1,579,364,interp,0.250
179,1,578,357,interp,0.250
180,1,577,351,refined,0.500
181,1,571,303,refined,0.554
182,1,563,257,refined,0.637
183,1,558,222,refined,0.508
184,1,554,186,refined,0.689
185,0,0,0,rejected_roi,0.000
186,0,0,0,rejected_roi,0.000
187,0,0,0,rejected_roi,0.000
188,0,0,0,rejected_roi,0.000
189,0,0,0,rejected_roi,0.000
190,0,0,0,rejected_roi,0.000
191,0,0,0,rejected_roi,0.000
192,0,0,0,rejected_roi,0.000
193,0,0,0,rejected_roi,0.000
194,0,0,0,rejected_roi,0.000
195,0,0,0,rejected_roi,0.000
196,0,0,0,rejected_roi,0.000
197,0,0,0,rejected_roi,0.000
198,0,0,0,missing,0.000
199,0,0,0,missing,0.000
200,0,0,0,missing,0.000
201,0,0,0,missing,0.000
202,0,0,0,missing,0.000
203,0,0,0,missing,0.000
204,0,0,0,missing,0.000
205,0,0,0,missing,0.000
206,0,0,0,missing,0.000
207,0,0,0,rejected_roi,0.000
208,0,0,0,rejected_roi,0.000
209,0,0,0,rejected_roi,0.000
210,0,0,0,rejected_roi,0.000
211,0,0,0,rejected_roi,0.000
212,0,0,0,rejected_roi,0.000
213,0,0,0,rejected_roi,0.000
214,0,0,0,rejected_roi,0.000
215,0,0,0,rejected_roi,0.000
216,0,0,0,rejected_roi,0.000
217,0,0,0,rejected_roi,0.000
218,0,0,0,rejected_roi,0.000
219,0,0,0,rejected_roi,0.000
220,0,0,0,rejected_roi,0.000
221,0,0,0,rejected_roi,0.000
222,0,0,0,rejected_roi,0.000
223,0,0,0,rejected_roi,0.000
224,0,0,0,rejected_roi,0.000
225,1,506,241,refined,0.579
226,1,502,282,refined,0.633
227,1,502,321,refined,0.631
228,1,502,352,refined,0.579
229,1,499,379,refined,0.587
230,1,498,403,refined,0.592
231,1,497,428,refined,0.561
232,1,497,453,refined,0.555
233,1,495,476,refined,0.576
234,1,494,497,refined,0.591
235,1,494,520,refined,0.650
236,1,522,505,refined,0.431
237,1,545,463,refined,0.496
238,1,569,431,refined,0.445
239,1,594,404,refined,0.488
240,1,612,379,refined,0.654
241,1,629,366,refined,0.631
242,1,644,354,refined,0.600
243,1,660,338,refined,0.551
244,1,671,328,refined,0.600
245,1,684,320,refined,0.717
246,1,693,315,interp,0.250
247,1,702,310,interp,0.250
248,1,711,305,refined,0.741
249,1,720,302,interp,0.250
250,1,729,300,refined,0.593
251,1,737,300,refined,0.626
252,1,744,301,interp,0.250
253,1,750,302,refined,0.715
254,1,758,303,refined,0.783
255,1,765,306,refined,0.665
256,1,770,312,refined,0.713
257,1,778,316,refined,0.683
258,1,782,319,refined,0.745
259,1,789,326,refined,0.719
260,1,794,332,refined,0.698
261,1,799,339,refined,0.606
262,1,805,349,refined,0.547
263,1,807,355,refined,0.633
264,1,810,363,refined,0.604
265,1,817,374,refined,0.570
266,1,821,383,refined,0.600
267,1,820,348,interp,0.250
268,1,819,312,refined,0.548
269,1,820,272,refined,0.572
270,1,817,240,refined,0.522
271,1,819,202,refined,0.541
272,1,820,176,refined,0.595
273,0,0,0,rejected_roi,0.000
274,0,0,0,rejected_roi,0.000
275,0,0,0,rejected_roi,0.000
276,0,0,0,rejected_roi,0.000
277,0,0,0,rejected_roi,0.000
278,0,0,0,rejected_roi,0.000
279,0,0,0,rejected_roi,0.000
280,0,0,0,rejected_roi,0.000
281,0,0,0,rejected_roi,0.000
282,0,0,0,rejected_roi,0.000
283,0,0,0,rejected_roi,0.000
284,0,0,0,rejected_roi,0.000
285,0,0,0,rejected_roi,0.000
286,0,0,0,rejected_roi,0.000
287,0,0,0,rejected_roi,0.000
288,0,0,0,rejected_roi,0.000
289,0,0,0,rejected_roi,0.000
290,0,0,0,rejected_roi,0.000
291,0,0,0,rejected_roi,0.000
292,0,0,0,rejected_roi,0.000
293,0,0,0,rejected_roi,0.000
294,0,0,0,rejected_roi,0.000
295,0,0,0,rejected_roi,0.000
296,0,0,0,rejected_roi,0.000
297,0,0,0,rejected_roi,0.000
298,0,0,0,rejected_roi,0.000
299,0,0,0,rejected_roi,0.000
300,0,0,0,rejected_roi,0.000
301,0,0,0,rejected_roi,0.000
302,0,0,0,rejected_roi,0.000
303,1,768,183,refined,0.800
304,1,766,201,refined,0.800
305,1,764,219,refined,0.672
306,1,761,241,refined,0.779
307,1,759,258,refined,0.673
308,1,756,279,refined,0.800
309,1,711,291,refined,0.584
310,1,667,290,refined,0.600
311,1,636,287,refined,0.789
312,1,609,288,refined,0.779
313,1,586,289,refined,0.756
314,1,570,292,interp,0.250
315,1,555,296,interp,0.250
316,1,539,299,refined,0.710
317,1,526,304,refined,0.679
318,1,516,308,interp,0.250
319,1,507,312,refined,0.759
320,1,500,318,refined,0.707
321,1,489,323,refined,0.675
322,1,485,334,refined,0.648
323,1,477,336,refined,0.641
324,1,470,346,refined,0.571
325,1,465,354,refined,0.705
326,1,461,363,interp,0.250
327,1,457,372,interp,0.250
328,1,453,381,interp,0.250
329,1,449,390,interp,0.250
330,1,445,399,refined,0.550
331,1,441,408,refined,0.619
332,1,437,419,refined,0.606
333,1,435,430,refined,0.507
334,1,431,429,refined,0.612
335,1,433,426,refined,0.634
336,1,428,419,refined,0.584
337,1,429,413,refined,0.641
338,1,428,409,refined,0.688
339,1,427,406,refined,0.574
340,1,428,406,refined,0.605
341,1,428,400,refined,0.555
342,1,424,400,refined,0.507
