frame,time_s,role,track_id,x_px,y_px,court_x_m,court_y_m,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,source
0,0.000000,near,1,595.000,577.000,2.876319,10.923690,551.211,391.320,647.461,594.992,0.920410,detected
0,0.000000,far,2,704.000,410.000,3.964922,2.931819,683.984,284.543,745.859,428.273,0.864258,detected
1,0.033367,near,1,595.000,576.000,2.875005,10.893503,551.297,391.134,647.375,594.433,0.920898,detected
1,0.033367,far,2,705.000,411.000,3.976918,3.010137,683.945,284.450,745.899,428.367,0.881836,detected
2,0.066733,near,1,595.000,577.000,2.876319,10.923690,551.636,391.270,647.371,593.834,0.921387,detected
2,0.066733,far,2,706.000,411.000,3.989639,3.010006,683.945,284.434,745.899,428.299,0.885742,detected
3,0.100100,near,1,595.000,578.000,2.877629,10.953774,551.894,391.315,647.547,593.657,0.921875,detected
3,0.100100,far,2,706.000,412.000,3.988858,3.088086,683.901,284.430,745.943,428.358,0.890137,detected
4,0.133467,near,1,595.000,578.000,2.877629,10.953774,551.938,391.328,647.632,593.620,0.920410,detected
4,0.133467,far,2,706.000,411.000,3.989639,3.010006,683.862,284.431,745.982,428.378,0.889160,detected
5,0.166834,near,1,595.000,578.000,2.877629,10.953774,551.588,391.331,647.398,593.929,0.919434,detected
5,0.166834,far,2,706.000,412.000,3.988858,3.088086,683.822,284.431,746.021,428.384,0.890625,detected
6,0.200200,near,1,595.000,577.000,2.876319,10.923690,551.470,391.481,647.305,594.195,0.918945,detected
6,0.200200,far,2,706.000,411.000,3.989639,3.010006,683.781,284.357,746.062,428.310,0.890625,detected
7,0.233567,near,1,595.000,577.000,2.876319,10.923690,551.420,391.311,647.277,594.146,0.918457,detected
7,0.233567,far,2,706.000,411.000,3.989639,3.010006,683.739,284.331,746.105,428.283,0.890625,detected
8,0.266934,near,1,595.000,577.000,2.876319,10.923690,551.282,391.247,647.096,594.129,0.917969,detected
8,0.266934,far,2,706.000,411.000,3.989639,3.010006,683.023,284.249,745.649,428.347,0.887695,detected
9,0.300300,near,1,595.000,578.000,2.877629,10.953774,551.396,391.296,647.156,594.124,0.917969,detected
9,0.300300,far,2,706.000,411.000,3.989639,3.010006,682.671,284.002,745.571,428.298,0.892090,detected
10,0.333667,near,1,595.000,577.000,2.876319,10.923690,551.159,391.314,646.883,594.123,0.917969,detected
10,0.333667,far,2,706.000,411.000,3.989639,3.010006,682.508,283.840,745.584,428.280,0.888184,detected
11,0.367034,near,1,595.000,577.000,2.876319,10.923690,551.301,391.321,646.841,593.836,0.916016,detected
11,0.367034,far,2,706.000,412.000,3.988858,3.088086,682.302,283.351,745.743,428.273,0.888184,detected
12,0.400400,near,1,595.000,577.000,2.876319,10.923690,551.530,391.323,646.941,593.730,0.913574,detected
12,0.400400,far,2,707.000,412.000,4.001548,3.087953,682.269,283.100,745.766,428.128,0.884277,detected
13,0.433767,near,1,596.000,577.000,2.885524,10.923497,551.924,390.966,647.245,593.692,0.911621,detected
13,0.433767,far,2,707.000,413.000,4.000742,3.165669,682.400,282.439,746.211,428.074,0.882324,detected
14,0.467134,near,1,596.000,575.000,2.882922,10.863023,551.927,390.832,646.932,593.680,0.903320,detected
14,0.467134,far,2,707.000,412.000,4.001548,3.087953,682.439,282.198,746.394,428.054,0.880859,detected
15,0.500501,near,1,596.000,574.000,2.881614,10.832632,552.368,390.284,646.943,593.108,0.904297,detected
15,0.500501,far,2,707.000,412.000,4.001548,3.087953,681.573,281.830,745.638,428.048,0.876465,detected
16,0.533867,near,1,596.000,574.000,2.881614,10.832632,550.694,390.365,644.227,593.465,0.804199,detected
16,0.533867,far,2,706.000,413.000,3.988082,3.165803,682.036,281.273,746.273,428.047,0.876953,detected
17,0.567234,near,1,597.000,575.000,2.892158,10.862831,551.703,389.902,644.982,593.887,0.904785,detected
17,0.567234,far,2,706.000,413.000,3.988082,3.165803,681.951,281.072,746.211,428.047,0.878418,detected
18,0.600601,near,1,597.000,575.000,2.892158,10.862831,552.595,389.731,645.338,594.048,0.908691,detected
18,0.600601,far,2,706.000,413.000,3.988082,3.165803,681.900,280.864,746.210,428.119,0.871582,detected
19,0.633967,near,1,597.000,575.000,2.892158,10.862831,553.405,389.387,645.573,593.825,0.910645,detected
19,0.633967,far,2,706.000,413.000,3.988082,3.165803,681.660,280.796,745.866,428.147,0.867188,detected
20,0.667334,near,1,597.000,575.000,2.892158,10.862831,555.097,389.263,646.549,593.741,0.904785,detected
20,0.667334,far,2,706.000,413.000,3.988082,3.165803,681.842,280.708,746.033,428.158,0.873047,detected
21,0.700701,near,1,596.000,575.000,2.882922,10.863023,556.321,389.151,646.894,593.709,0.898438,detected
21,0.700701,far,2,707.000,412.000,4.001548,3.087953,681.971,280.826,746.042,428.091,0.872070,detected
22,0.734067,near,1,597.000,574.000,2.890866,10.832440,557.411,388.759,646.949,593.414,0.908691,detected
22,0.734067,far,2,707.000,413.000,4.000742,3.165669,682.278,280.382,746.358,428.208,0.870605,detected
23,0.767434,near,1,596.000,574.000,2.881614,10.832632,558.681,388.405,646.943,593.020,0.903320,detected
23,0.767434,far,2,707.000,413.000,4.000742,3.165669,682.485,280.292,746.386,428.182,0.872559,detected
24,0.800801,near,1,596.000,574.000,2.881614,10.832632,559.729,387.923,646.917,593.157,0.877441,detected
24,0.800801,far,2,707.000,413.000,4.000742,3.165669,682.567,280.053,746.393,428.242,0.872559,detected
25,0.834168,near,1,596.000,572.000,2.878986,10.771541,560.971,387.252,646.888,592.645,0.836426,detected
25,0.834168,far,2,707.000,413.000,4.000742,3.165669,682.372,279.687,746.053,428.407,0.854980,detected
26,0.867534,near,1,596.000,572.000,2.878986,10.771541,564.497,387.007,650.034,592.454,0.890625,detected
26,0.867534,far,2,706.000,412.000,3.988858,3.088086,683.555,279.556,746.933,427.902,0.865234,detected
27,0.900901,near,1,596.000,571.000,2.877665,10.740839,567.084,386.571,652.489,592.102,0.898926,detected
27,0.900901,far,2,706.000,411.000,3.989639,3.010006,683.307,280.509,745.691,427.852,0.851074,detected
28,0.934268,near,1,596.000,570.000,2.876340,10.710032,568.686,386.416,654.153,591.974,0.902832,detected
28,0.934268,far,2,704.000,412.000,3.963477,3.088350,683.080,282.156,744.210,427.977,0.856445,detected
29,0.967634,near,1,596.000,570.000,2.876340,10.710032,569.472,386.511,655.100,591.932,0.907715,detected
29,0.967634,far,2,704.000,409.000,3.965650,2.853003,682.820,283.635,742.687,428.025,0.858887,detected
